[861, 612]
[chapter-title, [227.0, 48.0, 88.0, 30.0], ZtqLJ5VqP3, 6460530]
[paragraph, [41.0, 102.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 120.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 138.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 156.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 174.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 192.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 210.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 228.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 246.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 264.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 282.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 300.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 318.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 336.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 354.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 372.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [41.0, 390.0, 455.0, 18.0], shoonya_0sZ7H2AGLBFTXB, 6460530]
[paragraph, [40.0, 447.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 465.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 483.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 501.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 519.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 537.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 555.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 573.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 591.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 609.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 627.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 645.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 663.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 681.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 699.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 717.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [40.0, 735.0, 455.0, 18.0], shoonya_1s4FLTLGDQJILL, 6460530]
[paragraph, [46.0, 755.0, 452.0, 18.0], shoonya_2s3VE3A6H1FRWK, 6460530]
[paragraph, [46.0, 773.0, 452.0, 18.0], shoonya_2s3VE3A6H1FRWK, 6460530]
[paragraph, [46.0, 791.0, 452.0, 18.0], shoonya_2s3VE3A6H1FRWK, 6460530]
[paragraph, [46.0, 809.0, 452.0, 18.0], shoonya_2s3VE3A6H1FRWK, 6460530]
