[1326, 829]
[headline, [324.0, 75.0, 148.0, 25.5], 9CA0Z8Uw9r, 5769783]
[paragraph, [78.0, 127.0, 335.0, 18.0], oSES5EOKtR, 5769783]
[paragraph, [78.0, 145.0, 335.0, 18.0], oSES5EOKtR, 5769783]
[paragraph, [78.0, 163.0, 335.0, 18.0], oSES5EOKtR, 5769783]
[paragraph, [420.0, 132.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 150.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 168.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 186.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 204.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 222.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 240.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 258.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 276.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 294.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 312.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 330.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 348.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 366.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 384.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 402.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 420.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 438.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 456.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 474.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 492.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 510.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 528.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 546.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 564.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 582.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 600.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 618.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 636.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 654.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [420.0, 672.0, 332.0, 18.0], 0YzdqDvmzP, 5769783]
[paragraph, [74.0, 187.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 205.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 223.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 241.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 259.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 277.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 295.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 313.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 331.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 349.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 367.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 385.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 403.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 421.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 439.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 457.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 475.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 493.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 511.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 529.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 547.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 565.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 583.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 601.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 619.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 637.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 655.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 673.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 691.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 709.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 727.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 745.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 763.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 781.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 799.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 817.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 835.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 853.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 871.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 889.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [74.0, 907.0, 337.0, 18.0], gkyZR6F9G8, 5769783]
[paragraph, [418.0, 701.0, 338.0, 18.0], yyaepNMNz0, 5769783]
[paragraph, [418.0, 719.0, 338.0, 18.0], yyaepNMNz0, 5769783]
[paragraph, [418.0, 737.0, 338.0, 18.0], yyaepNMNz0, 5769783]
[paragraph, [418.0, 755.0, 338.0, 18.0], yyaepNMNz0, 5769783]
[paragraph, [418.0, 773.0, 338.0, 18.0], yyaepNMNz0, 5769783]
[paragraph, [418.0, 791.0, 338.0, 18.0], yyaepNMNz0, 5769783]
[paragraph, [418.0, 809.0, 338.0, 18.0], yyaepNMNz0, 5769783]
[paragraph, [418.0, 827.0, 338.0, 18.0], yyaepNMNz0, 5769783]
[paragraph, [418.0, 845.0, 338.0, 18.0], yyaepNMNz0, 5769783]
[paragraph, [418.0, 863.0, 338.0, 18.0], yyaepNMNz0, 5769783]
[paragraph, [418.0, 881.0, 338.0, 18.0], yyaepNMNz0, 5769783]
[paragraph, [418.0, 899.0, 338.0, 18.0], yyaepNMNz0, 5769783]
[paragraph, [418.0, 917.0, 338.0, 18.0], yyaepNMNz0, 5769783]
[paragraph, [69.0, 930.0, 344.0, 18.0], dSa8xrQe_j, 5769783]
[paragraph, [69.0, 948.0, 344.0, 18.0], dSa8xrQe_j, 5769783]
[paragraph, [69.0, 966.0, 344.0, 18.0], dSa8xrQe_j, 5769783]
[paragraph, [69.0, 984.0, 344.0, 18.0], dSa8xrQe_j, 5769783]
[paragraph, [69.0, 1002.0, 344.0, 18.0], dSa8xrQe_j, 5769783]
[paragraph, [69.0, 1020.0, 344.0, 18.0], dSa8xrQe_j, 5769783]
[paragraph, [69.0, 1038.0, 344.0, 18.0], dSa8xrQe_j, 5769783]
[paragraph, [69.0, 1056.0, 344.0, 18.0], dSa8xrQe_j, 5769783]
