[1518, 1004]
[folio, [389.0, 60.0, 218.0, 36.0], tVr4bYLqnk, 6472045]
[folio, [389.0, 96.0, 218.0, 36.0], tVr4bYLqnk, 6472045]
[headline, [262.0, 163.0, 490.0, 37.5], shoonya_7sKUS8TWDB7O8J, 6472045]
[headline, [262.0, 200.5, 490.0, 37.5], shoonya_7sKUS8TWDB7O8J, 6472045]
[paragraph, [661.0, 276.0, 293.0, 36.0], shoonya_5s0DNZBDI1UD0S, 6472045]
[paragraph, [661.0, 312.0, 293.0, 36.0], shoonya_5s0DNZBDI1UD0S, 6472045]
[paragraph, [661.0, 348.0, 293.0, 36.0], shoonya_5s0DNZBDI1UD0S, 6472045]
[paragraph, [57.0, 278.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 314.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 350.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 386.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 422.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 458.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 494.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 530.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 566.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 602.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 638.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 674.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 710.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 746.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 782.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 818.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 854.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 890.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 926.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 962.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 998.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 1034.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 1070.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 1106.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 1142.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 1178.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 1214.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 1250.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 1286.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 1322.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 1358.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [57.0, 1394.0, 288.0, 36.0], shoonya_1sN7GZA8N6A7H7, 6472045]
[paragraph, [357.0, 283.0, 291.0, 36.0], shoonya_2sL0BHK1VVJRCS, 6472045]
[paragraph, [357.0, 319.0, 291.0, 36.0], shoonya_2sL0BHK1VVJRCS, 6472045]
[paragraph, [357.0, 355.0, 291.0, 36.0], shoonya_2sL0BHK1VVJRCS, 6472045]
[paragraph, [357.0, 391.0, 291.0, 36.0], shoonya_2sL0BHK1VVJRCS, 6472045]
[paragraph, [357.0, 427.0, 291.0, 36.0], shoonya_2sL0BHK1VVJRCS, 6472045]
[paragraph, [659.0, 411.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 447.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 483.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 519.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 555.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 591.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 627.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 663.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 699.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 735.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 771.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 807.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 843.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 879.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 915.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 951.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 987.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 1023.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 1059.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 1095.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 1131.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 1167.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 1203.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 1239.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 1275.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 1311.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 1347.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[paragraph, [659.0, 1383.0, 292.0, 36.0], shoonya_0s3S8741XPMF7E, 6472045]
[author, [365.0, 861.0, 278.0, 36.0], shoonya_8sB34SC9HF5W81, 6472045]
[paragraph, [359.0, 926.0, 288.0, 36.0], shoonya_3sLNZBEFAYBOJ0, 6472045]
[paragraph, [359.0, 962.0, 288.0, 36.0], shoonya_3sLNZBEFAYBOJ0, 6472045]
[paragraph, [359.0, 998.0, 288.0, 36.0], shoonya_3sLNZBEFAYBOJ0, 6472045]
[paragraph, [358.0, 1061.0, 292.0, 36.0], shoonya_4sBM64YI444AJM, 6472045]
[paragraph, [358.0, 1097.0, 292.0, 36.0], shoonya_4sBM64YI444AJM, 6472045]
[paragraph, [358.0, 1133.0, 292.0, 36.0], shoonya_4sBM64YI444AJM, 6472045]
[paragraph, [358.0, 1169.0, 292.0, 36.0], shoonya_4sBM64YI444AJM, 6472045]
[paragraph, [358.0, 1205.0, 292.0, 36.0], shoonya_4sBM64YI444AJM, 6472045]
[paragraph, [358.0, 1241.0, 292.0, 36.0], shoonya_4sBM64YI444AJM, 6472045]
[paragraph, [358.0, 1277.0, 292.0, 36.0], shoonya_4sBM64YI444AJM, 6472045]
[paragraph, [358.0, 1313.0, 292.0, 36.0], shoonya_4sBM64YI444AJM, 6472045]
[paragraph, [358.0, 1349.0, 292.0, 36.0], shoonya_4sBM64YI444AJM, 6472045]
[paragraph, [358.0, 1385.0, 292.0, 36.0], shoonya_4sBM64YI444AJM, 6472045]
