[2339, 1609]
[folio, [831.0, 104.0, 562.0, 36.0], 48yJDUnKdh, 5656327]
[folio, [216.0, 106.0, 421.0, 36.0], zWHqkoFndk, 5656327]
[chapter-title, [556.0, 217.0, 522.0, 70.5], FqKDwqBaIN, 5656327]
[author, [566.0, 329.0, 474.0, 36.0], 1kfKWd0qy8, 5656327]
[contact-info, [526.0, 393.0, 590.0, 36.0], PjOqbXYMLT, 5656327]
[contact-info, [526.0, 429.0, 590.0, 36.0], PjOqbXYMLT, 5656327]
[contact-info, [526.0, 465.0, 590.0, 36.0], PjOqbXYMLT, 5656327]
[contact-info, [526.0, 501.0, 590.0, 36.0], PjOqbXYMLT, 5656327]
[contact-info, [526.0, 537.0, 590.0, 36.0], PjOqbXYMLT, 5656327]
[section-title, [399.0, 616.0, 170.0, 52.5], t5RcFdd-B3, 5656327]
[paragraph, [137.0, 730.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 766.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 802.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 838.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 874.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 910.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 946.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 982.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 1018.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 1054.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 1090.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 1126.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 1162.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 1198.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 1234.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 1270.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [137.0, 1306.0, 1330.0, 36.0], shoonya_1sIE3TI3DJVX5P, 5656327]
[paragraph, [138.0, 1384.0, 1327.0, 36.0], shoonya_0sCTYWQ7YCEYB8, 5656327]
[paragraph, [138.0, 1420.0, 1327.0, 36.0], shoonya_0sCTYWQ7YCEYB8, 5656327]
[paragraph, [138.0, 1456.0, 1327.0, 36.0], shoonya_0sCTYWQ7YCEYB8, 5656327]
[paragraph, [138.0, 1492.0, 1327.0, 36.0], shoonya_0sCTYWQ7YCEYB8, 5656327]
[paragraph, [138.0, 1528.0, 1327.0, 36.0], shoonya_0sCTYWQ7YCEYB8, 5656327]
[paragraph, [138.0, 1564.0, 1327.0, 36.0], shoonya_0sCTYWQ7YCEYB8, 5656327]
[paragraph, [138.0, 1600.0, 1327.0, 36.0], shoonya_0sCTYWQ7YCEYB8, 5656327]
[paragraph, [138.0, 1636.0, 1327.0, 36.0], shoonya_0sCTYWQ7YCEYB8, 5656327]
[paragraph, [138.0, 1672.0, 1327.0, 36.0], shoonya_0sCTYWQ7YCEYB8, 5656327]
[paragraph, [138.0, 1708.0, 1327.0, 36.0], shoonya_0sCTYWQ7YCEYB8, 5656327]
[paragraph, [138.0, 1744.0, 1327.0, 36.0], shoonya_0sCTYWQ7YCEYB8, 5656327]
[paragraph, [138.0, 1780.0, 1327.0, 36.0], shoonya_0sCTYWQ7YCEYB8, 5656327]
[paragraph, [140.0, 1841.0, 1331.0, 36.0], shoonya_4s9SG7517PV69A, 5656327]
[paragraph, [140.0, 1877.0, 1331.0, 36.0], shoonya_4s9SG7517PV69A, 5656327]
[paragraph, [140.0, 1913.0, 1331.0, 36.0], shoonya_4s9SG7517PV69A, 5656327]
[paragraph, [104.0, 1973.0, 1377.0, 36.0], 41rkz9okJ2, 5656327]
[paragraph, [104.0, 2009.0, 1377.0, 36.0], 41rkz9okJ2, 5656327]
[paragraph, [104.0, 2045.0, 1377.0, 36.0], 41rkz9okJ2, 5656327]
[folio, [132.0, 2154.0, 580.0, 36.0], w1hsFrjOiT, 5656327]
[folio, [911.0, 2154.0, 568.0, 36.0], 5XEpqrHodc, 5656327]
[folio, [911.0, 2190.0, 568.0, 36.0], 5XEpqrHodc, 5656327]
