[913, 561]
[chapter-title, [94.0, 139.0, 386.0, 30.0], shoonya_1s5YP6IHMI92KB, 5776506]
[paragraph, [23.0, 235.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 253.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 271.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 289.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 307.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 325.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 343.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 361.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 379.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 397.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 415.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 433.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 451.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 469.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 487.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 505.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 523.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 541.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 559.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 577.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 595.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 613.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 631.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 649.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 667.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 685.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 703.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 721.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 739.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 757.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 775.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 793.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 811.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 829.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 847.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
[paragraph, [23.0, 865.0, 521.0, 18.0], shoonya_0sXREI0F7SLH5D, 5776506]
