[2200, 1700]
[paragraph, [363.0, 115.0, 1138.0, 36.0], shoonya_3sE8AZMUFY4NO4, 5733573]
[paragraph, [363.0, 151.0, 1138.0, 36.0], shoonya_3sE8AZMUFY4NO4, 5733573]
[paragraph, [363.0, 187.0, 1138.0, 36.0], shoonya_3sE8AZMUFY4NO4, 5733573]
[paragraph, [373.0, 246.0, 1130.0, 36.0], shoonya_1sB2KMCZPL620V, 5733573]
[paragraph, [373.0, 282.0, 1130.0, 36.0], shoonya_1sB2KMCZPL620V, 5733573]
[paragraph, [373.0, 318.0, 1130.0, 36.0], shoonya_1sB2KMCZPL620V, 5733573]
[paragraph, [373.0, 354.0, 1130.0, 36.0], shoonya_1sB2KMCZPL620V, 5733573]
[paragraph, [373.0, 390.0, 1130.0, 36.0], shoonya_1sB2KMCZPL620V, 5733573]
[paragraph, [373.0, 426.0, 1130.0, 36.0], shoonya_1sB2KMCZPL620V, 5733573]
[paragraph, [373.0, 462.0, 1130.0, 36.0], shoonya_1sB2KMCZPL620V, 5733573]
[paragraph, [373.0, 498.0, 1130.0, 36.0], shoonya_1sB2KMCZPL620V, 5733573]
[paragraph, [373.0, 534.0, 1130.0, 36.0], shoonya_1sB2KMCZPL620V, 5733573]
[paragraph, [373.0, 570.0, 1130.0, 36.0], shoonya_1sB2KMCZPL620V, 5733573]
[paragraph, [373.0, 606.0, 1130.0, 36.0], shoonya_1sB2KMCZPL620V, 5733573]
[paragraph, [373.0, 642.0, 1130.0, 36.0], shoonya_1sB2KMCZPL620V, 5733573]
[paragraph, [373.0, 678.0, 1130.0, 36.0], shoonya_1sB2KMCZPL620V, 5733573]
[paragraph, [370.0, 768.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 804.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 840.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 876.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 912.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 948.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 984.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1020.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1056.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1092.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1128.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1164.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1200.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1236.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1272.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1308.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1344.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1380.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1416.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1452.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1488.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1524.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1560.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1596.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1632.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [370.0, 1668.0, 1135.0, 36.0], shoonya_0sTPTK0TY5TVFC, 5733573]
[paragraph, [374.0, 1737.0, 1136.0, 36.0], shoonya_2sMZZ45IKZU4PS, 5733573]
[paragraph, [374.0, 1773.0, 1136.0, 36.0], shoonya_2sMZZ45IKZU4PS, 5733573]
[paragraph, [374.0, 1809.0, 1136.0, 36.0], shoonya_2sMZZ45IKZU4PS, 5733573]
[paragraph, [374.0, 1845.0, 1136.0, 36.0], shoonya_2sMZZ45IKZU4PS, 5733573]
[paragraph, [374.0, 1881.0, 1136.0, 36.0], shoonya_2sMZZ45IKZU4PS, 5733573]
[paragraph, [374.0, 1917.0, 1136.0, 36.0], shoonya_2sMZZ45IKZU4PS, 5733573]
[paragraph, [374.0, 1953.0, 1136.0, 36.0], shoonya_2sMZZ45IKZU4PS, 5733573]
[paragraph, [374.0, 1989.0, 1136.0, 36.0], shoonya_2sMZZ45IKZU4PS, 5733573]
[paragraph, [374.0, 2025.0, 1136.0, 36.0], shoonya_2sMZZ45IKZU4PS, 5733573]
