[5478, 3644]
[section-title, [261.0, 418.0, 891.0, 93.0], Qj5dI8sxlg, 5709965]
[paragraph, [436.0, 628.0, 1669.0, 52.5], shoonya_0sZM9YMVYUAGKU, 5709965]
[paragraph, [436.0, 680.5, 1669.0, 52.5], shoonya_0sZM9YMVYUAGKU, 5709965]
[paragraph, [391.0, 774.0, 1699.0, 52.5], 2VM7eVmMA9, 5709965]
[paragraph, [391.0, 826.5, 1699.0, 52.5], 2VM7eVmMA9, 5709965]
[quote, [396.0, 897.0, 1175.0, 52.5], _4s3xMVkPF, 5709965]
[quote, [396.0, 949.5, 1175.0, 52.5], _4s3xMVkPF, 5709965]
[paragraph, [261.0, 1024.0, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1076.5, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1129.0, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1181.5, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1234.0, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1286.5, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1339.0, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1391.5, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1444.0, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1496.5, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1549.0, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1601.5, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1654.0, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1706.5, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1759.0, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1811.5, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [261.0, 1864.0, 2633.0, 52.5], DuEZo-Hlvb, 5709965]
[paragraph, [257.0, 1930.0, 2651.0, 52.5], Lzmvf9HQvP, 5709965]
[paragraph, [257.0, 1982.5, 2651.0, 52.5], Lzmvf9HQvP, 5709965]
[paragraph, [257.0, 2035.0, 2651.0, 52.5], Lzmvf9HQvP, 5709965]
[paragraph, [257.0, 2087.5, 2651.0, 52.5], Lzmvf9HQvP, 5709965]
[paragraph, [257.0, 2140.0, 2651.0, 52.5], Lzmvf9HQvP, 5709965]
[paragraph, [257.0, 2192.5, 2651.0, 52.5], Lzmvf9HQvP, 5709965]
[paragraph, [257.0, 2245.0, 2651.0, 52.5], Lzmvf9HQvP, 5709965]
[paragraph, [271.0, 2320.0, 2651.0, 52.5], ermHAgANwJ, 5709965]
[paragraph, [271.0, 2372.5, 2651.0, 52.5], ermHAgANwJ, 5709965]
[paragraph, [271.0, 2425.0, 2651.0, 52.5], ermHAgANwJ, 5709965]
[paragraph, [271.0, 2477.5, 2651.0, 52.5], ermHAgANwJ, 5709965]
[paragraph, [271.0, 2530.0, 2651.0, 52.5], ermHAgANwJ, 5709965]
[paragraph, [271.0, 2582.5, 2651.0, 52.5], ermHAgANwJ, 5709965]
[paragraph, [271.0, 2635.0, 2651.0, 52.5], ermHAgANwJ, 5709965]
[paragraph, [275.0, 2803.0, 2623.0, 52.5], viuxXmSGLo, 5709965]
[paragraph, [275.0, 2855.5, 2623.0, 52.5], viuxXmSGLo, 5709965]
[paragraph, [275.0, 2908.0, 2623.0, 52.5], viuxXmSGLo, 5709965]
[paragraph, [275.0, 2960.5, 2623.0, 52.5], viuxXmSGLo, 5709965]
[paragraph, [275.0, 3013.0, 2623.0, 52.5], viuxXmSGLo, 5709965]
[paragraph, [261.0, 3088.0, 2637.0, 52.5], eXT_BavISk, 5709965]
[paragraph, [261.0, 3140.5, 2637.0, 52.5], eXT_BavISk, 5709965]
[paragraph, [261.0, 3193.0, 2637.0, 52.5], eXT_BavISk, 5709965]
[paragraph, [261.0, 3245.5, 2637.0, 52.5], eXT_BavISk, 5709965]
[paragraph, [261.0, 3298.0, 2637.0, 52.5], eXT_BavISk, 5709965]
[paragraph, [261.0, 3350.5, 2637.0, 52.5], eXT_BavISk, 5709965]
[paragraph, [261.0, 3403.0, 2637.0, 52.5], eXT_BavISk, 5709965]
[paragraph, [505.0, 3483.0, 1511.0, 52.5], M3aQ-j1Kty, 5709965]
[paragraph, [505.0, 3535.5, 1511.0, 52.5], M3aQ-j1Kty, 5709965]
[quote, [482.0, 3620.0, 1371.0, 52.5], tqZx1GruZj, 5709965]
[quote, [482.0, 3672.5, 1371.0, 52.5], tqZx1GruZj, 5709965]
[paragraph, [450.0, 3747.0, 892.0, 52.5], V-GLIVpVy2, 5709965]
[paragraph, [450.0, 3799.5, 892.0, 52.5], V-GLIVpVy2, 5709965]
[quote, [473.0, 3870.0, 1084.0, 52.5], azhZDeRVt7, 5709965]
[quote, [473.0, 3922.5, 1084.0, 52.5], azhZDeRVt7, 5709965]
[paragraph, [281.0, 4003.0, 2599.0, 52.5], shoonya_2sKILYEWCPK14M, 5709965]
[paragraph, [281.0, 4055.5, 2599.0, 52.5], shoonya_2sKILYEWCPK14M, 5709965]
[paragraph, [281.0, 4108.0, 2599.0, 52.5], shoonya_2sKILYEWCPK14M, 5709965]
[paragraph, [281.0, 4160.5, 2599.0, 52.5], shoonya_2sKILYEWCPK14M, 5709965]
[paragraph, [281.0, 4213.0, 2599.0, 52.5], shoonya_2sKILYEWCPK14M, 5709965]
[paragraph, [289.0, 4273.0, 2582.0, 52.5], lG-IMqCEOA, 5709965]
[paragraph, [289.0, 4325.5, 2582.0, 52.5], lG-IMqCEOA, 5709965]
[paragraph, [289.0, 4378.0, 2582.0, 52.5], lG-IMqCEOA, 5709965]
[paragraph, [289.0, 4430.5, 2582.0, 52.5], lG-IMqCEOA, 5709965]
[paragraph, [307.0, 4517.0, 2600.0, 52.5], qEHmjkzLfW, 5709965]
[paragraph, [307.0, 4569.5, 2600.0, 52.5], qEHmjkzLfW, 5709965]
[paragraph, [307.0, 4622.0, 2600.0, 52.5], qEHmjkzLfW, 5709965]
[paragraph, [307.0, 4674.5, 2600.0, 52.5], qEHmjkzLfW, 5709965]
[paragraph, [307.0, 4727.0, 2600.0, 52.5], qEHmjkzLfW, 5709965]
