[1275, 750]
[section-title, [218.0, 87.0, 294.0, 30.0], ATLnd-CD96, 5767470]
[paragraph, [56.0, 149.0, 632.0, 18.0], 9WHswMoLpC, 5767470]
[paragraph, [56.0, 167.0, 632.0, 18.0], 9WHswMoLpC, 5767470]
[paragraph, [56.0, 185.0, 632.0, 18.0], 9WHswMoLpC, 5767470]
[paragraph, [56.0, 203.0, 632.0, 18.0], 9WHswMoLpC, 5767470]
[paragraph, [56.0, 221.0, 632.0, 18.0], 9WHswMoLpC, 5767470]
[paragraph, [83.0, 262.0, 467.0, 18.0], zGrW8QMh2-, 5767470]
[paragraph, [83.0, 280.0, 467.0, 18.0], zGrW8QMh2-, 5767470]
[paragraph, [83.0, 298.0, 467.0, 18.0], zGrW8QMh2-, 5767470]
[paragraph, [83.0, 316.0, 467.0, 18.0], zGrW8QMh2-, 5767470]
[paragraph, [83.0, 334.0, 467.0, 18.0], zGrW8QMh2-, 5767470]
[paragraph, [83.0, 352.0, 467.0, 18.0], zGrW8QMh2-, 5767470]
[paragraph, [83.0, 370.0, 467.0, 18.0], zGrW8QMh2-, 5767470]
[paragraph, [83.0, 388.0, 467.0, 18.0], zGrW8QMh2-, 5767470]
[paragraph, [83.0, 406.0, 467.0, 18.0], zGrW8QMh2-, 5767470]
[paragraph, [83.0, 424.0, 467.0, 18.0], zGrW8QMh2-, 5767470]
[paragraph, [62.0, 456.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 474.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 492.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 510.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 528.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 546.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 564.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 582.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 600.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 618.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 636.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 654.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 672.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 690.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 708.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 726.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 744.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [62.0, 762.0, 635.0, 18.0], tMj2dxCDr6, 5767470]
[paragraph, [90.0, 802.0, 464.0, 18.0], Flge6_2D_m, 5767470]
[paragraph, [90.0, 820.0, 464.0, 18.0], Flge6_2D_m, 5767470]
[paragraph, [90.0, 838.0, 464.0, 18.0], Flge6_2D_m, 5767470]
[paragraph, [90.0, 856.0, 464.0, 18.0], Flge6_2D_m, 5767470]
[paragraph, [90.0, 874.0, 464.0, 18.0], Flge6_2D_m, 5767470]
[paragraph, [62.0, 893.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 911.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 929.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 947.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 965.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 983.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 1001.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 1019.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 1037.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 1055.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 1073.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 1091.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 1109.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 1127.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 1145.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
[paragraph, [62.0, 1163.0, 639.0, 18.0], 6t3mDB4kzO, 5767470]
