[2826, 2085]
[ordered-list, [169.0, 185.0, 174.0, 46.5], 6ERaTkFWQB, 6475853]
[second-level-question, [166.0, 690.0, 500.0, 46.5], 2Hqnr4f9jT, 6475853]
[second-level-question, [166.0, 736.5, 500.0, 46.5], 2Hqnr4f9jT, 6475853]
[second-level-question, [166.0, 783.0, 500.0, 46.5], 2Hqnr4f9jT, 6475853]
[second-level-question, [166.0, 829.5, 500.0, 46.5], 2Hqnr4f9jT, 6475853]
[second-level-question, [166.0, 876.0, 500.0, 46.5], 2Hqnr4f9jT, 6475853]
[second-level-question, [166.0, 922.5, 500.0, 46.5], 2Hqnr4f9jT, 6475853]
[second-level-question, [166.0, 969.0, 500.0, 46.5], 2Hqnr4f9jT, 6475853]
[second-level-question, [166.0, 1015.5, 500.0, 46.5], 2Hqnr4f9jT, 6475853]
[second-level-question, [166.0, 1062.0, 500.0, 46.5], 2Hqnr4f9jT, 6475853]
[second-level-question, [166.0, 1108.5, 500.0, 46.5], 2Hqnr4f9jT, 6475853]
[second-level-question, [166.0, 1155.0, 500.0, 46.5], 2Hqnr4f9jT, 6475853]
[second-level-question, [166.0, 1201.5, 500.0, 46.5], 2Hqnr4f9jT, 6475853]
[second-level-question, [166.0, 1248.0, 500.0, 46.5], 2Hqnr4f9jT, 6475853]
[options, [174.0, 774.0, 304.0, 46.5], g0H3AAdx4t, 6475853]
[options, [174.0, 820.5, 304.0, 46.5], g0H3AAdx4t, 6475853]
[options, [174.0, 867.0, 304.0, 46.5], g0H3AAdx4t, 6475853]
[options, [174.0, 913.5, 304.0, 46.5], g0H3AAdx4t, 6475853]
[options, [174.0, 960.0, 304.0, 46.5], g0H3AAdx4t, 6475853]
[options, [174.0, 1006.5, 304.0, 46.5], g0H3AAdx4t, 6475853]
[options, [174.0, 1053.0, 304.0, 46.5], g0H3AAdx4t, 6475853]
[options, [174.0, 1099.5, 304.0, 46.5], g0H3AAdx4t, 6475853]
[options, [174.0, 1146.0, 304.0, 46.5], g0H3AAdx4t, 6475853]
[options, [174.0, 1192.5, 304.0, 46.5], g0H3AAdx4t, 6475853]
[options, [174.0, 1239.0, 304.0, 46.5], g0H3AAdx4t, 6475853]
[second-level-question, [169.0, 1569.0, 742.0, 46.5], znN8e5eLjc, 6475853]
[second-level-question, [169.0, 1615.5, 742.0, 46.5], znN8e5eLjc, 6475853]
[second-level-question, [169.0, 1662.0, 742.0, 46.5], znN8e5eLjc, 6475853]
[second-level-question, [169.0, 1708.5, 742.0, 46.5], znN8e5eLjc, 6475853]
[second-level-question, [169.0, 1755.0, 742.0, 46.5], znN8e5eLjc, 6475853]
[second-level-question, [169.0, 1801.5, 742.0, 46.5], znN8e5eLjc, 6475853]
[second-level-question, [169.0, 1848.0, 742.0, 46.5], znN8e5eLjc, 6475853]
[second-level-question, [169.0, 1894.5, 742.0, 46.5], znN8e5eLjc, 6475853]
[second-level-question, [169.0, 1941.0, 742.0, 46.5], znN8e5eLjc, 6475853]
[second-level-question, [169.0, 1987.5, 742.0, 46.5], znN8e5eLjc, 6475853]
[second-level-question, [169.0, 2034.0, 742.0, 46.5], znN8e5eLjc, 6475853]
[second-level-question, [169.0, 2080.5, 742.0, 46.5], znN8e5eLjc, 6475853]
[second-level-question, [169.0, 2127.0, 742.0, 46.5], znN8e5eLjc, 6475853]
[options, [177.0, 1650.0, 325.0, 46.5], Bj151arMI1, 6475853]
[options, [177.0, 1696.5, 325.0, 46.5], Bj151arMI1, 6475853]
[options, [177.0, 1743.0, 325.0, 46.5], Bj151arMI1, 6475853]
[options, [177.0, 1789.5, 325.0, 46.5], Bj151arMI1, 6475853]
[options, [177.0, 1836.0, 325.0, 46.5], Bj151arMI1, 6475853]
[options, [177.0, 1882.5, 325.0, 46.5], Bj151arMI1, 6475853]
[options, [177.0, 1929.0, 325.0, 46.5], Bj151arMI1, 6475853]
[options, [177.0, 1975.5, 325.0, 46.5], Bj151arMI1, 6475853]
[options, [177.0, 2022.0, 325.0, 46.5], Bj151arMI1, 6475853]
[options, [177.0, 2068.5, 325.0, 46.5], Bj151arMI1, 6475853]
[options, [177.0, 2115.0, 325.0, 46.5], Bj151arMI1, 6475853]
[second-level-question, [172.0, 2455.0, 552.0, 46.5], Uau0l3-Ntk, 6475853]
[second-level-question, [172.0, 2501.5, 552.0, 46.5], Uau0l3-Ntk, 6475853]
