[1267, 753]
[folio, [295.0, 73.0, 154.0, 18.0], shoonya_3sDDFAAVK21DMN, 5700023]
[folio, [295.0, 91.0, 154.0, 18.0], shoonya_3sDDFAAVK21DMN, 5700023]
[paragraph, [66.0, 124.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 142.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 160.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 178.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 196.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 214.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 232.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 250.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 268.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 286.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 304.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 322.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 340.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 358.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 376.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 394.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [66.0, 412.0, 603.0, 18.0], shoonya_0sXUALNTL6ERBT, 5700023]
[paragraph, [76.0, 782.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 800.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 818.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 836.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 854.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 872.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 890.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 908.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 926.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 944.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 962.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 980.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 998.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 1016.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 1034.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 1052.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 1070.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 1088.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 1106.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 1124.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 1142.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 1160.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
[paragraph, [76.0, 1178.0, 598.0, 18.0], shoonya_2sQVYIZTG87T8X, 5700023]
