[1280, 890]
[chapter-title, [331.0, 76.0, 322.0, 30.0], shoonya_5s1ZGE9MHV5NQR, 5776077]
[paragraph, [177.0, 115.0, 630.0, 18.0], shoonya_2sPSFETZOTTGHJ, 5776077]
[paragraph, [177.0, 133.0, 630.0, 18.0], shoonya_2sPSFETZOTTGHJ, 5776077]
[paragraph, [177.0, 151.0, 630.0, 18.0], shoonya_2sPSFETZOTTGHJ, 5776077]
[paragraph, [177.0, 169.0, 630.0, 18.0], shoonya_2sPSFETZOTTGHJ, 5776077]
[paragraph, [177.0, 187.0, 630.0, 18.0], shoonya_2sPSFETZOTTGHJ, 5776077]
[paragraph, [179.0, 216.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 234.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 252.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 270.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 288.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 306.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 324.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 342.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 360.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 378.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 396.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 414.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 432.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 450.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 468.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 486.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 504.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 522.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 540.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 558.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 576.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 594.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [179.0, 612.0, 627.0, 18.0], shoonya_0sX2QCRW72RT48, 5776077]
[paragraph, [183.0, 663.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 681.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 699.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 717.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 735.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 753.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 771.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 789.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 807.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 825.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 843.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 861.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 879.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 897.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 915.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 933.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 951.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 969.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 987.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 1005.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 1023.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 1041.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [183.0, 1059.0, 627.0, 18.0], shoonya_1sWHBQG9AMIR5E, 5776077]
[paragraph, [194.0, 1091.0, 613.0, 18.0], shoonya_3sIIEART9G2OON, 5776077]
