[2200, 1700]
[section-title, [289.0, 229.0, 194.0, 52.5], shoonya_2sYCJ79BHUIKHY, 5686019]
[paragraph, [280.0, 331.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 367.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 403.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 439.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 475.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 511.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 547.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 583.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 619.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 655.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 691.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 727.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 763.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 799.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 835.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 871.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
[paragraph, [280.0, 907.0, 1138.0, 36.0], shoonya_0sDK64LJOLQ5Q0, 5686019]
