[1255, 865]
[chapter-title, [288.0, 46.0, 338.0, 30.0], shoonya_0sZBJ8QBEUDSOM, 5776709]
[paragraph, [179.0, 95.0, 403.0, 18.0], r87H1QLqz7, 5776709]
[paragraph, [179.0, 113.0, 403.0, 18.0], r87H1QLqz7, 5776709]
[paragraph, [179.0, 131.0, 403.0, 18.0], r87H1QLqz7, 5776709]
[paragraph, [179.0, 149.0, 403.0, 18.0], r87H1QLqz7, 5776709]
[paragraph, [179.0, 167.0, 403.0, 18.0], r87H1QLqz7, 5776709]
[paragraph, [158.0, 198.0, 648.0, 18.0], L8UzaDTot-, 5776709]
[paragraph, [158.0, 216.0, 648.0, 18.0], L8UzaDTot-, 5776709]
[paragraph, [158.0, 248.0, 648.0, 18.0], KjOt9aKSS6, 5776709]
[paragraph, [158.0, 266.0, 648.0, 18.0], KjOt9aKSS6, 5776709]
[paragraph, [155.0, 297.0, 654.0, 18.0], -dDa8ot8aL, 5776709]
[paragraph, [155.0, 315.0, 654.0, 18.0], -dDa8ot8aL, 5776709]
[paragraph, [155.0, 333.0, 654.0, 18.0], -dDa8ot8aL, 5776709]
[paragraph, [152.0, 371.0, 664.0, 18.0], bPy6cKDjSq, 5776709]
[paragraph, [152.0, 389.0, 664.0, 18.0], bPy6cKDjSq, 5776709]
[paragraph, [152.0, 407.0, 664.0, 18.0], bPy6cKDjSq, 5776709]
[paragraph, [152.0, 425.0, 664.0, 18.0], bPy6cKDjSq, 5776709]
[paragraph, [152.0, 443.0, 664.0, 18.0], bPy6cKDjSq, 5776709]
[paragraph, [152.0, 461.0, 664.0, 18.0], bPy6cKDjSq, 5776709]
[paragraph, [152.0, 479.0, 664.0, 18.0], bPy6cKDjSq, 5776709]
[paragraph, [152.0, 497.0, 664.0, 18.0], bPy6cKDjSq, 5776709]
[paragraph, [153.0, 527.0, 662.0, 18.0], p0UOgNKrHv, 5776709]
[paragraph, [153.0, 545.0, 662.0, 18.0], p0UOgNKrHv, 5776709]
[paragraph, [153.0, 563.0, 662.0, 18.0], p0UOgNKrHv, 5776709]
[paragraph, [153.0, 581.0, 662.0, 18.0], p0UOgNKrHv, 5776709]
[paragraph, [153.0, 599.0, 662.0, 18.0], p0UOgNKrHv, 5776709]
[paragraph, [153.0, 617.0, 662.0, 18.0], p0UOgNKrHv, 5776709]
[paragraph, [153.0, 635.0, 662.0, 18.0], p0UOgNKrHv, 5776709]
[paragraph, [153.0, 653.0, 662.0, 18.0], p0UOgNKrHv, 5776709]
[paragraph, [153.0, 671.0, 662.0, 18.0], p0UOgNKrHv, 5776709]
[paragraph, [153.0, 689.0, 662.0, 18.0], p0UOgNKrHv, 5776709]
[paragraph, [152.0, 726.0, 269.0, 18.0], e7KvYq0EpA, 5776709]
[paragraph, [151.0, 751.0, 669.0, 18.0], XkcCT5YW6C, 5776709]
[paragraph, [151.0, 769.0, 669.0, 18.0], XkcCT5YW6C, 5776709]
[paragraph, [151.0, 787.0, 669.0, 18.0], XkcCT5YW6C, 5776709]
[paragraph, [151.0, 805.0, 669.0, 18.0], XkcCT5YW6C, 5776709]
[paragraph, [151.0, 823.0, 669.0, 18.0], XkcCT5YW6C, 5776709]
[paragraph, [150.0, 852.0, 666.0, 18.0], _derqCykKl, 5776709]
[paragraph, [150.0, 870.0, 666.0, 18.0], _derqCykKl, 5776709]
[paragraph, [150.0, 888.0, 666.0, 18.0], _derqCykKl, 5776709]
[paragraph, [150.0, 906.0, 666.0, 18.0], _derqCykKl, 5776709]
[paragraph, [150.0, 929.0, 667.0, 18.0], GVxrZ9YY6U, 5776709]
[paragraph, [150.0, 947.0, 667.0, 18.0], GVxrZ9YY6U, 5776709]
[paragraph, [150.0, 965.0, 667.0, 18.0], GVxrZ9YY6U, 5776709]
[paragraph, [150.0, 983.0, 667.0, 18.0], GVxrZ9YY6U, 5776709]
[paragraph, [150.0, 1004.0, 670.0, 18.0], 1KuVZT-IFY, 5776709]
[paragraph, [150.0, 1022.0, 670.0, 18.0], 1KuVZT-IFY, 5776709]
[paragraph, [150.0, 1040.0, 670.0, 18.0], 1KuVZT-IFY, 5776709]
[paragraph, [150.0, 1058.0, 670.0, 18.0], 1KuVZT-IFY, 5776709]
[paragraph, [151.0, 1073.0, 661.0, 18.0], aHssVv1CDp, 5776709]
[paragraph, [151.0, 1091.0, 661.0, 18.0], aHssVv1CDp, 5776709]
