[1152, 739]
[paragraph, [75.0, 186.0, 599.0, 18.0], 9Gd7eI0xHW, 5740700]
[paragraph, [75.0, 204.0, 599.0, 18.0], 9Gd7eI0xHW, 5740700]
[paragraph, [75.0, 222.0, 599.0, 18.0], 9Gd7eI0xHW, 5740700]
[paragraph, [75.0, 240.0, 599.0, 18.0], 9Gd7eI0xHW, 5740700]
[paragraph, [75.0, 258.0, 599.0, 18.0], 9Gd7eI0xHW, 5740700]
[paragraph, [90.0, 290.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 308.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 326.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 344.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 362.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 380.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 398.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 416.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 434.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 452.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 470.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 488.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 506.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 524.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 542.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 560.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 578.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 596.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 614.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 632.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 650.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 668.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 686.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 704.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 722.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 740.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 758.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 776.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 794.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 812.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 830.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 848.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 866.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 884.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 902.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 920.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 938.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 956.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 974.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 992.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[paragraph, [90.0, 1010.0, 561.0, 18.0], kun9A6PZCN, 5740700]
[footnote, [405.0, 1110.0, 279.0, 18.0], YtNxu9LSNL, 5740700]
