[2107, 1577]
[paragraph, [17.0, 109.0, 718.0, 36.0], shoonya_10s8G0LR89AMSF, 5713257]
[paragraph, [17.0, 145.0, 718.0, 36.0], shoonya_10s8G0LR89AMSF, 5713257]
[paragraph, [17.0, 181.0, 718.0, 36.0], shoonya_10s8G0LR89AMSF, 5713257]
[ordered-list, [742.0, 110.0, 715.0, 36.0], shoonya_9sC1ADF0EIL7EO, 5713257]
[ordered-list, [742.0, 146.0, 715.0, 36.0], shoonya_9sC1ADF0EIL7EO, 5713257]
[ordered-list, [742.0, 182.0, 715.0, 36.0], shoonya_9sC1ADF0EIL7EO, 5713257]
[ordered-list, [742.0, 218.0, 715.0, 36.0], shoonya_9sC1ADF0EIL7EO, 5713257]
[ordered-list, [742.0, 254.0, 715.0, 36.0], shoonya_9sC1ADF0EIL7EO, 5713257]
[ordered-list, [742.0, 290.0, 715.0, 36.0], shoonya_9sC1ADF0EIL7EO, 5713257]
[ordered-list, [742.0, 326.0, 715.0, 36.0], shoonya_9sC1ADF0EIL7EO, 5713257]
[ordered-list, [742.0, 362.0, 715.0, 36.0], shoonya_9sC1ADF0EIL7EO, 5713257]
[ordered-list, [742.0, 398.0, 715.0, 36.0], shoonya_9sC1ADF0EIL7EO, 5713257]
[ordered-list, [21.0, 221.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 257.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 293.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 329.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 365.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 401.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 437.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 473.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 509.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 545.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 581.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 617.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 653.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 689.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 725.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[ordered-list, [21.0, 761.0, 719.0, 36.0], shoonya_19s6QJSE8QONCD, 5713257]
[paragraph, [741.0, 466.0, 717.0, 36.0], shoonya_14s8IQGATQDFG9, 5713257]
[paragraph, [741.0, 502.0, 717.0, 36.0], shoonya_14s8IQGATQDFG9, 5713257]
[paragraph, [741.0, 538.0, 717.0, 36.0], shoonya_14s8IQGATQDFG9, 5713257]
[paragraph, [745.0, 599.0, 546.0, 36.0], Lm0AUbC8f3, 5713257]
[figure-caption, [745.0, 672.0, 548.0, 36.0], zGKT1KTvFP, 5713257]
[figure-caption, [745.0, 708.0, 548.0, 36.0], zGKT1KTvFP, 5713257]
[figure-caption, [745.0, 744.0, 548.0, 36.0], zGKT1KTvFP, 5713257]
[jumpline, [37.0, 821.0, 195.0, 36.0], LWJICgwZPb, 5713257]
[paragraph, [755.0, 826.0, 582.0, 36.0], shoonya_17sT2OKN2VQ7I8, 5713257]
[paragraph, [745.0, 865.0, 725.0, 36.0], vBvfxNo3jV, 5713257]
[paragraph, [745.0, 901.0, 725.0, 36.0], vBvfxNo3jV, 5713257]
[paragraph, [745.0, 937.0, 725.0, 36.0], vBvfxNo3jV, 5713257]
[paragraph, [745.0, 973.0, 725.0, 36.0], vBvfxNo3jV, 5713257]
[paragraph, [745.0, 1009.0, 725.0, 36.0], vBvfxNo3jV, 5713257]
[paragraph, [23.0, 872.0, 723.0, 36.0], shoonya_2s4Q579CWVQNYB, 5713257]
[paragraph, [23.0, 908.0, 723.0, 36.0], shoonya_2s4Q579CWVQNYB, 5713257]
[paragraph, [23.0, 944.0, 723.0, 36.0], shoonya_2s4Q579CWVQNYB, 5713257]
[paragraph, [23.0, 980.0, 723.0, 36.0], shoonya_2s4Q579CWVQNYB, 5713257]
[paragraph, [23.0, 1016.0, 723.0, 36.0], shoonya_2s4Q579CWVQNYB, 5713257]
[paragraph, [23.0, 1052.0, 723.0, 36.0], shoonya_2s4Q579CWVQNYB, 5713257]
[paragraph, [23.0, 1088.0, 723.0, 36.0], shoonya_2s4Q579CWVQNYB, 5713257]
[paragraph, [23.0, 1124.0, 723.0, 36.0], shoonya_2s4Q579CWVQNYB, 5713257]
[paragraph, [742.0, 1068.0, 725.0, 36.0], shoonya_0sLVIIYM008L3H, 5713257]
[paragraph, [742.0, 1104.0, 725.0, 36.0], shoonya_0sLVIIYM008L3H, 5713257]
[paragraph, [742.0, 1140.0, 725.0, 36.0], shoonya_0sLVIIYM008L3H, 5713257]
[paragraph, [742.0, 1176.0, 725.0, 36.0], shoonya_0sLVIIYM008L3H, 5713257]
[paragraph, [742.0, 1212.0, 725.0, 36.0], shoonya_0sLVIIYM008L3H, 5713257]
[paragraph, [742.0, 1248.0, 725.0, 36.0], shoonya_0sLVIIYM008L3H, 5713257]
[paragraph, [742.0, 1284.0, 725.0, 36.0], shoonya_0sLVIIYM008L3H, 5713257]
[paragraph, [742.0, 1320.0, 725.0, 36.0], shoonya_0sLVIIYM008L3H, 5713257]
[paragraph, [742.0, 1356.0, 725.0, 36.0], shoonya_0sLVIIYM008L3H, 5713257]
[paragraph, [742.0, 1392.0, 725.0, 36.0], shoonya_0sLVIIYM008L3H, 5713257]
[paragraph, [28.0, 1182.0, 716.0, 36.0], shoonya_1s8TBTF58CZ2ZP, 5713257]
[paragraph, [28.0, 1218.0, 716.0, 36.0], shoonya_1s8TBTF58CZ2ZP, 5713257]
[paragraph, [28.0, 1254.0, 716.0, 36.0], shoonya_1s8TBTF58CZ2ZP, 5713257]
[paragraph, [28.0, 1290.0, 716.0, 36.0], shoonya_1s8TBTF58CZ2ZP, 5713257]
[paragraph, [28.0, 1326.0, 716.0, 36.0], shoonya_1s8TBTF58CZ2ZP, 5713257]
[paragraph, [28.0, 1362.0, 716.0, 36.0], shoonya_1s8TBTF58CZ2ZP, 5713257]
[paragraph, [28.0, 1398.0, 716.0, 36.0], shoonya_1s8TBTF58CZ2ZP, 5713257]
[paragraph, [28.0, 1434.0, 716.0, 36.0], shoonya_1s8TBTF58CZ2ZP, 5713257]
[paragraph, [28.0, 1470.0, 716.0, 36.0], shoonya_1s8TBTF58CZ2ZP, 5713257]
[paragraph, [28.0, 1506.0, 716.0, 36.0], shoonya_1s8TBTF58CZ2ZP, 5713257]
[paragraph, [28.0, 1542.0, 716.0, 36.0], shoonya_1s8TBTF58CZ2ZP, 5713257]
[paragraph, [28.0, 1578.0, 716.0, 36.0], shoonya_1s8TBTF58CZ2ZP, 5713257]
[paragraph, [28.0, 1614.0, 716.0, 36.0], shoonya_1s8TBTF58CZ2ZP, 5713257]
[paragraph, [747.0, 1438.0, 743.0, 36.0], shoonya_6s5IGAY2JIHC69, 5713257]
[paragraph, [747.0, 1474.0, 743.0, 36.0], shoonya_6s5IGAY2JIHC69, 5713257]
[paragraph, [747.0, 1544.0, 745.0, 36.0], shoonya_4sOLQ0Q0CTO9BN, 5713257]
[paragraph, [747.0, 1580.0, 745.0, 36.0], shoonya_4sOLQ0Q0CTO9BN, 5713257]
[paragraph, [747.0, 1616.0, 745.0, 36.0], shoonya_4sOLQ0Q0CTO9BN, 5713257]
[paragraph, [747.0, 1652.0, 745.0, 36.0], shoonya_4sOLQ0Q0CTO9BN, 5713257]
[paragraph, [26.0, 1657.0, 720.0, 36.0], shoonya_3s9XNMONSJ10Q6, 5713257]
[paragraph, [26.0, 1693.0, 720.0, 36.0], shoonya_3s9XNMONSJ10Q6, 5713257]
[paragraph, [26.0, 1729.0, 720.0, 36.0], shoonya_3s9XNMONSJ10Q6, 5713257]
[paragraph, [26.0, 1765.0, 720.0, 36.0], shoonya_3s9XNMONSJ10Q6, 5713257]
[paragraph, [26.0, 1801.0, 720.0, 36.0], shoonya_3s9XNMONSJ10Q6, 5713257]
[paragraph, [26.0, 1837.0, 720.0, 36.0], shoonya_3s9XNMONSJ10Q6, 5713257]
[paragraph, [26.0, 1873.0, 720.0, 36.0], shoonya_3s9XNMONSJ10Q6, 5713257]
[paragraph, [26.0, 1909.0, 720.0, 36.0], shoonya_3s9XNMONSJ10Q6, 5713257]
[paragraph, [26.0, 1945.0, 720.0, 36.0], shoonya_3s9XNMONSJ10Q6, 5713257]
[paragraph, [26.0, 1981.0, 720.0, 36.0], shoonya_3s9XNMONSJ10Q6, 5713257]
[paragraph, [748.0, 1712.0, 512.0, 36.0], shoonya_7sGP03GL70A8V8, 5713257]
[paragraph, [748.0, 1748.0, 512.0, 36.0], shoonya_7sGP03GL70A8V8, 5713257]
[paragraph, [748.0, 1784.0, 512.0, 36.0], shoonya_7sGP03GL70A8V8, 5713257]
[paragraph, [749.0, 1852.0, 514.0, 36.0], pWUUKneEdv, 5713257]
[figure-caption, [756.0, 1885.0, 503.0, 36.0], aDFlPNMJi9, 5713257]
[figure-caption, [756.0, 1921.0, 503.0, 36.0], aDFlPNMJi9, 5713257]
[figure-caption, [756.0, 1957.0, 503.0, 36.0], aDFlPNMJi9, 5713257]
