[1220, 755]
[paragraph, [65.0, 61.0, 632.0, 18.0], shoonya_9sR9RDVRSW2VC5, 6470071]
[paragraph, [65.0, 79.0, 632.0, 18.0], shoonya_9sR9RDVRSW2VC5, 6470071]
[paragraph, [65.0, 97.0, 632.0, 18.0], shoonya_9sR9RDVRSW2VC5, 6470071]
[paragraph, [65.0, 115.0, 632.0, 18.0], shoonya_9sR9RDVRSW2VC5, 6470071]
[paragraph, [65.0, 133.0, 632.0, 18.0], shoonya_9sR9RDVRSW2VC5, 6470071]
[paragraph, [65.0, 151.0, 632.0, 18.0], shoonya_9sR9RDVRSW2VC5, 6470071]
[paragraph, [65.0, 169.0, 632.0, 18.0], shoonya_9sR9RDVRSW2VC5, 6470071]
[paragraph, [65.0, 187.0, 632.0, 18.0], shoonya_9sR9RDVRSW2VC5, 6470071]
[paragraph, [65.0, 205.0, 632.0, 18.0], shoonya_9sR9RDVRSW2VC5, 6470071]
[paragraph, [65.0, 223.0, 632.0, 18.0], shoonya_9sR9RDVRSW2VC5, 6470071]
[paragraph, [68.0, 246.0, 631.0, 18.0], shoonya_3sC3XSA8Y0SPP7, 6470071]
[paragraph, [68.0, 264.0, 631.0, 18.0], shoonya_3sC3XSA8Y0SPP7, 6470071]
[paragraph, [68.0, 282.0, 631.0, 18.0], shoonya_3sC3XSA8Y0SPP7, 6470071]
[paragraph, [68.0, 300.0, 631.0, 18.0], shoonya_3sC3XSA8Y0SPP7, 6470071]
[paragraph, [68.0, 318.0, 631.0, 18.0], shoonya_3sC3XSA8Y0SPP7, 6470071]
[paragraph, [68.0, 336.0, 631.0, 18.0], shoonya_3sC3XSA8Y0SPP7, 6470071]
[paragraph, [97.0, 376.0, 572.0, 18.0], shoonya_2sD86A9YMPEMDO, 6470071]
[paragraph, [69.0, 413.0, 632.0, 18.0], shoonya_0sQ98P1G4H7GIG, 6470071]
[paragraph, [69.0, 431.0, 632.0, 18.0], shoonya_0sQ98P1G4H7GIG, 6470071]
[paragraph, [69.0, 449.0, 632.0, 18.0], shoonya_0sQ98P1G4H7GIG, 6470071]
[paragraph, [69.0, 467.0, 632.0, 18.0], shoonya_0sQ98P1G4H7GIG, 6470071]
[paragraph, [69.0, 485.0, 632.0, 18.0], shoonya_0sQ98P1G4H7GIG, 6470071]
[paragraph, [69.0, 503.0, 632.0, 18.0], shoonya_0sQ98P1G4H7GIG, 6470071]
[paragraph, [69.0, 521.0, 632.0, 18.0], shoonya_0sQ98P1G4H7GIG, 6470071]
[paragraph, [69.0, 539.0, 632.0, 18.0], shoonya_0sQ98P1G4H7GIG, 6470071]
[paragraph, [69.0, 557.0, 632.0, 18.0], shoonya_0sQ98P1G4H7GIG, 6470071]
[paragraph, [69.0, 575.0, 632.0, 18.0], shoonya_0sQ98P1G4H7GIG, 6470071]
[paragraph, [69.0, 593.0, 632.0, 18.0], shoonya_0sQ98P1G4H7GIG, 6470071]
[paragraph, [70.0, 624.0, 631.0, 18.0], shoonya_1sI3K0ZLL94TTD, 6470071]
[paragraph, [70.0, 642.0, 631.0, 18.0], shoonya_1sI3K0ZLL94TTD, 6470071]
[paragraph, [70.0, 660.0, 631.0, 18.0], shoonya_1sI3K0ZLL94TTD, 6470071]
[paragraph, [70.0, 678.0, 631.0, 18.0], shoonya_1sI3K0ZLL94TTD, 6470071]
[paragraph, [70.0, 696.0, 631.0, 18.0], shoonya_1sI3K0ZLL94TTD, 6470071]
[paragraph, [70.0, 714.0, 631.0, 18.0], shoonya_1sI3K0ZLL94TTD, 6470071]
[paragraph, [70.0, 732.0, 631.0, 18.0], shoonya_1sI3K0ZLL94TTD, 6470071]
[paragraph, [70.0, 750.0, 631.0, 18.0], shoonya_1sI3K0ZLL94TTD, 6470071]
[paragraph, [71.0, 779.0, 630.0, 18.0], shoonya_4sL49ZM6YU9R2B, 6470071]
[paragraph, [71.0, 797.0, 630.0, 18.0], shoonya_4sL49ZM6YU9R2B, 6470071]
[paragraph, [71.0, 815.0, 630.0, 18.0], shoonya_4sL49ZM6YU9R2B, 6470071]
[paragraph, [71.0, 833.0, 630.0, 18.0], shoonya_4sL49ZM6YU9R2B, 6470071]
[paragraph, [71.0, 851.0, 630.0, 18.0], shoonya_4sL49ZM6YU9R2B, 6470071]
[paragraph, [71.0, 869.0, 630.0, 18.0], shoonya_4sL49ZM6YU9R2B, 6470071]
[paragraph, [71.0, 887.0, 630.0, 18.0], shoonya_4sL49ZM6YU9R2B, 6470071]
[paragraph, [71.0, 905.0, 630.0, 18.0], shoonya_4sL49ZM6YU9R2B, 6470071]
[paragraph, [71.0, 933.0, 631.0, 18.0], shoonya_6s9ZS0L05RXCBX, 6470071]
[paragraph, [71.0, 951.0, 631.0, 18.0], shoonya_6s9ZS0L05RXCBX, 6470071]
[paragraph, [71.0, 969.0, 631.0, 18.0], shoonya_6s9ZS0L05RXCBX, 6470071]
[paragraph, [71.0, 987.0, 631.0, 18.0], shoonya_6s9ZS0L05RXCBX, 6470071]
[paragraph, [71.0, 1005.0, 631.0, 18.0], shoonya_6s9ZS0L05RXCBX, 6470071]
[paragraph, [102.0, 1031.0, 477.0, 18.0], shoonya_7sTY9DXXYAJ01Y, 6470071]
[paragraph, [73.0, 1069.0, 627.0, 18.0], shoonya_10s6AC6X2GOA0O, 6470071]
[paragraph, [73.0, 1087.0, 627.0, 18.0], shoonya_10s6AC6X2GOA0O, 6470071]
[paragraph, [73.0, 1105.0, 627.0, 18.0], shoonya_10s6AC6X2GOA0O, 6470071]
