[2338, 1654]
[paragraph, [186.0, 226.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 262.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 298.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 334.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 370.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 406.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 442.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 478.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 514.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 550.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 586.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 622.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 658.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 694.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 730.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 766.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 802.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 838.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 874.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 910.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 946.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 982.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 1018.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 1054.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 1090.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 1126.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 1162.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 1198.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [186.0, 1234.0, 1181.0, 36.0], shoonya_1sQCWTR7ENAM4X, 5753581]
[paragraph, [189.0, 1312.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1348.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1384.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1420.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1456.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1492.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1528.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1564.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1600.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1636.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1672.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1708.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1744.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1780.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1816.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1852.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1888.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1924.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1960.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 1996.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 2032.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
[paragraph, [189.0, 2068.0, 1183.0, 36.0], shoonya_0sKRJ7Y2LD8V4I, 5753581]
