[1320, 1176]
[folio, [69.0, 55.0, 158.0, 18.0], shoonya_10s8JZEGCC1921, 5693880]
[folio, [69.0, 73.0, 158.0, 18.0], shoonya_10s8JZEGCC1921, 5693880]
[folio, [69.0, 91.0, 158.0, 18.0], shoonya_10s8JZEGCC1921, 5693880]
[folio, [69.0, 109.0, 158.0, 18.0], shoonya_10s8JZEGCC1921, 5693880]
[folio, [69.0, 127.0, 158.0, 18.0], shoonya_10s8JZEGCC1921, 5693880]
[paragraph, [422.0, 181.0, 326.0, 18.0], oYUlixy2HN, 5693880]
[paragraph, [422.0, 199.0, 326.0, 18.0], oYUlixy2HN, 5693880]
[paragraph, [422.0, 217.0, 326.0, 18.0], oYUlixy2HN, 5693880]
[paragraph, [422.0, 235.0, 326.0, 18.0], oYUlixy2HN, 5693880]
[paragraph, [422.0, 253.0, 326.0, 18.0], oYUlixy2HN, 5693880]
[paragraph, [422.0, 271.0, 326.0, 18.0], oYUlixy2HN, 5693880]
[paragraph, [757.0, 182.0, 325.0, 18.0], 521m6tNY1O, 5693880]
[paragraph, [757.0, 200.0, 325.0, 18.0], 521m6tNY1O, 5693880]
[paragraph, [757.0, 218.0, 325.0, 18.0], 521m6tNY1O, 5693880]
[paragraph, [757.0, 236.0, 325.0, 18.0], 521m6tNY1O, 5693880]
[paragraph, [757.0, 254.0, 325.0, 18.0], 521m6tNY1O, 5693880]
[paragraph, [757.0, 272.0, 325.0, 18.0], 521m6tNY1O, 5693880]
[paragraph, [72.0, 187.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 205.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 223.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 241.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 259.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 277.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 295.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 313.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 331.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 349.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 367.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 385.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 403.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 421.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 439.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 457.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 475.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [72.0, 493.0, 326.0, 18.0], hXHanrfGOr, 5693880]
[paragraph, [410.0, 291.0, 320.0, 18.0], s5ywim7mzQ, 5693880]
[paragraph, [410.0, 309.0, 320.0, 18.0], s5ywim7mzQ, 5693880]
[paragraph, [410.0, 327.0, 320.0, 18.0], s5ywim7mzQ, 5693880]
[paragraph, [410.0, 345.0, 320.0, 18.0], s5ywim7mzQ, 5693880]
[paragraph, [410.0, 363.0, 320.0, 18.0], s5ywim7mzQ, 5693880]
[paragraph, [410.0, 381.0, 320.0, 18.0], s5ywim7mzQ, 5693880]
[paragraph, [746.0, 328.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 346.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 364.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 382.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 400.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 418.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 436.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 454.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 472.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 490.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 508.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 526.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 544.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 562.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 580.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 598.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 616.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 634.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 652.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 670.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 688.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 706.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 724.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 742.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 760.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [746.0, 778.0, 331.0, 18.0], PeHblmoavq, 5693880]
[paragraph, [403.0, 409.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 427.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 445.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 463.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 481.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 499.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 517.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 535.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 553.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 571.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 589.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 607.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 625.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 643.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 661.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 679.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 697.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [403.0, 715.0, 331.0, 18.0], j9R2u0cxLA, 5693880]
[paragraph, [80.0, 522.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 540.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 558.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 576.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 594.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 612.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 630.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 648.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 666.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 684.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 702.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 720.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 738.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 756.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 774.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 792.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 810.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 828.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 846.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 864.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 882.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 900.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 918.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 936.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [80.0, 954.0, 319.0, 18.0], GARmyq2dck, 5693880]
[paragraph, [412.0, 740.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 758.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 776.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 794.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
