[3509, 2482]
[folio, [863.0, 215.0, 476.0, 52.5], BwLWKENZN9, 5692228]
[paragraph, [238.0, 340.0, 1759.0, 52.5], shoonya_1sB67F2H83VR62, 5692228]
[paragraph, [238.0, 392.5, 1759.0, 52.5], shoonya_1sB67F2H83VR62, 5692228]
[paragraph, [238.0, 445.0, 1759.0, 52.5], shoonya_1sB67F2H83VR62, 5692228]
[paragraph, [238.0, 497.5, 1759.0, 52.5], shoonya_1sB67F2H83VR62, 5692228]
[paragraph, [245.0, 583.0, 1752.0, 52.5], NQEGWysSpq, 5692228]
[paragraph, [245.0, 635.5, 1752.0, 52.5], NQEGWysSpq, 5692228]
[paragraph, [245.0, 688.0, 1752.0, 52.5], NQEGWysSpq, 5692228]
[paragraph, [245.0, 740.5, 1752.0, 52.5], NQEGWysSpq, 5692228]
[paragraph, [245.0, 793.0, 1752.0, 52.5], NQEGWysSpq, 5692228]
[paragraph, [245.0, 896.0, 1749.0, 52.5], 7pjRgD8adw, 5692228]
[paragraph, [245.0, 948.5, 1749.0, 52.5], 7pjRgD8adw, 5692228]
[paragraph, [245.0, 1001.0, 1749.0, 52.5], 7pjRgD8adw, 5692228]
[paragraph, [316.0, 1057.0, 412.0, 52.5], hNUhb73Opz, 5692228]
[paragraph, [266.0, 1147.0, 1728.0, 52.5], Ksz1WCyI3o, 5692228]
[paragraph, [266.0, 1199.5, 1728.0, 52.5], Ksz1WCyI3o, 5692228]
[paragraph, [313.0, 1296.0, 704.0, 52.5], GByMELRY-g, 5692228]
[paragraph, [232.0, 1377.0, 1765.0, 52.5], 5KNQAB9fZ_, 5692228]
[paragraph, [232.0, 1429.5, 1765.0, 52.5], 5KNQAB9fZ_, 5692228]
[paragraph, [319.0, 1529.0, 971.0, 52.5], mBpmWC8aG0, 5692228]
[paragraph, [241.0, 1667.0, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 1719.5, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 1772.0, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 1824.5, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 1877.0, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 1929.5, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 1982.0, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2034.5, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2087.0, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2139.5, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2192.0, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2244.5, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2297.0, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2349.5, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2402.0, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2454.5, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2507.0, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2559.5, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2612.0, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2664.5, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2717.0, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2769.5, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2822.0, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2874.5, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2927.0, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [241.0, 2979.5, 1751.0, 52.5], shoonya_0s7TMZ36TYLCT3, 5692228]
[paragraph, [313.0, 3090.0, 1287.0, 52.5], mLIIvIJP_D, 5692228]
[paragraph, [341.0, 3177.0, 518.0, 52.5], M1VtDZsLZp, 5692228]
[paragraph, [313.0, 3251.0, 694.0, 52.5], gMsQpsh40K, 5692228]
