[2046, 1467]
[paragraph, [240.0, 157.0, 1107.0, 36.0], JJ8kgnD_gy, 5652447]
[paragraph, [240.0, 193.0, 1107.0, 36.0], JJ8kgnD_gy, 5652447]
[paragraph, [240.0, 229.0, 1107.0, 36.0], JJ8kgnD_gy, 5652447]
[paragraph, [246.0, 426.0, 1090.0, 36.0], shoonya_3sOTRG8DTC4BB5, 5652447]
[paragraph, [246.0, 462.0, 1090.0, 36.0], shoonya_3sOTRG8DTC4BB5, 5652447]
[paragraph, [246.0, 498.0, 1090.0, 36.0], shoonya_3sOTRG8DTC4BB5, 5652447]
[paragraph, [246.0, 534.0, 1090.0, 36.0], shoonya_3sOTRG8DTC4BB5, 5652447]
[paragraph, [246.0, 570.0, 1090.0, 36.0], shoonya_3sOTRG8DTC4BB5, 5652447]
[paragraph, [246.0, 606.0, 1090.0, 36.0], shoonya_3sOTRG8DTC4BB5, 5652447]
[paragraph, [246.0, 642.0, 1090.0, 36.0], shoonya_3sOTRG8DTC4BB5, 5652447]
[paragraph, [243.0, 716.0, 1091.0, 36.0], shoonya_0s4SG4R9ZZ3DB9, 5652447]
[paragraph, [243.0, 752.0, 1091.0, 36.0], shoonya_0s4SG4R9ZZ3DB9, 5652447]
[paragraph, [243.0, 788.0, 1091.0, 36.0], shoonya_0s4SG4R9ZZ3DB9, 5652447]
[paragraph, [243.0, 824.0, 1091.0, 36.0], shoonya_0s4SG4R9ZZ3DB9, 5652447]
[paragraph, [243.0, 860.0, 1091.0, 36.0], shoonya_0s4SG4R9ZZ3DB9, 5652447]
[paragraph, [243.0, 896.0, 1091.0, 36.0], shoonya_0s4SG4R9ZZ3DB9, 5652447]
[paragraph, [243.0, 932.0, 1091.0, 36.0], shoonya_0s4SG4R9ZZ3DB9, 5652447]
[paragraph, [243.0, 968.0, 1091.0, 36.0], shoonya_0s4SG4R9ZZ3DB9, 5652447]
[paragraph, [243.0, 1004.0, 1091.0, 36.0], shoonya_0s4SG4R9ZZ3DB9, 5652447]
[paragraph, [244.0, 1082.0, 1086.0, 36.0], shoonya_1s90RNZ6VDXKBE, 5652447]
[paragraph, [244.0, 1118.0, 1086.0, 36.0], shoonya_1s90RNZ6VDXKBE, 5652447]
[paragraph, [244.0, 1154.0, 1086.0, 36.0], shoonya_1s90RNZ6VDXKBE, 5652447]
[paragraph, [244.0, 1190.0, 1086.0, 36.0], shoonya_1s90RNZ6VDXKBE, 5652447]
[paragraph, [244.0, 1226.0, 1086.0, 36.0], shoonya_1s90RNZ6VDXKBE, 5652447]
[paragraph, [244.0, 1262.0, 1086.0, 36.0], shoonya_1s90RNZ6VDXKBE, 5652447]
[paragraph, [244.0, 1298.0, 1086.0, 36.0], shoonya_1s90RNZ6VDXKBE, 5652447]
[paragraph, [244.0, 1334.0, 1086.0, 36.0], shoonya_1s90RNZ6VDXKBE, 5652447]
[paragraph, [244.0, 1370.0, 1086.0, 36.0], shoonya_1s90RNZ6VDXKBE, 5652447]
[paragraph, [244.0, 1443.0, 1089.0, 36.0], shoonya_2sFKEDNTGBIMYC, 5652447]
[paragraph, [244.0, 1479.0, 1089.0, 36.0], shoonya_2sFKEDNTGBIMYC, 5652447]
[paragraph, [244.0, 1515.0, 1089.0, 36.0], shoonya_2sFKEDNTGBIMYC, 5652447]
[paragraph, [244.0, 1551.0, 1089.0, 36.0], shoonya_2sFKEDNTGBIMYC, 5652447]
[paragraph, [244.0, 1587.0, 1089.0, 36.0], shoonya_2sFKEDNTGBIMYC, 5652447]
[paragraph, [244.0, 1623.0, 1089.0, 36.0], shoonya_2sFKEDNTGBIMYC, 5652447]
[paragraph, [244.0, 1659.0, 1089.0, 36.0], shoonya_2sFKEDNTGBIMYC, 5652447]
[paragraph, [244.0, 1695.0, 1089.0, 36.0], shoonya_2sFKEDNTGBIMYC, 5652447]
[paragraph, [244.0, 1731.0, 1089.0, 36.0], shoonya_2sFKEDNTGBIMYC, 5652447]
[paragraph, [244.0, 1767.0, 1089.0, 36.0], shoonya_2sFKEDNTGBIMYC, 5652447]
[paragraph, [293.0, 1869.0, 1034.0, 36.0], shoonya_6sFO0UJVPJGZOA, 5652447]
