[1754, 1241]
[paragraph, [181.0, 128.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 164.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 200.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 236.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 272.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 308.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 344.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 380.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 416.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 452.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 488.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 524.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 560.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 596.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 632.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 668.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 704.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [181.0, 740.0, 947.0, 36.0], shoonya_1sBC109453Q7GS, 5714714]
[paragraph, [183.0, 797.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 833.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 869.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 905.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 941.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 977.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1013.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1049.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1085.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1121.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1157.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1193.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1229.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1265.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1301.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1337.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1373.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1409.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1445.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
[paragraph, [183.0, 1481.0, 948.0, 36.0], shoonya_0sIV54B7OXGKYV, 5714714]
