[1300, 827]
[ordered-list, [79.0, 201.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 219.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 237.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 255.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 273.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 291.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 309.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 327.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 345.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 363.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 381.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 399.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 417.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 435.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 453.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 471.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 489.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 507.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 525.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 543.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 561.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 579.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 597.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 615.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 633.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 651.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 669.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 687.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 705.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 723.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 741.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 759.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 777.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 795.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 813.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 831.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 849.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 867.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 885.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 903.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 921.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 939.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 957.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 975.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 993.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 1011.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 1029.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 1047.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 1065.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 1083.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 1101.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 1119.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[ordered-list, [79.0, 1137.0, 645.0, 18.0], shoonya_0sWQZCX6JH9724, 5749222]
[folio, [504.0, 1261.0, 272.0, 18.0], 1R_djjL1jM, 5749222]
