[1388, 886]
[folio, [372.0, 46.0, 151.0, 18.0], YXKotMcNFT, 5742325]
[folio, [372.0, 64.0, 151.0, 18.0], YXKotMcNFT, 5742325]
[folio, [637.0, 58.0, 220.0, 18.0], shoonya_0sC9V5V2VZQ0MH, 5742325]
[paragraph, [24.0, 116.0, 407.0, 18.0], gQ1ztEHu7T, 5742325]
[paragraph, [24.0, 134.0, 407.0, 18.0], gQ1ztEHu7T, 5742325]
[paragraph, [24.0, 152.0, 407.0, 18.0], gQ1ztEHu7T, 5742325]
[paragraph, [24.0, 170.0, 407.0, 18.0], gQ1ztEHu7T, 5742325]
[paragraph, [24.0, 188.0, 407.0, 18.0], gQ1ztEHu7T, 5742325]
[paragraph, [24.0, 206.0, 407.0, 18.0], gQ1ztEHu7T, 5742325]
[paragraph, [24.0, 224.0, 407.0, 18.0], gQ1ztEHu7T, 5742325]
[paragraph, [24.0, 242.0, 407.0, 18.0], gQ1ztEHu7T, 5742325]
[paragraph, [24.0, 260.0, 407.0, 18.0], gQ1ztEHu7T, 5742325]
[paragraph, [451.0, 117.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 135.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 153.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 171.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 189.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 207.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 225.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 243.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 261.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 279.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 297.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 315.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 333.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 351.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 369.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 387.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 405.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 423.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 441.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 459.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 477.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 495.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 513.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 531.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 549.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 567.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 585.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 603.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 621.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 639.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 657.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 675.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 693.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 711.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 729.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 747.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 765.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 783.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 801.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 819.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 837.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 855.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 873.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 891.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 909.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 927.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 945.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 963.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 981.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 999.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 1017.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 1035.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 1053.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [451.0, 1071.0, 417.0, 18.0], 5GvKwTVVTH, 5742325]
[paragraph, [24.0, 298.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 316.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 334.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 352.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 370.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 388.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 406.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 424.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 442.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 460.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 478.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 496.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 514.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 532.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 550.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 568.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 586.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 604.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 622.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 640.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 658.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 676.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 694.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 712.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 730.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 748.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 766.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 784.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [24.0, 802.0, 415.0, 18.0], JlC2gZ5twJ, 5742325]
[paragraph, [9.0, 829.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 847.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 865.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 883.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 901.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 919.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 937.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 955.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 973.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 991.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1009.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1027.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1045.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1063.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1081.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1099.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1117.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1135.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1153.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1171.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1189.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1207.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1225.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1243.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1261.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1279.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1297.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [9.0, 1315.0, 428.0, 18.0], 8xutLn5tie, 5742325]
[paragraph, [444.0, 1112.0, 429.0, 18.0], km1HIPAjKw, 5742325]
[paragraph, [444.0, 1130.0, 429.0, 18.0], km1HIPAjKw, 5742325]
[paragraph, [444.0, 1148.0, 429.0, 18.0], km1HIPAjKw, 5742325]
[paragraph, [444.0, 1166.0, 429.0, 18.0], km1HIPAjKw, 5742325]
[paragraph, [444.0, 1184.0, 429.0, 18.0], km1HIPAjKw, 5742325]
[paragraph, [444.0, 1202.0, 429.0, 18.0], km1HIPAjKw, 5742325]
[paragraph, [444.0, 1220.0, 429.0, 18.0], km1HIPAjKw, 5742325]
[paragraph, [444.0, 1238.0, 429.0, 18.0], km1HIPAjKw, 5742325]
[paragraph, [444.0, 1256.0, 429.0, 18.0], km1HIPAjKw, 5742325]
[paragraph, [444.0, 1274.0, 429.0, 18.0], km1HIPAjKw, 5742325]
[paragraph, [444.0, 1292.0, 429.0, 18.0], km1HIPAjKw, 5742325]
[footnote, [570.0, 1352.0, 267.0, 18.0], O7sFp0Mszp, 5742325]
