[792, 612]
[folio, [267.0, 26.0, 74.0, 18.0], 7AuWVefxt8, 5756821]
[folio, [266.0, 58.0, 74.0, 18.0], y56z9mXPhw, 5756821]
[ordered-list, [56.0, 146.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 164.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 182.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 200.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 218.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 236.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 254.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 272.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 290.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 308.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 326.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 344.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 362.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 380.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 398.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 416.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 434.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 452.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 470.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 488.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 506.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 524.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 542.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 560.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 578.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 596.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 614.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 632.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 650.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[ordered-list, [56.0, 668.0, 518.0, 18.0], QheiZ9Fecv, 5756821]
[sub-ordered-list, [82.0, 174.0, 478.0, 18.0], 4KV2AHwXDL, 5756821]
[sub-ordered-list, [82.0, 192.0, 478.0, 18.0], 4KV2AHwXDL, 5756821]
[sub-ordered-list, [82.0, 210.0, 478.0, 18.0], 4KV2AHwXDL, 5756821]
[sub-ordered-list, [82.0, 228.0, 478.0, 18.0], 4KV2AHwXDL, 5756821]
[sub-ordered-list, [82.0, 246.0, 478.0, 18.0], 4KV2AHwXDL, 5756821]
[sub-ordered-list, [82.0, 264.0, 478.0, 18.0], 4KV2AHwXDL, 5756821]
[sub-ordered-list, [82.0, 282.0, 478.0, 18.0], 4KV2AHwXDL, 5756821]
[sub-ordered-list, [82.0, 300.0, 478.0, 18.0], 4KV2AHwXDL, 5756821]
[sub-ordered-list, [82.0, 318.0, 478.0, 18.0], 4KV2AHwXDL, 5756821]
[sub-ordered-list, [82.0, 336.0, 478.0, 18.0], 4KV2AHwXDL, 5756821]
[sub-ordered-list, [82.0, 354.0, 478.0, 18.0], 4KV2AHwXDL, 5756821]
[sub-ordered-list, [86.0, 407.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 425.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 443.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 461.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 479.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 497.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 515.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 533.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 551.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 569.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 587.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 605.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 623.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 641.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 659.0, 479.0, 18.0], qPw22lL3-N, 5756821]
[sub-ordered-list, [86.0, 677.0, 479.0, 18.0], qPw22lL3-N, 5756821]
