[1754, 1241]
[chapter-title, [404.0, 108.0, 430.0, 58.5], shoonya_1sKDB2QJILXJY9, 5709473]
[ordered-list, [181.0, 198.0, 956.0, 36.0], shoonya_0sT7QNIVC3VC7S, 5709473]
[ordered-list, [181.0, 234.0, 956.0, 36.0], shoonya_0sT7QNIVC3VC7S, 5709473]
[ordered-list, [181.0, 270.0, 956.0, 36.0], shoonya_0sT7QNIVC3VC7S, 5709473]
[ordered-list, [181.0, 306.0, 956.0, 36.0], shoonya_0sT7QNIVC3VC7S, 5709473]
[ordered-list, [181.0, 342.0, 956.0, 36.0], shoonya_0sT7QNIVC3VC7S, 5709473]
[ordered-list, [181.0, 378.0, 956.0, 36.0], shoonya_0sT7QNIVC3VC7S, 5709473]
[ordered-list, [181.0, 414.0, 956.0, 36.0], shoonya_0sT7QNIVC3VC7S, 5709473]
[ordered-list, [181.0, 450.0, 956.0, 36.0], shoonya_0sT7QNIVC3VC7S, 5709473]
[ordered-list, [181.0, 486.0, 956.0, 36.0], shoonya_0sT7QNIVC3VC7S, 5709473]
[ordered-list, [181.0, 522.0, 956.0, 36.0], shoonya_0sT7QNIVC3VC7S, 5709473]
[ordered-list, [181.0, 558.0, 956.0, 36.0], shoonya_0sT7QNIVC3VC7S, 5709473]
[ordered-list, [181.0, 594.0, 956.0, 36.0], shoonya_0sT7QNIVC3VC7S, 5709473]
[ordered-list, [181.0, 630.0, 956.0, 36.0], shoonya_0sT7QNIVC3VC7S, 5709473]
[sub-ordered-list, [263.0, 418.0, 702.0, 36.0], sc72Mh0OmJ, 5709473]
[sub-ordered-list, [263.0, 454.0, 702.0, 36.0], sc72Mh0OmJ, 5709473]
[sub-ordered-list, [263.0, 490.0, 702.0, 36.0], sc72Mh0OmJ, 5709473]
[sub-ordered-list, [263.0, 526.0, 702.0, 36.0], sc72Mh0OmJ, 5709473]
[sub-ordered-list, [263.0, 562.0, 702.0, 36.0], sc72Mh0OmJ, 5709473]
[sub-ordered-list, [263.0, 598.0, 702.0, 36.0], sc72Mh0OmJ, 5709473]
[sub-ordered-list, [263.0, 634.0, 702.0, 36.0], sc72Mh0OmJ, 5709473]
[ordered-list, [183.0, 696.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 732.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 768.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 804.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 840.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 876.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 912.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 948.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 984.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1020.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1056.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1092.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1128.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1164.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1200.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1236.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1272.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1308.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1344.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1380.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1416.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1452.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1488.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1524.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1560.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[ordered-list, [183.0, 1596.0, 970.0, 36.0], shoonya_4sLFO4ULFBRGI7, 5709473]
[sub-ordered-list, [192.0, 728.0, 958.0, 36.0], AMwbHoh1OW, 5709473]
[sub-ordered-list, [192.0, 764.0, 958.0, 36.0], AMwbHoh1OW, 5709473]
[sub-ordered-list, [192.0, 800.0, 958.0, 36.0], AMwbHoh1OW, 5709473]
[sub-ordered-list, [192.0, 836.0, 958.0, 36.0], AMwbHoh1OW, 5709473]
[sub-ordered-list, [192.0, 872.0, 958.0, 36.0], AMwbHoh1OW, 5709473]
[sub-ordered-list, [192.0, 908.0, 958.0, 36.0], AMwbHoh1OW, 5709473]
[sub-ordered-list, [192.0, 944.0, 958.0, 36.0], AMwbHoh1OW, 5709473]
[sub-ordered-list, [192.0, 980.0, 958.0, 36.0], AMwbHoh1OW, 5709473]
[sub-ordered-list, [192.0, 1016.0, 958.0, 36.0], AMwbHoh1OW, 5709473]
[sub-ordered-list, [192.0, 1052.0, 958.0, 36.0], AMwbHoh1OW, 5709473]
[sub-ordered-list, [192.0, 1088.0, 958.0, 36.0], AMwbHoh1OW, 5709473]
[sub-ordered-list, [192.0, 1124.0, 958.0, 36.0], AMwbHoh1OW, 5709473]
[sub-ordered-list, [192.0, 1160.0, 958.0, 36.0], AMwbHoh1OW, 5709473]
