[2200, 1700]
[paragraph, [224.0, 218.0, 1117.0, 36.0], shoonya_0s9ZZ4M8ZYLXXN, 5652524]
[paragraph, [224.0, 254.0, 1117.0, 36.0], shoonya_0s9ZZ4M8ZYLXXN, 5652524]
[paragraph, [224.0, 290.0, 1117.0, 36.0], shoonya_0s9ZZ4M8ZYLXXN, 5652524]
[paragraph, [224.0, 326.0, 1117.0, 36.0], shoonya_0s9ZZ4M8ZYLXXN, 5652524]
[paragraph, [151.0, 366.0, 1203.0, 36.0], 7k8kx3JvDv, 5652524]
[paragraph, [151.0, 402.0, 1203.0, 36.0], 7k8kx3JvDv, 5652524]
[paragraph, [151.0, 438.0, 1203.0, 36.0], 7k8kx3JvDv, 5652524]
[paragraph, [151.0, 474.0, 1203.0, 36.0], 7k8kx3JvDv, 5652524]
[paragraph, [151.0, 510.0, 1203.0, 36.0], 7k8kx3JvDv, 5652524]
[paragraph, [147.0, 549.0, 1162.0, 36.0], _84Wja83Kv, 5652524]
[paragraph, [147.0, 585.0, 1162.0, 36.0], _84Wja83Kv, 5652524]
[paragraph, [147.0, 621.0, 1162.0, 36.0], _84Wja83Kv, 5652524]
[paragraph, [147.0, 657.0, 1162.0, 36.0], _84Wja83Kv, 5652524]
[paragraph, [147.0, 693.0, 1162.0, 36.0], _84Wja83Kv, 5652524]
[paragraph, [98.0, 728.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [98.0, 764.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [98.0, 800.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [98.0, 836.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [98.0, 872.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [98.0, 908.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [98.0, 944.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [98.0, 980.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [98.0, 1016.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [98.0, 1052.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [98.0, 1088.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [98.0, 1124.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [98.0, 1160.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [98.0, 1196.0, 1229.0, 36.0], Ox7BQ7-_Ed, 5652524]
[paragraph, [140.0, 1234.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1270.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1306.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1342.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1378.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1414.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1450.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1486.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1522.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1558.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1594.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1630.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1666.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1702.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1738.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1774.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1810.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[paragraph, [140.0, 1846.0, 1165.0, 36.0], o2_lg5cCtd, 5652524]
[folio, [1067.0, 1906.0, 108.0, 36.0], _l8wRRSthJ, 5652524]
