[1050, 693]
[folio, [84.0, 81.0, 85.0, 18.0], shoonya_2sWF2D86HYAO0T, 5702138]
[folio, [84.0, 99.0, 85.0, 18.0], shoonya_2sWF2D86HYAO0T, 5702138]
[paragraph, [85.0, 132.0, 519.0, 18.0], hISPzxMv82, 5702138]
[paragraph, [85.0, 150.0, 519.0, 18.0], hISPzxMv82, 5702138]
[paragraph, [85.0, 168.0, 519.0, 18.0], hISPzxMv82, 5702138]
[paragraph, [85.0, 186.0, 519.0, 18.0], hISPzxMv82, 5702138]
[paragraph, [85.0, 204.0, 519.0, 18.0], hISPzxMv82, 5702138]
[paragraph, [85.0, 222.0, 519.0, 18.0], hISPzxMv82, 5702138]
[paragraph, [85.0, 240.0, 519.0, 18.0], hISPzxMv82, 5702138]
[paragraph, [85.0, 258.0, 519.0, 18.0], hISPzxMv82, 5702138]
[paragraph, [85.0, 276.0, 519.0, 18.0], hISPzxMv82, 5702138]
[paragraph, [85.0, 294.0, 519.0, 18.0], hISPzxMv82, 5702138]
[paragraph, [85.0, 312.0, 519.0, 18.0], hISPzxMv82, 5702138]
[paragraph, [85.0, 330.0, 519.0, 18.0], hISPzxMv82, 5702138]
[paragraph, [81.0, 352.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 370.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 388.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 406.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 424.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 442.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 460.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 478.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 496.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 514.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 532.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 550.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 568.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 586.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 604.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 622.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [81.0, 640.0, 523.0, 18.0], shoonya_1sN2ZJSYA9Q3B9, 5702138]
[paragraph, [85.0, 688.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 706.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 724.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 742.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 760.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 778.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 796.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 814.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 832.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 850.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 868.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 886.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 904.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 922.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
[paragraph, [85.0, 940.0, 524.0, 18.0], shoonya_0sWX5DL8PSX7O5, 5702138]
