[1246, 863]
[chapter-title, [339.0, 46.0, 275.0, 30.0], shoonya_14sI6LT65LXH6K, 5775804]
[paragraph, [161.0, 83.0, 636.0, 18.0], shoonya_12sSY6NRPSUNAX, 5775804]
[paragraph, [161.0, 101.0, 636.0, 18.0], shoonya_12sSY6NRPSUNAX, 5775804]
[paragraph, [161.0, 119.0, 636.0, 18.0], shoonya_12sSY6NRPSUNAX, 5775804]
[paragraph, [178.0, 138.0, 240.0, 18.0], shoonya_15sPL3JN49TUPE, 5775804]
[paragraph, [163.0, 161.0, 635.0, 18.0], shoonya_6sNHN6GCJC483E, 5775804]
[paragraph, [163.0, 179.0, 635.0, 18.0], shoonya_6sNHN6GCJC483E, 5775804]
[paragraph, [163.0, 197.0, 635.0, 18.0], shoonya_6sNHN6GCJC483E, 5775804]
[paragraph, [163.0, 215.0, 635.0, 18.0], shoonya_6sNHN6GCJC483E, 5775804]
[paragraph, [163.0, 238.0, 637.0, 18.0], shoonya_7sVROQQ65U0UT4, 5775804]
[paragraph, [163.0, 256.0, 637.0, 18.0], shoonya_7sVROQQ65U0UT4, 5775804]
[paragraph, [163.0, 274.0, 637.0, 18.0], shoonya_7sVROQQ65U0UT4, 5775804]
[paragraph, [163.0, 292.0, 637.0, 18.0], shoonya_7sVROQQ65U0UT4, 5775804]
[paragraph, [163.0, 310.0, 637.0, 18.0], shoonya_7sVROQQ65U0UT4, 5775804]
[paragraph, [163.0, 328.0, 637.0, 18.0], shoonya_7sVROQQ65U0UT4, 5775804]
[paragraph, [174.0, 340.0, 577.0, 18.0], shoonya_13sP9X6PF0HVW8, 5775804]
[paragraph, [186.0, 364.0, 284.0, 18.0], shoonya_11sDF2K4NLQL8J, 5775804]
[paragraph, [186.0, 390.0, 334.0, 18.0], shoonya_8s25DYQ5PNQDBN, 5775804]
[paragraph, [190.0, 415.0, 525.0, 18.0], shoonya_10sNE1BW0VVP7C, 5775804]
[paragraph, [164.0, 442.0, 637.0, 18.0], shoonya_2sUPSFACGJJ5SI, 5775804]
[paragraph, [164.0, 460.0, 637.0, 18.0], shoonya_2sUPSFACGJJ5SI, 5775804]
[paragraph, [164.0, 478.0, 637.0, 18.0], shoonya_2sUPSFACGJJ5SI, 5775804]
[paragraph, [164.0, 496.0, 637.0, 18.0], shoonya_2sUPSFACGJJ5SI, 5775804]
[paragraph, [164.0, 514.0, 637.0, 18.0], shoonya_2sUPSFACGJJ5SI, 5775804]
[paragraph, [164.0, 532.0, 637.0, 18.0], shoonya_2sUPSFACGJJ5SI, 5775804]
[paragraph, [166.0, 567.0, 634.0, 18.0], shoonya_5sKGFZ2JMJ24YF, 5775804]
[paragraph, [166.0, 585.0, 634.0, 18.0], shoonya_5sKGFZ2JMJ24YF, 5775804]
[paragraph, [167.0, 615.0, 632.0, 18.0], shoonya_1s8ZTSBKJMY2IM, 5775804]
[paragraph, [167.0, 633.0, 632.0, 18.0], shoonya_1s8ZTSBKJMY2IM, 5775804]
[paragraph, [167.0, 651.0, 632.0, 18.0], shoonya_1s8ZTSBKJMY2IM, 5775804]
[paragraph, [167.0, 669.0, 632.0, 18.0], shoonya_1s8ZTSBKJMY2IM, 5775804]
[paragraph, [167.0, 687.0, 632.0, 18.0], shoonya_1s8ZTSBKJMY2IM, 5775804]
[paragraph, [167.0, 705.0, 632.0, 18.0], shoonya_1s8ZTSBKJMY2IM, 5775804]
[paragraph, [167.0, 723.0, 632.0, 18.0], shoonya_1s8ZTSBKJMY2IM, 5775804]
[paragraph, [167.0, 741.0, 632.0, 18.0], shoonya_1s8ZTSBKJMY2IM, 5775804]
[paragraph, [166.0, 767.0, 633.0, 18.0], shoonya_3s2ABZD94IQSOF, 5775804]
[paragraph, [166.0, 785.0, 633.0, 18.0], shoonya_3s2ABZD94IQSOF, 5775804]
[paragraph, [166.0, 803.0, 633.0, 18.0], shoonya_3s2ABZD94IQSOF, 5775804]
[paragraph, [166.0, 821.0, 633.0, 18.0], shoonya_3s2ABZD94IQSOF, 5775804]
[paragraph, [166.0, 839.0, 633.0, 18.0], shoonya_3s2ABZD94IQSOF, 5775804]
[paragraph, [166.0, 857.0, 633.0, 18.0], shoonya_3s2ABZD94IQSOF, 5775804]
[paragraph, [166.0, 875.0, 633.0, 18.0], shoonya_3s2ABZD94IQSOF, 5775804]
[paragraph, [165.0, 894.0, 636.0, 18.0], shoonya_0sJGMHY5DJ8AO3, 5775804]
[paragraph, [165.0, 912.0, 636.0, 18.0], shoonya_0sJGMHY5DJ8AO3, 5775804]
[paragraph, [165.0, 930.0, 636.0, 18.0], shoonya_0sJGMHY5DJ8AO3, 5775804]
[paragraph, [165.0, 948.0, 636.0, 18.0], shoonya_0sJGMHY5DJ8AO3, 5775804]
[paragraph, [165.0, 966.0, 636.0, 18.0], shoonya_0sJGMHY5DJ8AO3, 5775804]
[paragraph, [168.0, 995.0, 632.0, 18.0], shoonya_4sSFO6OVZWB19T, 5775804]
[paragraph, [168.0, 1013.0, 632.0, 18.0], shoonya_4sSFO6OVZWB19T, 5775804]
[paragraph, [168.0, 1031.0, 632.0, 18.0], shoonya_4sSFO6OVZWB19T, 5775804]
[paragraph, [168.0, 1049.0, 632.0, 18.0], shoonya_4sSFO6OVZWB19T, 5775804]
[paragraph, [191.0, 1068.0, 433.0, 18.0], shoonya_9sCYRJ4XTNWDS9, 5775804]
