[2200, 1700]
[paragraph, [373.0, 116.0, 1130.0, 36.0], shoonya_3s48CCCMBYDDNT, 5733620]
[paragraph, [373.0, 152.0, 1130.0, 36.0], shoonya_3s48CCCMBYDDNT, 5733620]
[paragraph, [373.0, 188.0, 1130.0, 36.0], shoonya_3s48CCCMBYDDNT, 5733620]
[paragraph, [373.0, 224.0, 1130.0, 36.0], shoonya_3s48CCCMBYDDNT, 5733620]
[paragraph, [374.0, 303.0, 1132.0, 36.0], shoonya_1sOKA38G5DUH3G, 5733620]
[paragraph, [374.0, 339.0, 1132.0, 36.0], shoonya_1sOKA38G5DUH3G, 5733620]
[paragraph, [374.0, 375.0, 1132.0, 36.0], shoonya_1sOKA38G5DUH3G, 5733620]
[paragraph, [374.0, 411.0, 1132.0, 36.0], shoonya_1sOKA38G5DUH3G, 5733620]
[paragraph, [374.0, 447.0, 1132.0, 36.0], shoonya_1sOKA38G5DUH3G, 5733620]
[paragraph, [374.0, 483.0, 1132.0, 36.0], shoonya_1sOKA38G5DUH3G, 5733620]
[paragraph, [374.0, 519.0, 1132.0, 36.0], shoonya_1sOKA38G5DUH3G, 5733620]
[paragraph, [374.0, 555.0, 1132.0, 36.0], shoonya_1sOKA38G5DUH3G, 5733620]
[paragraph, [374.0, 591.0, 1132.0, 36.0], shoonya_1sOKA38G5DUH3G, 5733620]
[paragraph, [374.0, 627.0, 1132.0, 36.0], shoonya_1sOKA38G5DUH3G, 5733620]
[paragraph, [374.0, 663.0, 1132.0, 36.0], shoonya_1sOKA38G5DUH3G, 5733620]
[paragraph, [374.0, 699.0, 1132.0, 36.0], shoonya_1sOKA38G5DUH3G, 5733620]
[paragraph, [374.0, 735.0, 1132.0, 36.0], shoonya_1sOKA38G5DUH3G, 5733620]
[paragraph, [373.0, 826.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 862.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 898.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 934.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 970.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 1006.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 1042.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 1078.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 1114.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 1150.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 1186.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 1222.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 1258.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 1294.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 1330.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 1366.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 1402.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [373.0, 1438.0, 1133.0, 36.0], shoonya_0sK4P2GM7LMM18, 5733620]
[paragraph, [375.0, 1515.0, 1133.0, 36.0], shoonya_2sT3TOHKHRCXHI, 5733620]
[paragraph, [375.0, 1551.0, 1133.0, 36.0], shoonya_2sT3TOHKHRCXHI, 5733620]
[paragraph, [375.0, 1587.0, 1133.0, 36.0], shoonya_2sT3TOHKHRCXHI, 5733620]
[paragraph, [375.0, 1623.0, 1133.0, 36.0], shoonya_2sT3TOHKHRCXHI, 5733620]
[paragraph, [375.0, 1659.0, 1133.0, 36.0], shoonya_2sT3TOHKHRCXHI, 5733620]
[paragraph, [375.0, 1695.0, 1133.0, 36.0], shoonya_2sT3TOHKHRCXHI, 5733620]
[paragraph, [375.0, 1731.0, 1133.0, 36.0], shoonya_2sT3TOHKHRCXHI, 5733620]
[paragraph, [375.0, 1767.0, 1133.0, 36.0], shoonya_2sT3TOHKHRCXHI, 5733620]
[paragraph, [375.0, 1803.0, 1133.0, 36.0], shoonya_2sT3TOHKHRCXHI, 5733620]
[paragraph, [375.0, 1839.0, 1133.0, 36.0], shoonya_2sT3TOHKHRCXHI, 5733620]
[paragraph, [373.0, 1920.0, 1133.0, 36.0], shoonya_4sTUQB7KUVQV4G, 5733620]
[paragraph, [373.0, 1956.0, 1133.0, 36.0], shoonya_4sTUQB7KUVQV4G, 5733620]
[paragraph, [373.0, 1992.0, 1133.0, 36.0], shoonya_4sTUQB7KUVQV4G, 5733620]
[paragraph, [373.0, 2028.0, 1133.0, 36.0], shoonya_4sTUQB7KUVQV4G, 5733620]
