[7015, 4961]
[headline, [662.0, 72.0, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 124.5, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 177.0, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 229.5, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 282.0, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 334.5, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 387.0, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 439.5, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 492.0, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 544.5, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 597.0, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 649.5, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 702.0, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 754.5, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[headline, [662.0, 807.0, 3758.0, 52.5], shoonya_1s5MU9BGU8NM92, 6473739]
[quote, [892.0, 1011.0, 1506.0, 52.5], tgKDwvCmob, 6473739]
[quote, [892.0, 1063.5, 1506.0, 52.5], tgKDwvCmob, 6473739]
[quote, [892.0, 1116.0, 1506.0, 52.5], tgKDwvCmob, 6473739]
[quote, [892.0, 1168.5, 1506.0, 52.5], tgKDwvCmob, 6473739]
[quote, [892.0, 1221.0, 1506.0, 52.5], tgKDwvCmob, 6473739]
[quote, [892.0, 1273.5, 1506.0, 52.5], tgKDwvCmob, 6473739]
[quote, [892.0, 1326.0, 1506.0, 52.5], tgKDwvCmob, 6473739]
[quote, [892.0, 1378.5, 1506.0, 52.5], tgKDwvCmob, 6473739]
[quote, [892.0, 1431.0, 1506.0, 52.5], tgKDwvCmob, 6473739]
[quote, [892.0, 1483.5, 1506.0, 52.5], tgKDwvCmob, 6473739]
[quote, [892.0, 1536.0, 1506.0, 52.5], tgKDwvCmob, 6473739]
[quote, [892.0, 1588.5, 1506.0, 52.5], tgKDwvCmob, 6473739]
[quote, [892.0, 1641.0, 1506.0, 52.5], tgKDwvCmob, 6473739]
[quote, [3671.0, 2146.0, 874.0, 52.5], WQDhYl9CLZ, 6473739]
[quote, [3671.0, 2198.5, 874.0, 52.5], WQDhYl9CLZ, 6473739]
[quote, [3671.0, 2251.0, 874.0, 52.5], WQDhYl9CLZ, 6473739]
[quote, [3671.0, 2303.5, 874.0, 52.5], WQDhYl9CLZ, 6473739]
[quote, [3671.0, 2356.0, 874.0, 52.5], WQDhYl9CLZ, 6473739]
[quote, [3671.0, 2408.5, 874.0, 52.5], WQDhYl9CLZ, 6473739]
[quote, [3671.0, 2461.0, 874.0, 52.5], WQDhYl9CLZ, 6473739]
[quote, [3671.0, 2513.5, 874.0, 52.5], WQDhYl9CLZ, 6473739]
[quote, [3671.0, 2566.0, 874.0, 52.5], WQDhYl9CLZ, 6473739]
[quote, [3671.0, 2618.5, 874.0, 52.5], WQDhYl9CLZ, 6473739]
[quote, [3671.0, 2671.0, 874.0, 52.5], WQDhYl9CLZ, 6473739]
[quote, [3671.0, 2723.5, 874.0, 52.5], WQDhYl9CLZ, 6473739]
[quote, [3671.0, 2776.0, 874.0, 52.5], WQDhYl9CLZ, 6473739]
[quote, [272.0, 2561.0, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [272.0, 2613.5, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [272.0, 2666.0, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [272.0, 2718.5, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [272.0, 2771.0, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [272.0, 2823.5, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [272.0, 2876.0, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [272.0, 2928.5, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [272.0, 2981.0, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [272.0, 3033.5, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [272.0, 3086.0, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [272.0, 3138.5, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [272.0, 3191.0, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [272.0, 3243.5, 1798.0, 52.5], UaUCTf1tIX, 6473739]
[quote, [452.0, 4974.0, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5026.5, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5079.0, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5131.5, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5184.0, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5236.5, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5289.0, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5341.5, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5394.0, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5446.5, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5499.0, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5551.5, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5604.0, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5656.5, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5709.0, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5761.5, 1568.0, 52.5], taQfiS-QtA, 6473739]
[quote, [452.0, 5814.0, 1568.0, 52.5], taQfiS-QtA, 6473739]
