[1755, 1240]
[folio, [646.0, 75.0, 480.0, 36.0], FCoND4bVOS, 5744009]
[paragraph, [303.0, 205.0, 363.0, 36.0], shoonya_1sAGAK7MFM3E2T, 5744009]
[paragraph, [303.0, 241.0, 363.0, 36.0], shoonya_1sAGAK7MFM3E2T, 5744009]
[paragraph, [303.0, 277.0, 363.0, 36.0], shoonya_1sAGAK7MFM3E2T, 5744009]
[paragraph, [303.0, 313.0, 363.0, 36.0], shoonya_1sAGAK7MFM3E2T, 5744009]
[paragraph, [303.0, 349.0, 363.0, 36.0], shoonya_1sAGAK7MFM3E2T, 5744009]
[paragraph, [303.0, 385.0, 363.0, 36.0], shoonya_1sAGAK7MFM3E2T, 5744009]
[paragraph, [303.0, 421.0, 363.0, 36.0], shoonya_1sAGAK7MFM3E2T, 5744009]
[paragraph, [303.0, 457.0, 363.0, 36.0], shoonya_1sAGAK7MFM3E2T, 5744009]
[paragraph, [303.0, 493.0, 363.0, 36.0], shoonya_1sAGAK7MFM3E2T, 5744009]
[paragraph, [303.0, 529.0, 363.0, 36.0], shoonya_1sAGAK7MFM3E2T, 5744009]
[paragraph, [303.0, 565.0, 363.0, 36.0], shoonya_1sAGAK7MFM3E2T, 5744009]
[paragraph, [190.0, 621.0, 945.0, 36.0], Jx4pxs9Evb, 5744009]
[paragraph, [190.0, 657.0, 945.0, 36.0], Jx4pxs9Evb, 5744009]
[paragraph, [190.0, 693.0, 945.0, 36.0], Jx4pxs9Evb, 5744009]
[paragraph, [190.0, 729.0, 945.0, 36.0], Jx4pxs9Evb, 5744009]
[paragraph, [190.0, 765.0, 945.0, 36.0], Jx4pxs9Evb, 5744009]
[paragraph, [187.0, 830.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 866.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 902.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 938.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 974.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1010.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1046.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1082.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1118.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1154.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1190.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1226.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1262.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1298.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1334.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1370.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1406.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1442.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1478.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1514.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
[paragraph, [187.0, 1550.0, 947.0, 36.0], 9TMTmDJvvk, 5744009]
