[1267, 753]
[folio, [322.0, 73.0, 103.0, 18.0], shoonya_4s5H4VVKW8HTWU, 5699852]
[paragraph, [82.0, 118.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 136.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 154.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 172.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 190.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 208.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 226.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 244.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 262.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 280.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 298.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 316.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 334.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 352.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 370.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 388.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 406.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 424.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 442.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 460.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 478.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 496.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 514.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 532.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 550.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[paragraph, [82.0, 568.0, 590.0, 18.0], shoonya_0sB63NC086GR84, 5699852]
[section-title, [287.0, 610.0, 182.0, 30.0], shoonya_3s4691HESPYA03, 5699852]
[paragraph, [85.0, 652.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 670.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 688.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 706.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 724.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 742.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 760.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 778.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 796.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 814.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 832.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 850.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 868.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 886.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 904.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 922.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 940.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 958.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 976.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 994.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 1012.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 1030.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 1048.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 1066.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 1084.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 1102.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
[paragraph, [85.0, 1120.0, 587.0, 18.0], shoonya_1sEPWYXPAFB3IO, 5699852]
