[690, 512]
[folio, [199.0, 41.0, 97.0, 18.0], shoonya_5sZWZ14JKPAE1S, 6492178]
[paragraph, [26.0, 64.0, 214.0, 18.0], shoonya_0sD0QNAMSLGQOL, 6492178]
[paragraph, [26.0, 82.0, 214.0, 18.0], shoonya_0sD0QNAMSLGQOL, 6492178]
[paragraph, [26.0, 100.0, 214.0, 18.0], shoonya_0sD0QNAMSLGQOL, 6492178]
[paragraph, [26.0, 118.0, 214.0, 18.0], shoonya_0sD0QNAMSLGQOL, 6492178]
[paragraph, [255.0, 65.0, 211.0, 18.0], j3wGpe14Ty, 6492178]
[paragraph, [255.0, 83.0, 211.0, 18.0], j3wGpe14Ty, 6492178]
[paragraph, [255.0, 101.0, 211.0, 18.0], j3wGpe14Ty, 6492178]
[paragraph, [255.0, 119.0, 211.0, 18.0], j3wGpe14Ty, 6492178]
[paragraph, [255.0, 137.0, 211.0, 18.0], j3wGpe14Ty, 6492178]
[paragraph, [255.0, 155.0, 211.0, 18.0], j3wGpe14Ty, 6492178]
[paragraph, [255.0, 173.0, 211.0, 18.0], j3wGpe14Ty, 6492178]
[paragraph, [255.0, 191.0, 211.0, 18.0], j3wGpe14Ty, 6492178]
[paragraph, [255.0, 209.0, 211.0, 18.0], j3wGpe14Ty, 6492178]
[paragraph, [28.0, 150.0, 212.0, 18.0], ca3wtBqbax, 6492178]
[paragraph, [28.0, 168.0, 212.0, 18.0], ca3wtBqbax, 6492178]
[paragraph, [28.0, 186.0, 212.0, 18.0], ca3wtBqbax, 6492178]
[paragraph, [28.0, 204.0, 212.0, 18.0], ca3wtBqbax, 6492178]
[paragraph, [28.0, 222.0, 212.0, 18.0], ca3wtBqbax, 6492178]
[paragraph, [28.0, 240.0, 212.0, 18.0], ca3wtBqbax, 6492178]
[paragraph, [28.0, 258.0, 212.0, 18.0], ca3wtBqbax, 6492178]
[paragraph, [28.0, 276.0, 212.0, 18.0], ca3wtBqbax, 6492178]
[paragraph, [28.0, 294.0, 212.0, 18.0], ca3wtBqbax, 6492178]
[paragraph, [254.0, 234.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 252.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 270.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 288.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 306.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 324.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 342.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 360.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 378.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 396.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 414.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 432.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 450.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 468.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 486.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 504.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 522.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 540.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [254.0, 558.0, 215.0, 18.0], TKCaHoL_fO, 6492178]
[paragraph, [26.0, 318.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 336.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 354.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 372.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 390.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 408.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 426.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 444.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 462.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 480.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 498.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 516.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 534.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 552.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 570.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 588.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [26.0, 606.0, 213.0, 18.0], ybB2hzNN0w, 6492178]
[paragraph, [254.0, 586.0, 216.0, 18.0], 7Qkpvi55VI, 6492178]
[paragraph, [254.0, 604.0, 216.0, 18.0], 7Qkpvi55VI, 6492178]
