[1806, 1262]
[chapter-title, [257.0, 403.0, 737.0, 58.5], shoonya_0sPH3UMU2WJMTW, 5681434]
[paragraph, [644.0, 589.0, 519.0, 36.0], shoonya_6s1IT8SKPFZ9RV, 5681434]
[paragraph, [644.0, 625.0, 519.0, 36.0], shoonya_6s1IT8SKPFZ9RV, 5681434]
[paragraph, [644.0, 661.0, 519.0, 36.0], shoonya_6s1IT8SKPFZ9RV, 5681434]
[paragraph, [644.0, 697.0, 519.0, 36.0], shoonya_6s1IT8SKPFZ9RV, 5681434]
[paragraph, [644.0, 733.0, 519.0, 36.0], shoonya_6s1IT8SKPFZ9RV, 5681434]
[paragraph, [644.0, 769.0, 519.0, 36.0], shoonya_6s1IT8SKPFZ9RV, 5681434]
[paragraph, [644.0, 805.0, 519.0, 36.0], shoonya_6s1IT8SKPFZ9RV, 5681434]
[paragraph, [644.0, 841.0, 519.0, 36.0], shoonya_6s1IT8SKPFZ9RV, 5681434]
[paragraph, [644.0, 877.0, 519.0, 36.0], shoonya_6s1IT8SKPFZ9RV, 5681434]
[paragraph, [644.0, 913.0, 519.0, 36.0], shoonya_6s1IT8SKPFZ9RV, 5681434]
[paragraph, [89.0, 596.0, 513.0, 36.0], shoonya_3sJFO1APCDR9W7, 5681434]
[paragraph, [89.0, 632.0, 513.0, 36.0], shoonya_3sJFO1APCDR9W7, 5681434]
[paragraph, [89.0, 668.0, 513.0, 36.0], shoonya_3sJFO1APCDR9W7, 5681434]
[paragraph, [89.0, 704.0, 513.0, 36.0], shoonya_3sJFO1APCDR9W7, 5681434]
[paragraph, [89.0, 740.0, 513.0, 36.0], shoonya_3sJFO1APCDR9W7, 5681434]
[paragraph, [89.0, 776.0, 513.0, 36.0], shoonya_3sJFO1APCDR9W7, 5681434]
[paragraph, [89.0, 812.0, 513.0, 36.0], shoonya_3sJFO1APCDR9W7, 5681434]
[paragraph, [96.0, 923.0, 517.0, 36.0], shoonya_5s861GEC0Z7DKF, 5681434]
[paragraph, [96.0, 959.0, 517.0, 36.0], shoonya_5s861GEC0Z7DKF, 5681434]
[paragraph, [96.0, 995.0, 517.0, 36.0], shoonya_5s861GEC0Z7DKF, 5681434]
[paragraph, [96.0, 1031.0, 517.0, 36.0], shoonya_5s861GEC0Z7DKF, 5681434]
[paragraph, [96.0, 1067.0, 517.0, 36.0], shoonya_5s861GEC0Z7DKF, 5681434]
[paragraph, [96.0, 1103.0, 517.0, 36.0], shoonya_5s861GEC0Z7DKF, 5681434]
[paragraph, [96.0, 1139.0, 517.0, 36.0], shoonya_5s861GEC0Z7DKF, 5681434]
[paragraph, [96.0, 1175.0, 517.0, 36.0], shoonya_5s861GEC0Z7DKF, 5681434]
[paragraph, [96.0, 1211.0, 517.0, 36.0], shoonya_5s861GEC0Z7DKF, 5681434]
[paragraph, [96.0, 1247.0, 517.0, 36.0], shoonya_5s861GEC0Z7DKF, 5681434]
[paragraph, [96.0, 1283.0, 517.0, 36.0], shoonya_5s861GEC0Z7DKF, 5681434]
[paragraph, [96.0, 1319.0, 517.0, 36.0], shoonya_5s861GEC0Z7DKF, 5681434]
