[975, 607]
[chapter-title, [129.0, 14.0, 316.0, 30.0], shoonya_0s8G1VWPJ3HZOP, 5776210]
[paragraph, [17.0, 55.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 73.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 91.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 109.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 127.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 145.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 163.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 181.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 199.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 217.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 235.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 253.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 271.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 289.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 307.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 325.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [17.0, 343.0, 537.0, 18.0], rMr82v9WU6, 5776210]
[paragraph, [255.0, 369.0, 189.0, 18.0], 06TYSX4A8k, 5776210]
[author, [375.0, 393.0, 157.0, 18.0], _FrYCb3rnV, 5776210]
[paragraph, [18.0, 429.0, 537.0, 18.0], NaZOyQnXLy, 5776210]
[paragraph, [18.0, 447.0, 537.0, 18.0], NaZOyQnXLy, 5776210]
[paragraph, [18.0, 465.0, 537.0, 18.0], NaZOyQnXLy, 5776210]
[paragraph, [18.0, 483.0, 537.0, 18.0], NaZOyQnXLy, 5776210]
[paragraph, [18.0, 501.0, 537.0, 18.0], NaZOyQnXLy, 5776210]
[paragraph, [18.0, 519.0, 537.0, 18.0], NaZOyQnXLy, 5776210]
[paragraph, [18.0, 537.0, 537.0, 18.0], NaZOyQnXLy, 5776210]
[paragraph, [18.0, 555.0, 537.0, 18.0], NaZOyQnXLy, 5776210]
[paragraph, [18.0, 573.0, 537.0, 18.0], NaZOyQnXLy, 5776210]
[paragraph, [19.0, 602.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 620.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 638.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 656.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 674.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 692.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 710.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 728.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 746.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 764.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 782.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 800.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 818.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 836.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 854.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 872.0, 535.0, 18.0], IwfylW2cF4, 5776210]
[paragraph, [19.0, 890.0, 535.0, 18.0], IwfylW2cF4, 5776210]
