[1875, 1200]
[section-title, [286.0, 233.0, 735.0, 49.5], D_ngPJdGre, 5710779]
[paragraph, [201.0, 302.0, 819.0, 36.0], shoonya_0sHKAXJDOY55I1, 5710779]
[paragraph, [201.0, 338.0, 819.0, 36.0], shoonya_0sHKAXJDOY55I1, 5710779]
[paragraph, [201.0, 374.0, 819.0, 36.0], shoonya_0sHKAXJDOY55I1, 5710779]
[paragraph, [201.0, 410.0, 819.0, 36.0], shoonya_0sHKAXJDOY55I1, 5710779]
[paragraph, [201.0, 446.0, 819.0, 36.0], shoonya_0sHKAXJDOY55I1, 5710779]
[paragraph, [201.0, 482.0, 819.0, 36.0], shoonya_0sHKAXJDOY55I1, 5710779]
[paragraph, [201.0, 518.0, 819.0, 36.0], shoonya_0sHKAXJDOY55I1, 5710779]
[paragraph, [201.0, 554.0, 819.0, 36.0], shoonya_0sHKAXJDOY55I1, 5710779]
[paragraph, [199.0, 608.0, 834.0, 36.0], 2x8KkA1scj, 5710779]
[paragraph, [199.0, 644.0, 834.0, 36.0], 2x8KkA1scj, 5710779]
[paragraph, [199.0, 680.0, 834.0, 36.0], 2x8KkA1scj, 5710779]
[paragraph, [199.0, 716.0, 834.0, 36.0], 2x8KkA1scj, 5710779]
[paragraph, [199.0, 752.0, 834.0, 36.0], 2x8KkA1scj, 5710779]
[paragraph, [199.0, 814.0, 834.0, 36.0], fVQ15Xg3Xz, 5710779]
[paragraph, [199.0, 850.0, 834.0, 36.0], fVQ15Xg3Xz, 5710779]
[paragraph, [199.0, 886.0, 834.0, 36.0], fVQ15Xg3Xz, 5710779]
[paragraph, [199.0, 922.0, 834.0, 36.0], fVQ15Xg3Xz, 5710779]
[paragraph, [199.0, 958.0, 834.0, 36.0], fVQ15Xg3Xz, 5710779]
[paragraph, [199.0, 994.0, 834.0, 36.0], fVQ15Xg3Xz, 5710779]
[paragraph, [199.0, 1030.0, 834.0, 36.0], fVQ15Xg3Xz, 5710779]
[paragraph, [199.0, 1066.0, 834.0, 36.0], fVQ15Xg3Xz, 5710779]
[paragraph, [196.0, 1136.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
[paragraph, [196.0, 1172.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
[paragraph, [196.0, 1208.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
[paragraph, [196.0, 1244.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
[paragraph, [196.0, 1280.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
[paragraph, [196.0, 1316.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
[paragraph, [196.0, 1352.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
[paragraph, [196.0, 1388.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
[paragraph, [196.0, 1424.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
[paragraph, [196.0, 1460.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
[paragraph, [196.0, 1496.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
[paragraph, [196.0, 1532.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
[paragraph, [196.0, 1568.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
[paragraph, [196.0, 1604.0, 835.0, 36.0], nfxLQ3eSc3, 5710779]
