[3508, 2481]
[contact-info, [552.0, 365.0, 1401.0, 52.5], gaJD87Y5By, 6491039]
[contact-info, [552.0, 417.5, 1401.0, 52.5], gaJD87Y5By, 6491039]
[contact-info, [552.0, 470.0, 1401.0, 52.5], gaJD87Y5By, 6491039]
[contact-info, [552.0, 522.5, 1401.0, 52.5], gaJD87Y5By, 6491039]
[contact-info, [552.0, 575.0, 1401.0, 52.5], gaJD87Y5By, 6491039]
[headline, [1082.0, 737.0, 300.0, 52.5], C8PF_kjZ7k, 6491039]
[headline, [1082.0, 789.5, 300.0, 52.5], C8PF_kjZ7k, 6491039]
[paragraph, [192.0, 973.0, 1246.0, 52.5], dMqT8e6azU, 6491039]
[dateline, [207.0, 1224.0, 434.0, 52.5], JBgrwxIg4A, 6491039]
[paragraph, [220.0, 1490.0, 462.0, 52.5], cG1SUQ2jD7, 6491039]
[paragraph, [228.0, 1608.0, 2047.0, 52.5], shoonya_11s3OXK4DP9IRV, 6491039]
[paragraph, [228.0, 1660.5, 2047.0, 52.5], shoonya_11s3OXK4DP9IRV, 6491039]
[paragraph, [228.0, 1713.0, 2047.0, 52.5], shoonya_11s3OXK4DP9IRV, 6491039]
[paragraph, [228.0, 1765.5, 2047.0, 52.5], shoonya_11s3OXK4DP9IRV, 6491039]
[paragraph, [228.0, 1818.0, 2047.0, 52.5], shoonya_11s3OXK4DP9IRV, 6491039]
[paragraph, [228.0, 1870.5, 2047.0, 52.5], shoonya_11s3OXK4DP9IRV, 6491039]
[paragraph, [221.0, 1975.0, 2061.0, 52.5], shoonya_0sBTB9U5Z5EQMI, 6491039]
[paragraph, [221.0, 2027.5, 2061.0, 52.5], shoonya_0sBTB9U5Z5EQMI, 6491039]
[paragraph, [221.0, 2080.0, 2061.0, 52.5], shoonya_0sBTB9U5Z5EQMI, 6491039]
[paragraph, [221.0, 2132.5, 2061.0, 52.5], shoonya_0sBTB9U5Z5EQMI, 6491039]
[paragraph, [221.0, 2185.0, 2061.0, 52.5], shoonya_0sBTB9U5Z5EQMI, 6491039]
[paragraph, [221.0, 2237.5, 2061.0, 52.5], shoonya_0sBTB9U5Z5EQMI, 6491039]
[paragraph, [221.0, 2290.0, 2061.0, 52.5], shoonya_0sBTB9U5Z5EQMI, 6491039]
[paragraph, [221.0, 2342.5, 2061.0, 52.5], shoonya_0sBTB9U5Z5EQMI, 6491039]
[paragraph, [221.0, 2395.0, 2061.0, 52.5], shoonya_0sBTB9U5Z5EQMI, 6491039]
[paragraph, [221.0, 2447.5, 2061.0, 52.5], shoonya_0sBTB9U5Z5EQMI, 6491039]
[paragraph, [221.0, 2500.0, 2061.0, 52.5], shoonya_0sBTB9U5Z5EQMI, 6491039]
[sub-section-title, [223.0, 2885.0, 722.0, 73.5], GvUi7UkJrJ, 6491039]
[paragraph, [204.0, 2987.0, 2074.0, 52.5], FdrmNptvUD, 6491039]
[paragraph, [204.0, 3039.5, 2074.0, 52.5], FdrmNptvUD, 6491039]
[sub-section-title, [217.0, 3210.0, 716.0, 73.5], _pTf8eCSmd, 6491039]
[paragraph, [217.0, 3315.0, 1135.0, 52.5], WNwee-HW03, 6491039]
