[1241, 798]
[folio, [86.0, 61.0, 145.0, 18.0], 3XuxevvTC0, 5701745]
[folio, [86.0, 79.0, 145.0, 18.0], 3XuxevvTC0, 5701745]
[paragraph, [88.0, 112.0, 619.0, 18.0], shoonya_4s63CAJPWRAKGJ, 5701745]
[paragraph, [88.0, 130.0, 619.0, 18.0], shoonya_4s63CAJPWRAKGJ, 5701745]
[paragraph, [88.0, 148.0, 619.0, 18.0], shoonya_4s63CAJPWRAKGJ, 5701745]
[paragraph, [88.0, 166.0, 619.0, 18.0], shoonya_4s63CAJPWRAKGJ, 5701745]
[paragraph, [88.0, 184.0, 619.0, 18.0], shoonya_4s63CAJPWRAKGJ, 5701745]
[paragraph, [88.0, 202.0, 619.0, 18.0], shoonya_4s63CAJPWRAKGJ, 5701745]
[paragraph, [88.0, 220.0, 619.0, 18.0], shoonya_4s63CAJPWRAKGJ, 5701745]
[paragraph, [88.0, 238.0, 619.0, 18.0], shoonya_4s63CAJPWRAKGJ, 5701745]
[paragraph, [88.0, 256.0, 619.0, 18.0], shoonya_4s63CAJPWRAKGJ, 5701745]
[paragraph, [88.0, 274.0, 619.0, 18.0], shoonya_4s63CAJPWRAKGJ, 5701745]
[paragraph, [89.0, 304.0, 619.0, 18.0], shoonya_2sBDA0HJRZ59SB, 5701745]
[paragraph, [89.0, 322.0, 619.0, 18.0], shoonya_2sBDA0HJRZ59SB, 5701745]
[paragraph, [89.0, 340.0, 619.0, 18.0], shoonya_2sBDA0HJRZ59SB, 5701745]
[paragraph, [89.0, 358.0, 619.0, 18.0], shoonya_2sBDA0HJRZ59SB, 5701745]
[paragraph, [89.0, 376.0, 619.0, 18.0], shoonya_2sBDA0HJRZ59SB, 5701745]
[paragraph, [89.0, 394.0, 619.0, 18.0], shoonya_2sBDA0HJRZ59SB, 5701745]
[paragraph, [89.0, 412.0, 619.0, 18.0], shoonya_2sBDA0HJRZ59SB, 5701745]
[paragraph, [89.0, 430.0, 619.0, 18.0], shoonya_2sBDA0HJRZ59SB, 5701745]
[paragraph, [89.0, 448.0, 619.0, 18.0], shoonya_2sBDA0HJRZ59SB, 5701745]
[paragraph, [89.0, 466.0, 619.0, 18.0], shoonya_2sBDA0HJRZ59SB, 5701745]
[paragraph, [89.0, 484.0, 619.0, 18.0], shoonya_2sBDA0HJRZ59SB, 5701745]
[paragraph, [86.0, 530.0, 620.0, 18.0], shoonya_0sPRPXIBRPE09C, 5701745]
[paragraph, [86.0, 548.0, 620.0, 18.0], shoonya_0sPRPXIBRPE09C, 5701745]
[paragraph, [86.0, 566.0, 620.0, 18.0], shoonya_0sPRPXIBRPE09C, 5701745]
[paragraph, [86.0, 584.0, 620.0, 18.0], shoonya_0sPRPXIBRPE09C, 5701745]
[paragraph, [86.0, 602.0, 620.0, 18.0], shoonya_0sPRPXIBRPE09C, 5701745]
[paragraph, [86.0, 620.0, 620.0, 18.0], shoonya_0sPRPXIBRPE09C, 5701745]
[paragraph, [86.0, 638.0, 620.0, 18.0], shoonya_0sPRPXIBRPE09C, 5701745]
[paragraph, [86.0, 656.0, 620.0, 18.0], shoonya_0sPRPXIBRPE09C, 5701745]
[paragraph, [88.0, 686.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 704.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 722.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 740.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 758.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 776.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 794.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 812.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 830.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 848.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 866.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 884.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 902.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 920.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 938.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 956.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [88.0, 974.0, 618.0, 18.0], shoonya_1sJQN4U1X07Z0D, 5701745]
[paragraph, [89.0, 1012.0, 619.0, 18.0], j-odIz97Kg, 5701745]
[paragraph, [89.0, 1030.0, 619.0, 18.0], j-odIz97Kg, 5701745]
[paragraph, [89.0, 1048.0, 619.0, 18.0], j-odIz97Kg, 5701745]
[paragraph, [89.0, 1066.0, 619.0, 18.0], j-odIz97Kg, 5701745]
[paragraph, [89.0, 1102.0, 623.0, 18.0], bhY8V1LSAD, 5701745]
[paragraph, [89.0, 1120.0, 623.0, 18.0], bhY8V1LSAD, 5701745]
[paragraph, [89.0, 1138.0, 623.0, 18.0], bhY8V1LSAD, 5701745]
[paragraph, [89.0, 1156.0, 623.0, 18.0], bhY8V1LSAD, 5701745]
