[3509, 2480]
[paragraph, [328.0, 393.0, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 445.5, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 498.0, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 550.5, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 603.0, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 655.5, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 708.0, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 760.5, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 813.0, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 865.5, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 918.0, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 970.5, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 1023.0, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 1075.5, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 1128.0, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 1180.5, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 1233.0, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 1285.5, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 1338.0, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 1390.5, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 1443.0, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 1495.5, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [328.0, 1548.0, 1858.0, 52.5], 3_GCP--q3e, 5724442]
[paragraph, [331.0, 1613.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 1665.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 1718.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 1770.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 1823.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 1875.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 1928.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 1980.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2033.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2085.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2138.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2190.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2243.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2295.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2348.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2400.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2453.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2505.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2558.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2610.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2663.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2715.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2768.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2820.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2873.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2925.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 2978.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 3030.5, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
[paragraph, [331.0, 3083.0, 1865.0, 52.5], JqLzsO0Tmf, 5724442]
