[1267, 845]
[paragraph, [42.0, 36.0, 768.0, 18.0], shoonya_2sRDAK5EX7MZHB, 5751099]
[paragraph, [42.0, 54.0, 768.0, 18.0], shoonya_2sRDAK5EX7MZHB, 5751099]
[paragraph, [42.0, 72.0, 768.0, 18.0], shoonya_2sRDAK5EX7MZHB, 5751099]
[paragraph, [42.0, 90.0, 768.0, 18.0], shoonya_2sRDAK5EX7MZHB, 5751099]
[paragraph, [42.0, 108.0, 768.0, 18.0], shoonya_2sRDAK5EX7MZHB, 5751099]
[paragraph, [42.0, 126.0, 768.0, 18.0], shoonya_2sRDAK5EX7MZHB, 5751099]
[paragraph, [42.0, 144.0, 768.0, 18.0], shoonya_2sRDAK5EX7MZHB, 5751099]
[paragraph, [44.0, 168.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 186.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 204.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 222.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 240.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 258.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 276.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 294.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 312.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 330.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 348.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 366.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 384.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 402.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 420.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 438.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 456.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 474.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 492.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 510.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 528.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 546.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 564.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 582.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 600.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 618.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 636.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 654.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 672.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 690.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 708.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 726.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 744.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 762.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 780.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 798.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 816.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 834.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 852.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 870.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 888.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 906.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 924.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 942.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 960.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 978.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 996.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 1014.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 1032.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 1050.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 1068.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
[paragraph, [44.0, 1086.0, 768.0, 18.0], shoonya_0sYQO6OTQ2W2D0, 5751099]
