[2339, 1653]
[paragraph, [215.0, 104.0, 432.0, 36.0], 7mKd0yvXPn, 5660492]
[paragraph, [225.0, 167.0, 1220.0, 36.0], shoonya_6sRUBTFGPJXEEQ, 5660492]
[paragraph, [225.0, 203.0, 1220.0, 36.0], shoonya_6sRUBTFGPJXEEQ, 5660492]
[paragraph, [225.0, 239.0, 1220.0, 36.0], shoonya_6sRUBTFGPJXEEQ, 5660492]
[paragraph, [225.0, 275.0, 1220.0, 36.0], shoonya_6sRUBTFGPJXEEQ, 5660492]
[paragraph, [225.0, 311.0, 1220.0, 36.0], shoonya_6sRUBTFGPJXEEQ, 5660492]
[paragraph, [223.0, 358.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 394.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 430.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 466.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 502.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 538.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 574.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 610.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 646.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 682.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 718.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 754.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 790.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 826.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 862.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [223.0, 898.0, 1212.0, 36.0], shoonya_1s0G7D20ECU2SQ, 5660492]
[paragraph, [221.0, 966.0, 1210.0, 36.0], shoonya_3sFJZ3RFWJKMF2, 5660492]
[paragraph, [221.0, 1002.0, 1210.0, 36.0], shoonya_3sFJZ3RFWJKMF2, 5660492]
[paragraph, [221.0, 1038.0, 1210.0, 36.0], shoonya_3sFJZ3RFWJKMF2, 5660492]
[paragraph, [221.0, 1074.0, 1210.0, 36.0], shoonya_3sFJZ3RFWJKMF2, 5660492]
[paragraph, [221.0, 1110.0, 1210.0, 36.0], shoonya_3sFJZ3RFWJKMF2, 5660492]
[paragraph, [217.0, 1152.0, 1210.0, 36.0], shoonya_2sH3YPO6BB1MAP, 5660492]
[paragraph, [217.0, 1188.0, 1210.0, 36.0], shoonya_2sH3YPO6BB1MAP, 5660492]
[paragraph, [217.0, 1224.0, 1210.0, 36.0], shoonya_2sH3YPO6BB1MAP, 5660492]
[paragraph, [217.0, 1260.0, 1210.0, 36.0], shoonya_2sH3YPO6BB1MAP, 5660492]
[paragraph, [217.0, 1296.0, 1210.0, 36.0], shoonya_2sH3YPO6BB1MAP, 5660492]
[paragraph, [217.0, 1332.0, 1210.0, 36.0], shoonya_2sH3YPO6BB1MAP, 5660492]
[paragraph, [217.0, 1368.0, 1210.0, 36.0], shoonya_2sH3YPO6BB1MAP, 5660492]
[paragraph, [217.0, 1404.0, 1210.0, 36.0], shoonya_2sH3YPO6BB1MAP, 5660492]
[paragraph, [217.0, 1440.0, 1210.0, 36.0], shoonya_2sH3YPO6BB1MAP, 5660492]
[paragraph, [212.0, 1480.0, 1216.0, 36.0], shoonya_4sB6HV85GNPAXD, 5660492]
[paragraph, [212.0, 1516.0, 1216.0, 36.0], shoonya_4sB6HV85GNPAXD, 5660492]
[paragraph, [212.0, 1552.0, 1216.0, 36.0], shoonya_4sB6HV85GNPAXD, 5660492]
[paragraph, [207.0, 1620.0, 1220.0, 36.0], shoonya_0sD91BF5BS3EJF, 5660492]
[paragraph, [207.0, 1656.0, 1220.0, 36.0], shoonya_0sD91BF5BS3EJF, 5660492]
[paragraph, [207.0, 1692.0, 1220.0, 36.0], shoonya_0sD91BF5BS3EJF, 5660492]
[paragraph, [207.0, 1728.0, 1220.0, 36.0], shoonya_0sD91BF5BS3EJF, 5660492]
[paragraph, [207.0, 1764.0, 1220.0, 36.0], shoonya_0sD91BF5BS3EJF, 5660492]
[paragraph, [207.0, 1800.0, 1220.0, 36.0], shoonya_0sD91BF5BS3EJF, 5660492]
[paragraph, [207.0, 1836.0, 1220.0, 36.0], shoonya_0sD91BF5BS3EJF, 5660492]
[paragraph, [207.0, 1872.0, 1220.0, 36.0], shoonya_0sD91BF5BS3EJF, 5660492]
[paragraph, [207.0, 1908.0, 1220.0, 36.0], shoonya_0sD91BF5BS3EJF, 5660492]
