[3690, 2970]
[folio, [2132.0, 135.0, 589.0, 52.5], PUv7Z607at, 5698144]
[folio, [2132.0, 187.5, 589.0, 52.5], PUv7Z607at, 5698144]
[paragraph, [256.0, 412.0, 2470.0, 52.5], shoonya_1sLRBACCT8G9YU, 5698144]
[paragraph, [256.0, 464.5, 2470.0, 52.5], shoonya_1sLRBACCT8G9YU, 5698144]
[paragraph, [256.0, 517.0, 2470.0, 52.5], shoonya_1sLRBACCT8G9YU, 5698144]
[paragraph, [256.0, 569.5, 2470.0, 52.5], shoonya_1sLRBACCT8G9YU, 5698144]
[paragraph, [256.0, 622.0, 2470.0, 52.5], shoonya_1sLRBACCT8G9YU, 5698144]
[paragraph, [256.0, 674.5, 2470.0, 52.5], shoonya_1sLRBACCT8G9YU, 5698144]
[paragraph, [254.0, 817.0, 2485.0, 52.5], shoonya_0s9OTB8F8MUSEH, 5698144]
[paragraph, [254.0, 869.5, 2485.0, 52.5], shoonya_0s9OTB8F8MUSEH, 5698144]
[paragraph, [254.0, 922.0, 2485.0, 52.5], shoonya_0s9OTB8F8MUSEH, 5698144]
[paragraph, [254.0, 974.5, 2485.0, 52.5], shoonya_0s9OTB8F8MUSEH, 5698144]
[paragraph, [254.0, 1027.0, 2485.0, 52.5], shoonya_0s9OTB8F8MUSEH, 5698144]
[paragraph, [254.0, 1079.5, 2485.0, 52.5], shoonya_0s9OTB8F8MUSEH, 5698144]
[paragraph, [254.0, 1132.0, 2485.0, 52.5], shoonya_0s9OTB8F8MUSEH, 5698144]
[paragraph, [254.0, 1184.5, 2485.0, 52.5], shoonya_0s9OTB8F8MUSEH, 5698144]
[paragraph, [254.0, 1237.0, 2485.0, 52.5], shoonya_0s9OTB8F8MUSEH, 5698144]
[paragraph, [254.0, 1289.5, 2485.0, 52.5], shoonya_0s9OTB8F8MUSEH, 5698144]
[paragraph, [254.0, 1342.0, 2485.0, 52.5], shoonya_0s9OTB8F8MUSEH, 5698144]
[paragraph, [254.0, 1394.5, 2485.0, 52.5], shoonya_0s9OTB8F8MUSEH, 5698144]
