[1200, 825]
[paragraph, [145.0, 108.0, 534.0, 18.0], shoonya_1sZTA5MET3YDFR, 5690920]
[paragraph, [145.0, 126.0, 534.0, 18.0], shoonya_1sZTA5MET3YDFR, 5690920]
[paragraph, [145.0, 144.0, 534.0, 18.0], shoonya_1sZTA5MET3YDFR, 5690920]
[paragraph, [145.0, 162.0, 534.0, 18.0], shoonya_1sZTA5MET3YDFR, 5690920]
[paragraph, [145.0, 180.0, 534.0, 18.0], shoonya_1sZTA5MET3YDFR, 5690920]
[paragraph, [144.0, 200.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 218.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 236.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 254.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 272.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 290.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 308.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 326.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 344.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 362.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 380.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 398.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 416.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 434.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 452.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 470.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 488.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 506.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 524.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 542.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 560.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 578.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 596.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 614.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 632.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 650.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 668.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 686.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [144.0, 704.0, 538.0, 18.0], shoonya_2sLK6EIEXMFQY0, 5690920]
[paragraph, [143.0, 724.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 742.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 760.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 778.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 796.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 814.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 832.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 850.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 868.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 886.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 904.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 922.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 940.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 958.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 976.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 994.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 1012.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
[paragraph, [143.0, 1030.0, 540.0, 18.0], shoonya_0sBUQILQA00TRC, 5690920]
