[2200, 1700]
[paragraph, [260.0, 62.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 98.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 134.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 170.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 206.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 242.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 278.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 314.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 350.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 386.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 422.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 458.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 494.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 530.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 566.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 602.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 638.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 674.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 710.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 746.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 782.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [260.0, 818.0, 1099.0, 36.0], shoonya_0sQURAEMRS3Z0I, 5730781]
[paragraph, [247.0, 867.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 903.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 939.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 975.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1011.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1047.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1083.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1119.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1155.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1191.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1227.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1263.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1299.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1335.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1371.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1407.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1443.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1479.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1515.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1551.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1587.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1623.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1659.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1695.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1731.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1767.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1803.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1839.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[paragraph, [247.0, 1875.0, 1097.0, 36.0], shoonya_1sW5KK3SYNHR06, 5730781]
[folio, [252.0, 2011.0, 350.0, 36.0], HEXK3IGkkf, 5730781]
