[2200, 1700]
[section-title, [1166.0, 641.0, 144.0, 52.5], fiN6dVYWey, 5652142]
[paragraph, [276.0, 819.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 855.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 891.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 927.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 963.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 999.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 1035.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 1071.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 1107.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 1143.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 1179.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 1215.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 1251.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 1287.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 1323.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 1359.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 1395.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 1431.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [276.0, 1467.0, 1039.0, 36.0], shoonya_0sK60NSDOIGTQO, 5652142]
[paragraph, [278.0, 1519.0, 1042.0, 36.0], shoonya_1sB38W1EBITM3H, 5652142]
[paragraph, [278.0, 1555.0, 1042.0, 36.0], shoonya_1sB38W1EBITM3H, 5652142]
[paragraph, [278.0, 1591.0, 1042.0, 36.0], shoonya_1sB38W1EBITM3H, 5652142]
[paragraph, [278.0, 1627.0, 1042.0, 36.0], shoonya_1sB38W1EBITM3H, 5652142]
[paragraph, [278.0, 1663.0, 1042.0, 36.0], shoonya_1sB38W1EBITM3H, 5652142]
[paragraph, [278.0, 1699.0, 1042.0, 36.0], shoonya_1sB38W1EBITM3H, 5652142]
[paragraph, [278.0, 1735.0, 1042.0, 36.0], shoonya_1sB38W1EBITM3H, 5652142]
[paragraph, [278.0, 1771.0, 1042.0, 36.0], shoonya_1sB38W1EBITM3H, 5652142]
[folio, [1102.0, 1874.0, 121.0, 36.0], crNbCPl6V9, 5652142]
