[2241, 1705]
[paragraph, [856.0, 179.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 215.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 251.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 287.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 323.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 359.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 395.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 431.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 467.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 503.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 539.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 575.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 611.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 647.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 683.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 719.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 755.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [856.0, 791.0, 749.0, 36.0], shoonya_0sE85F6169U55T, 5654722]
[paragraph, [75.0, 183.0, 760.0, 36.0], shoonya_5sQV4EQ277YDDF, 5654722]
[paragraph, [75.0, 219.0, 760.0, 36.0], shoonya_5sQV4EQ277YDDF, 5654722]
[paragraph, [75.0, 255.0, 760.0, 36.0], shoonya_5sQV4EQ277YDDF, 5654722]
[paragraph, [75.0, 291.0, 760.0, 36.0], shoonya_5sQV4EQ277YDDF, 5654722]
[paragraph, [75.0, 327.0, 760.0, 36.0], shoonya_5sQV4EQ277YDDF, 5654722]
[paragraph, [75.0, 363.0, 760.0, 36.0], shoonya_5sQV4EQ277YDDF, 5654722]
[paragraph, [75.0, 399.0, 760.0, 36.0], shoonya_5sQV4EQ277YDDF, 5654722]
[paragraph, [75.0, 435.0, 760.0, 36.0], shoonya_5sQV4EQ277YDDF, 5654722]
[paragraph, [81.0, 490.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 526.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 562.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 598.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 634.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 670.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 706.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 742.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 778.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 814.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 850.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 886.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 922.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 958.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 994.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 1030.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 1066.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 1102.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 1138.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 1174.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 1210.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 1246.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 1282.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 1318.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 1354.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [81.0, 1390.0, 761.0, 36.0], shoonya_4sZY2K3855SLP2, 5654722]
[paragraph, [863.0, 826.0, 737.0, 36.0], shoonya_1sLGU6SJEVAG4D, 5654722]
[paragraph, [863.0, 862.0, 737.0, 36.0], shoonya_1sLGU6SJEVAG4D, 5654722]
[paragraph, [863.0, 898.0, 737.0, 36.0], shoonya_1sLGU6SJEVAG4D, 5654722]
[paragraph, [863.0, 934.0, 737.0, 36.0], shoonya_1sLGU6SJEVAG4D, 5654722]
[paragraph, [863.0, 970.0, 737.0, 36.0], shoonya_1sLGU6SJEVAG4D, 5654722]
[paragraph, [863.0, 1006.0, 737.0, 36.0], shoonya_1sLGU6SJEVAG4D, 5654722]
[paragraph, [863.0, 1042.0, 737.0, 36.0], shoonya_1sLGU6SJEVAG4D, 5654722]
[paragraph, [863.0, 1078.0, 737.0, 36.0], shoonya_1sLGU6SJEVAG4D, 5654722]
[paragraph, [863.0, 1114.0, 737.0, 36.0], shoonya_1sLGU6SJEVAG4D, 5654722]
[paragraph, [863.0, 1150.0, 737.0, 36.0], shoonya_1sLGU6SJEVAG4D, 5654722]
[paragraph, [858.0, 1169.0, 741.0, 36.0], shoonya_2sD0IQGJR4ABNB, 5654722]
[paragraph, [858.0, 1205.0, 741.0, 36.0], shoonya_2sD0IQGJR4ABNB, 5654722]
[paragraph, [858.0, 1241.0, 741.0, 36.0], shoonya_2sD0IQGJR4ABNB, 5654722]
[paragraph, [858.0, 1277.0, 741.0, 36.0], shoonya_2sD0IQGJR4ABNB, 5654722]
[paragraph, [858.0, 1313.0, 741.0, 36.0], shoonya_2sD0IQGJR4ABNB, 5654722]
[paragraph, [858.0, 1349.0, 741.0, 36.0], shoonya_2sD0IQGJR4ABNB, 5654722]
[paragraph, [858.0, 1385.0, 741.0, 36.0], shoonya_2sD0IQGJR4ABNB, 5654722]
[paragraph, [858.0, 1421.0, 741.0, 36.0], shoonya_2sD0IQGJR4ABNB, 5654722]
[paragraph, [858.0, 1457.0, 741.0, 36.0], shoonya_2sD0IQGJR4ABNB, 5654722]
[paragraph, [858.0, 1493.0, 741.0, 36.0], shoonya_2sD0IQGJR4ABNB, 5654722]
[paragraph, [858.0, 1529.0, 741.0, 36.0], shoonya_2sD0IQGJR4ABNB, 5654722]
[paragraph, [858.0, 1565.0, 741.0, 36.0], shoonya_2sD0IQGJR4ABNB, 5654722]
[paragraph, [101.0, 1429.0, 738.0, 36.0], shoonya_7s4WPGTKEKWWVV, 5654722]
[paragraph, [101.0, 1465.0, 738.0, 36.0], shoonya_7s4WPGTKEKWWVV, 5654722]
[paragraph, [101.0, 1501.0, 738.0, 36.0], shoonya_7s4WPGTKEKWWVV, 5654722]
[paragraph, [101.0, 1537.0, 738.0, 36.0], shoonya_7s4WPGTKEKWWVV, 5654722]
[paragraph, [101.0, 1573.0, 738.0, 36.0], shoonya_7s4WPGTKEKWWVV, 5654722]
[paragraph, [101.0, 1609.0, 738.0, 36.0], shoonya_7s4WPGTKEKWWVV, 5654722]
[paragraph, [872.0, 1628.0, 730.0, 36.0], shoonya_6sD3MIN93ZN9L4, 5654722]
[paragraph, [872.0, 1664.0, 730.0, 36.0], shoonya_6sD3MIN93ZN9L4, 5654722]
[paragraph, [872.0, 1700.0, 730.0, 36.0], shoonya_6sD3MIN93ZN9L4, 5654722]
[paragraph, [872.0, 1736.0, 730.0, 36.0], shoonya_6sD3MIN93ZN9L4, 5654722]
[paragraph, [872.0, 1772.0, 730.0, 36.0], shoonya_6sD3MIN93ZN9L4, 5654722]
[paragraph, [872.0, 1808.0, 730.0, 36.0], shoonya_6sD3MIN93ZN9L4, 5654722]
[paragraph, [872.0, 1844.0, 730.0, 36.0], shoonya_6sD3MIN93ZN9L4, 5654722]
[paragraph, [872.0, 1880.0, 730.0, 36.0], shoonya_6sD3MIN93ZN9L4, 5654722]
[paragraph, [101.0, 1642.0, 745.0, 36.0], shoonya_3sCLV78DKC2U0Y, 5654722]
[paragraph, [101.0, 1678.0, 745.0, 36.0], shoonya_3sCLV78DKC2U0Y, 5654722]
[paragraph, [101.0, 1714.0, 745.0, 36.0], shoonya_3sCLV78DKC2U0Y, 5654722]
[paragraph, [101.0, 1750.0, 745.0, 36.0], shoonya_3sCLV78DKC2U0Y, 5654722]
[paragraph, [101.0, 1786.0, 745.0, 36.0], shoonya_3sCLV78DKC2U0Y, 5654722]
[paragraph, [101.0, 1822.0, 745.0, 36.0], shoonya_3sCLV78DKC2U0Y, 5654722]
[paragraph, [101.0, 1858.0, 745.0, 36.0], shoonya_3sCLV78DKC2U0Y, 5654722]
[paragraph, [101.0, 1894.0, 745.0, 36.0], shoonya_3sCLV78DKC2U0Y, 5654722]
[paragraph, [101.0, 1930.0, 745.0, 36.0], shoonya_3sCLV78DKC2U0Y, 5654722]
[paragraph, [101.0, 1966.0, 745.0, 36.0], shoonya_3sCLV78DKC2U0Y, 5654722]
[paragraph, [101.0, 2002.0, 745.0, 36.0], shoonya_3sCLV78DKC2U0Y, 5654722]
[paragraph, [101.0, 2038.0, 745.0, 36.0], shoonya_3sCLV78DKC2U0Y, 5654722]
[contact-info, [1230.0, 1945.0, 406.0, 36.0], Ra2a9Y86Qa, 5654722]
[contact-info, [1230.0, 1981.0, 406.0, 36.0], Ra2a9Y86Qa, 5654722]
[contact-info, [1230.0, 2017.0, 406.0, 36.0], Ra2a9Y86Qa, 5654722]
[folio, [766.0, 2087.0, 185.0, 36.0], Pyt4QPjH4F, 5654722]
[footnote, [498.0, 2189.0, 698.0, 36.0], KELAJNHjY5, 5654722]
