[5478, 3644]
[folio, [344.0, 404.0, 840.0, 52.5], RuEfhhE_ct, 5710183]
[folio, [344.0, 456.5, 840.0, 52.5], RuEfhhE_ct, 5710183]
[folio, [344.0, 509.0, 840.0, 52.5], RuEfhhE_ct, 5710183]
[paragraph, [350.0, 601.0, 2561.0, 52.5], shoonya_0sZDJ2E60GW3W9, 5710183]
[paragraph, [350.0, 653.5, 2561.0, 52.5], shoonya_0sZDJ2E60GW3W9, 5710183]
[paragraph, [350.0, 706.0, 2561.0, 52.5], shoonya_0sZDJ2E60GW3W9, 5710183]
[paragraph, [350.0, 758.5, 2561.0, 52.5], shoonya_0sZDJ2E60GW3W9, 5710183]
[paragraph, [350.0, 811.0, 2561.0, 52.5], shoonya_0sZDJ2E60GW3W9, 5710183]
[paragraph, [363.0, 891.0, 2554.0, 52.5], JTBeKyv7QQ, 5710183]
[paragraph, [363.0, 943.5, 2554.0, 52.5], JTBeKyv7QQ, 5710183]
[paragraph, [363.0, 996.0, 2554.0, 52.5], JTBeKyv7QQ, 5710183]
[paragraph, [363.0, 1048.5, 2554.0, 52.5], JTBeKyv7QQ, 5710183]
[paragraph, [363.0, 1101.0, 2554.0, 52.5], JTBeKyv7QQ, 5710183]
[paragraph, [330.0, 1167.0, 2605.0, 52.5], JdE3optqkI, 5710183]
[paragraph, [330.0, 1219.5, 2605.0, 52.5], JdE3optqkI, 5710183]
[paragraph, [330.0, 1272.0, 2605.0, 52.5], JdE3optqkI, 5710183]
[paragraph, [330.0, 1324.5, 2605.0, 52.5], JdE3optqkI, 5710183]
[paragraph, [307.0, 2058.0, 2637.0, 52.5], ZiIzeoygqB, 5710183]
[paragraph, [307.0, 2110.5, 2637.0, 52.5], ZiIzeoygqB, 5710183]
[paragraph, [307.0, 2163.0, 2637.0, 52.5], ZiIzeoygqB, 5710183]
[paragraph, [307.0, 2215.5, 2637.0, 52.5], ZiIzeoygqB, 5710183]
[paragraph, [307.0, 2268.0, 2637.0, 52.5], ZiIzeoygqB, 5710183]
[paragraph, [335.0, 2357.0, 2614.0, 52.5], RdgWJC7vUc, 5710183]
[paragraph, [335.0, 2409.5, 2614.0, 52.5], RdgWJC7vUc, 5710183]
[paragraph, [335.0, 2462.0, 2614.0, 52.5], RdgWJC7vUc, 5710183]
[paragraph, [335.0, 2514.5, 2614.0, 52.5], RdgWJC7vUc, 5710183]
[paragraph, [335.0, 2567.0, 2614.0, 52.5], RdgWJC7vUc, 5710183]
[paragraph, [335.0, 2619.5, 2614.0, 52.5], RdgWJC7vUc, 5710183]
[paragraph, [335.0, 2672.0, 2614.0, 52.5], RdgWJC7vUc, 5710183]
[quote, [514.0, 2743.0, 868.0, 52.5], 55eMtShgnI, 5710183]
[quote, [514.0, 2795.5, 868.0, 52.5], 55eMtShgnI, 5710183]
[paragraph, [556.0, 2876.0, 1553.0, 52.5], CWIQ_xSe1t, 5710183]
[paragraph, [556.0, 2928.5, 1553.0, 52.5], CWIQ_xSe1t, 5710183]
[paragraph, [579.0, 3000.0, 285.0, 52.5], shoonya_1s03WAB6F0STXJ, 5710183]
[paragraph, [537.0, 3115.0, 1911.0, 52.5], lrEcRmiXnP, 5710183]
[paragraph, [537.0, 3167.5, 1911.0, 52.5], lrEcRmiXnP, 5710183]
[paragraph, [312.0, 3262.0, 2614.0, 52.5], JlxOLZJLg8, 5710183]
[paragraph, [312.0, 3314.5, 2614.0, 52.5], JlxOLZJLg8, 5710183]
[paragraph, [312.0, 3367.0, 2614.0, 52.5], JlxOLZJLg8, 5710183]
[paragraph, [312.0, 3419.5, 2614.0, 52.5], JlxOLZJLg8, 5710183]
[paragraph, [510.0, 3534.0, 2260.0, 52.5], gVD4uriVDO, 5710183]
[paragraph, [510.0, 3586.5, 2260.0, 52.5], gVD4uriVDO, 5710183]
[paragraph, [275.0, 3648.0, 2600.0, 52.5], Sov9pef0wD, 5710183]
[paragraph, [275.0, 3700.5, 2600.0, 52.5], Sov9pef0wD, 5710183]
[paragraph, [275.0, 3753.0, 2600.0, 52.5], Sov9pef0wD, 5710183]
[paragraph, [275.0, 3805.5, 2600.0, 52.5], Sov9pef0wD, 5710183]
[paragraph, [275.0, 3858.0, 2600.0, 52.5], Sov9pef0wD, 5710183]
[paragraph, [275.0, 3910.5, 2600.0, 52.5], Sov9pef0wD, 5710183]
[paragraph, [275.0, 3963.0, 2600.0, 52.5], Sov9pef0wD, 5710183]
[paragraph, [275.0, 4015.5, 2600.0, 52.5], Sov9pef0wD, 5710183]
[paragraph, [275.0, 4068.0, 2600.0, 52.5], Sov9pef0wD, 5710183]
[paragraph, [275.0, 4120.5, 2600.0, 52.5], Sov9pef0wD, 5710183]
[paragraph, [533.0, 4195.0, 2256.0, 52.5], tSzNBUmYXK, 5710183]
[paragraph, [533.0, 4247.5, 2256.0, 52.5], tSzNBUmYXK, 5710183]
[quote, [501.0, 4307.0, 1043.0, 52.5], qFdd2EVf8r, 5710183]
[quote, [501.0, 4359.5, 1043.0, 52.5], qFdd2EVf8r, 5710183]
[paragraph, [335.0, 4448.0, 2564.0, 52.5], jK8n6xy5dI, 5710183]
[paragraph, [335.0, 4500.5, 2564.0, 52.5], jK8n6xy5dI, 5710183]
[paragraph, [335.0, 4553.0, 2564.0, 52.5], jK8n6xy5dI, 5710183]
[paragraph, [335.0, 4605.5, 2564.0, 52.5], jK8n6xy5dI, 5710183]
[quote, [533.0, 4705.0, 1098.0, 52.5], 1fibiBDF3v, 5710183]
[quote, [533.0, 4757.5, 1098.0, 52.5], 1fibiBDF3v, 5710183]
