[1437, 878]
[headline, [370.0, 87.0, 188.0, 25.5], shoonya_0sZ28J3HK27IVL, 5770314]
[paragraph, [444.0, 155.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 173.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 191.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 209.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 227.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 245.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 263.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 281.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 299.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 317.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 335.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 353.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 371.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 389.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 407.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 425.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 443.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 461.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 479.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 497.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 515.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 533.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 551.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 569.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 587.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 605.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 623.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 641.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 659.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 677.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 695.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 713.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 731.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 749.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 767.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 785.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 803.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 821.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 839.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 857.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 875.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 893.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 911.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 929.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 947.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 965.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 983.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 1001.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 1019.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 1037.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 1055.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 1073.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 1091.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 1109.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 1127.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 1145.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 1163.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [444.0, 1181.0, 355.0, 18.0], BtcrWdYdGv, 5770314]
[paragraph, [73.0, 156.0, 366.0, 18.0], EF48CevoZT, 5770314]
[paragraph, [73.0, 174.0, 366.0, 18.0], EF48CevoZT, 5770314]
[paragraph, [73.0, 192.0, 366.0, 18.0], EF48CevoZT, 5770314]
[paragraph, [73.0, 210.0, 366.0, 18.0], EF48CevoZT, 5770314]
[paragraph, [73.0, 228.0, 366.0, 18.0], EF48CevoZT, 5770314]
[paragraph, [73.0, 246.0, 366.0, 18.0], EF48CevoZT, 5770314]
[paragraph, [73.0, 264.0, 366.0, 18.0], EF48CevoZT, 5770314]
[paragraph, [73.0, 282.0, 366.0, 18.0], EF48CevoZT, 5770314]
[paragraph, [73.0, 300.0, 366.0, 18.0], EF48CevoZT, 5770314]
[paragraph, [73.0, 318.0, 366.0, 18.0], EF48CevoZT, 5770314]
[paragraph, [73.0, 336.0, 366.0, 18.0], EF48CevoZT, 5770314]
[paragraph, [73.0, 354.0, 366.0, 18.0], EF48CevoZT, 5770314]
[section-title, [89.0, 377.0, 159.0, 30.0], AdEyR96omH, 5770314]
[paragraph, [86.0, 409.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 427.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 445.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 463.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 481.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 499.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 517.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
