[1275, 1650]
[folio, [209.0, 130.0, 570.0, 18.0], shoonya_7sN5EWISYN33XT, 5764946]
[folio, [209.0, 148.0, 570.0, 18.0], shoonya_7sN5EWISYN33XT, 5764946]
[folio, [209.0, 166.0, 570.0, 18.0], shoonya_7sN5EWISYN33XT, 5764946]
[folio, [209.0, 184.0, 570.0, 18.0], shoonya_7sN5EWISYN33XT, 5764946]
[folio, [209.0, 202.0, 570.0, 18.0], shoonya_7sN5EWISYN33XT, 5764946]
[folio, [209.0, 220.0, 570.0, 18.0], shoonya_7sN5EWISYN33XT, 5764946]
[folio, [209.0, 238.0, 570.0, 18.0], shoonya_7sN5EWISYN33XT, 5764946]
[folio, [209.0, 256.0, 570.0, 18.0], shoonya_7sN5EWISYN33XT, 5764946]
[folio, [209.0, 274.0, 570.0, 18.0], shoonya_7sN5EWISYN33XT, 5764946]
[folio, [209.0, 292.0, 570.0, 18.0], shoonya_7sN5EWISYN33XT, 5764946]
[second-level-question, [841.0, 253.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 271.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 289.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 307.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 325.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 343.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 361.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 379.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 397.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 415.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 433.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 451.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 469.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 487.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 505.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 523.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[second-level-question, [841.0, 541.0, 752.0, 18.0], FGQ9-nKpsw, 5764946]
[sidebar, [88.0, 321.0, 117.0, 18.0], shoonya_5s8Q6NGTGDXK00, 5764946]
[sidebar, [565.0, 321.0, 212.0, 18.0], j3vLFVp1R2, 5764946]
[sidebar, [682.0, 412.0, 113.0, 18.0], fQokiw3ClN, 5764946]
[sidebar, [682.0, 430.0, 113.0, 18.0], fQokiw3ClN, 5764946]
[sidebar, [682.0, 466.0, 115.0, 18.0], Ota_zuonwa, 5764946]
[sidebar, [682.0, 484.0, 115.0, 18.0], Ota_zuonwa, 5764946]
[second-level-question, [76.0, 517.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 535.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 553.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 571.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 589.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 607.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 625.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 643.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 661.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 679.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 697.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 715.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 733.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 751.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 769.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 787.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 805.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 823.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 841.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 859.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 877.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 895.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 913.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 931.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 949.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 967.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 985.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[second-level-question, [76.0, 1003.0, 736.0, 18.0], 0Eh0LT-wkc, 5764946]
[folio, [1227.0, 1070.0, 251.0, 18.0], shoonya_3sKHZPRMG5K0PH, 5764946]
[folio, [1227.0, 1088.0, 251.0, 18.0], shoonya_3sKHZPRMG5K0PH, 5764946]
