[1320, 1176]
[headline, [186.0, 240.0, 772.0, 25.5], xCwMSsez5u, 5694676]
[headline, [186.0, 265.5, 772.0, 25.5], xCwMSsez5u, 5694676]
[author, [478.0, 318.0, 139.0, 18.0], 5OLzQQX2nk, 5694676]
[paragraph, [735.0, 334.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 352.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 370.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 388.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 406.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 424.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 442.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 460.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 478.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 496.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 514.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 532.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 550.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 568.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 586.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 604.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 622.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [735.0, 640.0, 322.0, 18.0], 0o-AzHHfLt, 5694676]
[paragraph, [401.0, 344.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 362.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 380.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 398.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 416.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 434.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 452.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 470.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 488.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 506.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 524.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 542.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 560.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 578.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 596.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 614.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 632.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 650.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 668.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 686.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 704.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 722.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 740.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 758.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 776.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 794.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 812.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 830.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [401.0, 848.0, 326.0, 18.0], VBMOQIeRIf, 5694676]
[paragraph, [70.0, 348.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 366.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 384.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 402.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 420.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 438.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 456.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 474.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 492.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 510.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 528.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 546.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 564.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 582.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 600.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 618.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 636.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 654.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 672.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 690.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 708.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 726.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 744.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 762.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 780.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 798.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 816.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
