[792, 612]
[headline, [101.0, 25.0, 210.0, 25.5], shoonya_12sEC7BR4ZCFZE, 6515307]
[paragraph, [78.0, 112.0, 171.0, 18.0], shoonya_11s18MZ6XSC3E3, 6515307]
[paragraph, [78.0, 130.0, 171.0, 18.0], shoonya_11s18MZ6XSC3E3, 6515307]
[paragraph, [77.0, 170.0, 146.0, 18.0], shoonya_3sBOHG0H3LRUSJ, 6515307]
[paragraph, [77.0, 188.0, 146.0, 18.0], shoonya_3sBOHG0H3LRUSJ, 6515307]
[paragraph, [77.0, 206.0, 146.0, 18.0], shoonya_3sBOHG0H3LRUSJ, 6515307]
[paragraph, [77.0, 224.0, 146.0, 18.0], shoonya_3sBOHG0H3LRUSJ, 6515307]
[paragraph, [77.0, 242.0, 146.0, 18.0], shoonya_3sBOHG0H3LRUSJ, 6515307]
[paragraph, [77.0, 260.0, 146.0, 18.0], shoonya_3sBOHG0H3LRUSJ, 6515307]
[paragraph, [77.0, 286.0, 146.0, 18.0], shoonya_4sRNC7PQ5LWEHO, 6515307]
[paragraph, [77.0, 304.0, 146.0, 18.0], shoonya_4sRNC7PQ5LWEHO, 6515307]
[paragraph, [77.0, 322.0, 146.0, 18.0], shoonya_4sRNC7PQ5LWEHO, 6515307]
[paragraph, [77.0, 340.0, 146.0, 18.0], shoonya_4sRNC7PQ5LWEHO, 6515307]
[paragraph, [388.0, 312.0, 147.0, 18.0], shoonya_0sU9GLVL0QHJMM, 6515307]
[paragraph, [388.0, 330.0, 147.0, 18.0], shoonya_0sU9GLVL0QHJMM, 6515307]
[paragraph, [388.0, 348.0, 147.0, 18.0], shoonya_0sU9GLVL0QHJMM, 6515307]
[paragraph, [388.0, 366.0, 147.0, 18.0], shoonya_0sU9GLVL0QHJMM, 6515307]
[paragraph, [388.0, 384.0, 147.0, 18.0], shoonya_0sU9GLVL0QHJMM, 6515307]
[paragraph, [388.0, 402.0, 147.0, 18.0], shoonya_0sU9GLVL0QHJMM, 6515307]
[paragraph, [388.0, 420.0, 147.0, 18.0], shoonya_0sU9GLVL0QHJMM, 6515307]
[paragraph, [232.0, 313.0, 145.0, 18.0], shoonya_13sP86KQ7O5AHL, 6515307]
[paragraph, [233.0, 341.0, 148.0, 18.0], shoonya_10sN3TGDJD4IVN, 6515307]
[paragraph, [233.0, 359.0, 148.0, 18.0], shoonya_10sN3TGDJD4IVN, 6515307]
[paragraph, [233.0, 377.0, 148.0, 18.0], shoonya_10sN3TGDJD4IVN, 6515307]
[paragraph, [233.0, 395.0, 148.0, 18.0], shoonya_10sN3TGDJD4IVN, 6515307]
[paragraph, [233.0, 413.0, 148.0, 18.0], shoonya_10sN3TGDJD4IVN, 6515307]
[paragraph, [233.0, 431.0, 148.0, 18.0], shoonya_10sN3TGDJD4IVN, 6515307]
[paragraph, [76.0, 373.0, 147.0, 18.0], shoonya_1sYI8WLGFZYC1Y, 6515307]
[paragraph, [76.0, 391.0, 147.0, 18.0], shoonya_1sYI8WLGFZYC1Y, 6515307]
[paragraph, [76.0, 409.0, 147.0, 18.0], shoonya_1sYI8WLGFZYC1Y, 6515307]
[paragraph, [76.0, 427.0, 147.0, 18.0], shoonya_1sYI8WLGFZYC1Y, 6515307]
[paragraph, [76.0, 445.0, 147.0, 18.0], shoonya_1sYI8WLGFZYC1Y, 6515307]
[paragraph, [76.0, 463.0, 147.0, 18.0], shoonya_1sYI8WLGFZYC1Y, 6515307]
[paragraph, [388.0, 442.0, 149.0, 18.0], shoonya_9sOMT0XS292WQA, 6515307]
[paragraph, [388.0, 460.0, 149.0, 18.0], shoonya_9sOMT0XS292WQA, 6515307]
[paragraph, [233.0, 457.0, 147.0, 18.0], shoonya_8sJMSP33VX06OU, 6515307]
[paragraph, [233.0, 475.0, 147.0, 18.0], shoonya_8sJMSP33VX06OU, 6515307]
[paragraph, [233.0, 493.0, 147.0, 18.0], shoonya_8sJMSP33VX06OU, 6515307]
[paragraph, [233.0, 511.0, 147.0, 18.0], shoonya_8sJMSP33VX06OU, 6515307]
[paragraph, [233.0, 529.0, 147.0, 18.0], shoonya_8sJMSP33VX06OU, 6515307]
[paragraph, [388.0, 485.0, 149.0, 18.0], shoonya_5sUO22OU2BCS9C, 6515307]
[paragraph, [388.0, 503.0, 149.0, 18.0], shoonya_5sUO22OU2BCS9C, 6515307]
[paragraph, [388.0, 521.0, 149.0, 18.0], shoonya_5sUO22OU2BCS9C, 6515307]
[paragraph, [388.0, 539.0, 149.0, 18.0], shoonya_5sUO22OU2BCS9C, 6515307]
[paragraph, [388.0, 557.0, 149.0, 18.0], shoonya_5sUO22OU2BCS9C, 6515307]
[paragraph, [78.0, 488.0, 144.0, 18.0], shoonya_6sBNHSE56RGUH0, 6515307]
[paragraph, [78.0, 506.0, 144.0, 18.0], shoonya_6sBNHSE56RGUH0, 6515307]
[paragraph, [78.0, 524.0, 144.0, 18.0], shoonya_6sBNHSE56RGUH0, 6515307]
[paragraph, [78.0, 542.0, 144.0, 18.0], shoonya_6sBNHSE56RGUH0, 6515307]
[paragraph, [78.0, 560.0, 144.0, 18.0], shoonya_6sBNHSE56RGUH0, 6515307]
[paragraph, [78.0, 578.0, 144.0, 18.0], shoonya_6sBNHSE56RGUH0, 6515307]
[paragraph, [78.0, 596.0, 144.0, 18.0], shoonya_6sBNHSE56RGUH0, 6515307]
[paragraph, [78.0, 614.0, 144.0, 18.0], shoonya_6sBNHSE56RGUH0, 6515307]
[paragraph, [233.0, 557.0, 147.0, 18.0], shoonya_2sKK23A12CR94J, 6515307]
[paragraph, [233.0, 575.0, 147.0, 18.0], shoonya_2sKK23A12CR94J, 6515307]
[paragraph, [233.0, 593.0, 147.0, 18.0], shoonya_2sKK23A12CR94J, 6515307]
[paragraph, [233.0, 611.0, 147.0, 18.0], shoonya_2sKK23A12CR94J, 6515307]
[contact-info, [447.0, 587.0, 91.0, 18.0], shoonya_15sU5STSX7PS4P, 6515307]
[contact-info, [447.0, 605.0, 91.0, 18.0], shoonya_15sU5STSX7PS4P, 6515307]
