[1162, 749]
[folio, [341.0, 76.0, 83.0, 18.0], shoonya_3s3KUQFUQHUTP4, 5700001]
[paragraph, [86.0, 121.0, 588.0, 18.0], shoonya_2sOADD01FACBL7, 5700001]
[paragraph, [86.0, 139.0, 588.0, 18.0], shoonya_2sOADD01FACBL7, 5700001]
[paragraph, [86.0, 157.0, 588.0, 18.0], shoonya_2sOADD01FACBL7, 5700001]
[paragraph, [86.0, 175.0, 588.0, 18.0], shoonya_2sOADD01FACBL7, 5700001]
[paragraph, [86.0, 193.0, 588.0, 18.0], shoonya_2sOADD01FACBL7, 5700001]
[paragraph, [86.0, 211.0, 588.0, 18.0], shoonya_2sOADD01FACBL7, 5700001]
[paragraph, [86.0, 229.0, 588.0, 18.0], shoonya_2sOADD01FACBL7, 5700001]
[paragraph, [86.0, 247.0, 588.0, 18.0], shoonya_2sOADD01FACBL7, 5700001]
[paragraph, [86.0, 265.0, 588.0, 18.0], shoonya_2sOADD01FACBL7, 5700001]
[paragraph, [86.0, 283.0, 588.0, 18.0], shoonya_2sOADD01FACBL7, 5700001]
[paragraph, [86.0, 301.0, 588.0, 18.0], shoonya_2sOADD01FACBL7, 5700001]
[paragraph, [85.0, 333.0, 587.0, 18.0], shoonya_1sT060I35ZQZA8, 5700001]
[paragraph, [85.0, 351.0, 587.0, 18.0], shoonya_1sT060I35ZQZA8, 5700001]
[paragraph, [85.0, 369.0, 587.0, 18.0], shoonya_1sT060I35ZQZA8, 5700001]
[paragraph, [85.0, 387.0, 587.0, 18.0], shoonya_1sT060I35ZQZA8, 5700001]
[paragraph, [85.0, 405.0, 587.0, 18.0], shoonya_1sT060I35ZQZA8, 5700001]
[paragraph, [85.0, 423.0, 587.0, 18.0], shoonya_1sT060I35ZQZA8, 5700001]
[paragraph, [85.0, 441.0, 587.0, 18.0], shoonya_1sT060I35ZQZA8, 5700001]
[paragraph, [85.0, 459.0, 587.0, 18.0], shoonya_1sT060I35ZQZA8, 5700001]
[paragraph, [85.0, 477.0, 587.0, 18.0], shoonya_1sT060I35ZQZA8, 5700001]
[paragraph, [85.0, 495.0, 587.0, 18.0], shoonya_1sT060I35ZQZA8, 5700001]
[paragraph, [85.0, 513.0, 587.0, 18.0], shoonya_1sT060I35ZQZA8, 5700001]
[paragraph, [81.0, 540.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 558.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 576.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 594.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 612.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 630.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 648.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 666.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 684.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 702.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 720.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 738.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 756.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 774.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 792.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 810.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 828.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 846.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 864.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 882.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 900.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 918.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 936.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 954.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 972.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [81.0, 990.0, 582.0, 18.0], shoonya_0sW81SAZQWEEMD, 5700001]
[paragraph, [79.0, 1025.0, 578.0, 18.0], shoonya_4sNIKPCPBBDUT5, 5700001]
[paragraph, [79.0, 1043.0, 578.0, 18.0], shoonya_4sNIKPCPBBDUT5, 5700001]
[paragraph, [79.0, 1061.0, 578.0, 18.0], shoonya_4sNIKPCPBBDUT5, 5700001]
