[2650, 2048]
[headline, [66.0, 186.0, 550.0, 52.5], shoonya_15sVWQ2S7H3BGD, 6473891]
[paragraph, [1041.0, 253.0, 919.0, 46.5], GNbkGNomah, 6473891]
[paragraph, [1041.0, 299.5, 919.0, 46.5], GNbkGNomah, 6473891]
[paragraph, [1041.0, 346.0, 919.0, 46.5], GNbkGNomah, 6473891]
[paragraph, [1041.0, 392.5, 919.0, 46.5], GNbkGNomah, 6473891]
[paragraph, [1041.0, 439.0, 919.0, 46.5], GNbkGNomah, 6473891]
[paragraph, [1041.0, 485.5, 919.0, 46.5], GNbkGNomah, 6473891]
[paragraph, [1041.0, 532.0, 919.0, 46.5], GNbkGNomah, 6473891]
[paragraph, [1041.0, 578.5, 919.0, 46.5], GNbkGNomah, 6473891]
[paragraph, [1041.0, 625.0, 919.0, 46.5], GNbkGNomah, 6473891]
[paragraph, [1041.0, 671.5, 919.0, 46.5], GNbkGNomah, 6473891]
[figure-caption, [97.0, 853.0, 726.0, 46.5], shoonya_10s4IKZTZFRLD4, 6473891]
[paragraph, [82.0, 931.0, 910.0, 46.5], shoonya_3sU5Y8NG4K592A, 6473891]
[paragraph, [82.0, 977.5, 910.0, 46.5], shoonya_3sU5Y8NG4K592A, 6473891]
[paragraph, [82.0, 1024.0, 910.0, 46.5], shoonya_3sU5Y8NG4K592A, 6473891]
[paragraph, [82.0, 1070.5, 910.0, 46.5], shoonya_3sU5Y8NG4K592A, 6473891]
[paragraph, [82.0, 1117.0, 910.0, 46.5], shoonya_3sU5Y8NG4K592A, 6473891]
[paragraph, [82.0, 1163.5, 910.0, 46.5], shoonya_3sU5Y8NG4K592A, 6473891]
[paragraph, [82.0, 1210.0, 910.0, 46.5], shoonya_3sU5Y8NG4K592A, 6473891]
[figure-caption, [1089.0, 1223.0, 847.0, 46.5], shoonya_9sRF778C1Q40OK, 6473891]
[headline, [1052.0, 1327.0, 829.0, 52.5], shoonya_12sTZBOSNVFQ9R, 6473891]
[paragraph, [1055.0, 1444.0, 912.0, 46.5], shoonya_4sPRB1R24QG3NR, 6473891]
[paragraph, [1055.0, 1490.5, 912.0, 46.5], shoonya_4sPRB1R24QG3NR, 6473891]
[paragraph, [1055.0, 1537.0, 912.0, 46.5], shoonya_4sPRB1R24QG3NR, 6473891]
[paragraph, [1055.0, 1583.5, 912.0, 46.5], shoonya_4sPRB1R24QG3NR, 6473891]
[paragraph, [1055.0, 1630.0, 912.0, 46.5], shoonya_4sPRB1R24QG3NR, 6473891]
[paragraph, [1055.0, 1676.5, 912.0, 46.5], shoonya_4sPRB1R24QG3NR, 6473891]
[paragraph, [1055.0, 1723.0, 912.0, 46.5], shoonya_4sPRB1R24QG3NR, 6473891]
[paragraph, [1055.0, 1769.5, 912.0, 46.5], shoonya_4sPRB1R24QG3NR, 6473891]
[paragraph, [1055.0, 1816.0, 912.0, 46.5], shoonya_4sPRB1R24QG3NR, 6473891]
[paragraph, [1055.0, 1862.5, 912.0, 46.5], shoonya_4sPRB1R24QG3NR, 6473891]
[figure-caption, [25.0, 1939.0, 946.0, 46.5], shoonya_11sWNHBQLHG2TM, 6473891]
[paragraph, [1056.0, 1956.0, 914.0, 46.5], shoonya_7s5M7V8U3688XT, 6473891]
[paragraph, [1056.0, 2002.5, 914.0, 46.5], shoonya_7s5M7V8U3688XT, 6473891]
[paragraph, [1056.0, 2049.0, 914.0, 46.5], shoonya_7s5M7V8U3688XT, 6473891]
[paragraph, [1051.0, 2153.0, 912.0, 46.5], shoonya_8sXBRUVSHW8ZJU, 6473891]
[paragraph, [1051.0, 2199.5, 912.0, 46.5], shoonya_8sXBRUVSHW8ZJU, 6473891]
[paragraph, [1051.0, 2246.0, 912.0, 46.5], shoonya_8sXBRUVSHW8ZJU, 6473891]
[paragraph, [1051.0, 2292.5, 912.0, 46.5], shoonya_8sXBRUVSHW8ZJU, 6473891]
[paragraph, [1051.0, 2339.0, 912.0, 46.5], shoonya_8sXBRUVSHW8ZJU, 6473891]
[paragraph, [1051.0, 2385.5, 912.0, 46.5], shoonya_8sXBRUVSHW8ZJU, 6473891]
[paragraph, [1051.0, 2432.0, 912.0, 46.5], shoonya_8sXBRUVSHW8ZJU, 6473891]
[paragraph, [1051.0, 2478.5, 912.0, 46.5], shoonya_8sXBRUVSHW8ZJU, 6473891]
[paragraph, [1051.0, 2525.0, 912.0, 46.5], shoonya_8sXBRUVSHW8ZJU, 6473891]
[figure-caption, [122.0, 2583.0, 754.0, 46.5], shoonya_14s6Q9PY215WIR, 6473891]
