[2339, 1656]
[paragraph, [110.0, 82.0, 707.0, 36.0], shoonya_0s1I1EYPIJW9NM, 5749287]
[paragraph, [110.0, 118.0, 707.0, 36.0], shoonya_0s1I1EYPIJW9NM, 5749287]
[paragraph, [110.0, 154.0, 707.0, 36.0], shoonya_0s1I1EYPIJW9NM, 5749287]
[paragraph, [110.0, 190.0, 707.0, 36.0], shoonya_0s1I1EYPIJW9NM, 5749287]
[paragraph, [110.0, 226.0, 707.0, 36.0], shoonya_0s1I1EYPIJW9NM, 5749287]
[paragraph, [110.0, 262.0, 707.0, 36.0], shoonya_0s1I1EYPIJW9NM, 5749287]
[paragraph, [110.0, 298.0, 707.0, 36.0], shoonya_0s1I1EYPIJW9NM, 5749287]
[paragraph, [110.0, 334.0, 707.0, 36.0], shoonya_0s1I1EYPIJW9NM, 5749287]
[paragraph, [110.0, 370.0, 707.0, 36.0], shoonya_0s1I1EYPIJW9NM, 5749287]
[paragraph, [110.0, 406.0, 707.0, 36.0], shoonya_0s1I1EYPIJW9NM, 5749287]
[paragraph, [110.0, 442.0, 707.0, 36.0], shoonya_0s1I1EYPIJW9NM, 5749287]
[paragraph, [851.0, 86.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 122.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 158.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 194.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 230.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 266.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 302.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 338.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 374.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 410.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 446.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 482.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 518.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 554.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 590.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 626.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 662.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 698.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 734.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 770.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 806.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 842.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 878.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 914.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 950.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 986.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1022.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1058.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1094.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1130.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1166.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1202.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1238.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1274.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1310.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1346.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1382.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1418.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1454.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1490.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1526.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1562.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1598.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1634.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1670.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1706.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1742.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1778.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1814.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [851.0, 1850.0, 707.0, 36.0], shoonya_3sT1HMDWM86EKJ, 5749287]
[paragraph, [110.0, 511.0, 705.0, 36.0], shoonya_4s3GA5CLV9237N, 5749287]
[paragraph, [110.0, 547.0, 705.0, 36.0], shoonya_4s3GA5CLV9237N, 5749287]
[paragraph, [110.0, 583.0, 705.0, 36.0], shoonya_4s3GA5CLV9237N, 5749287]
[paragraph, [110.0, 619.0, 705.0, 36.0], shoonya_4s3GA5CLV9237N, 5749287]
[paragraph, [112.0, 673.0, 699.0, 36.0], shoonya_2s14S1NWQUAVU6, 5749287]
[paragraph, [112.0, 709.0, 699.0, 36.0], shoonya_2s14S1NWQUAVU6, 5749287]
[paragraph, [112.0, 745.0, 699.0, 36.0], shoonya_2s14S1NWQUAVU6, 5749287]
[paragraph, [112.0, 781.0, 699.0, 36.0], shoonya_2s14S1NWQUAVU6, 5749287]
[paragraph, [187.0, 832.0, 385.0, 36.0], shoonya_6sOPTM5K4GTCT4, 5749287]
[paragraph, [110.0, 892.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 928.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 964.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1000.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1036.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1072.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1108.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1144.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1180.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
