[699, 1322]
[paragraph, [882.0, 147.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 165.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 183.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 201.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 219.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 237.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 255.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 273.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 291.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 309.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 327.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 345.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 363.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 381.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [882.0, 399.0, 183.0, 18.0], wW6MOvyf_w, 5656596]
[paragraph, [257.0, 166.0, 173.0, 18.0], shoonya_12sW9WW4677O8H, 5656596]
[paragraph, [257.0, 184.0, 173.0, 18.0], shoonya_12sW9WW4677O8H, 5656596]
[paragraph, [257.0, 202.0, 173.0, 18.0], shoonya_12sW9WW4677O8H, 5656596]
[paragraph, [257.0, 220.0, 173.0, 18.0], shoonya_12sW9WW4677O8H, 5656596]
[paragraph, [257.0, 238.0, 173.0, 18.0], shoonya_12sW9WW4677O8H, 5656596]
[paragraph, [257.0, 256.0, 173.0, 18.0], shoonya_12sW9WW4677O8H, 5656596]
[paragraph, [257.0, 274.0, 173.0, 18.0], shoonya_12sW9WW4677O8H, 5656596]
[paragraph, [257.0, 292.0, 173.0, 18.0], shoonya_12sW9WW4677O8H, 5656596]
[paragraph, [665.0, 166.0, 173.0, 18.0], shoonya_9sO6FEJMF1VM8R, 5656596]
[paragraph, [665.0, 184.0, 173.0, 18.0], shoonya_9sO6FEJMF1VM8R, 5656596]
[paragraph, [665.0, 220.0, 173.0, 18.0], shoonya_17sXTP4LXO24QQ, 5656596]
[paragraph, [665.0, 238.0, 173.0, 18.0], shoonya_17sXTP4LXO24QQ, 5656596]
[paragraph, [665.0, 256.0, 173.0, 18.0], shoonya_17sXTP4LXO24QQ, 5656596]
[paragraph, [665.0, 274.0, 173.0, 18.0], shoonya_17sXTP4LXO24QQ, 5656596]
[paragraph, [665.0, 292.0, 173.0, 18.0], shoonya_17sXTP4LXO24QQ, 5656596]
[paragraph, [1074.0, 264.0, 173.0, 18.0], shoonya_5s9Q1ZIYWKJR5B, 5656596]
[paragraph, [1074.0, 282.0, 173.0, 18.0], shoonya_5s9Q1ZIYWKJR5B, 5656596]
[paragraph, [1074.0, 300.0, 173.0, 18.0], shoonya_5s9Q1ZIYWKJR5B, 5656596]
[paragraph, [1074.0, 318.0, 173.0, 18.0], shoonya_5s9Q1ZIYWKJR5B, 5656596]
[paragraph, [483.0, 292.0, 173.0, 18.0], shoonya_15sNMRIPEIXCUH, 5656596]
[paragraph, [483.0, 310.0, 173.0, 18.0], shoonya_15sNMRIPEIXCUH, 5656596]
[paragraph, [483.0, 328.0, 173.0, 18.0], shoonya_15sNMRIPEIXCUH, 5656596]
[paragraph, [483.0, 346.0, 173.0, 18.0], shoonya_15sNMRIPEIXCUH, 5656596]
[paragraph, [483.0, 364.0, 173.0, 18.0], shoonya_15sNMRIPEIXCUH, 5656596]
[paragraph, [483.0, 382.0, 173.0, 18.0], shoonya_15sNMRIPEIXCUH, 5656596]
[paragraph, [252.0, 320.0, 184.0, 18.0], shoonya_7sNVHZS1RK36XI, 5656596]
[paragraph, [252.0, 338.0, 184.0, 18.0], shoonya_7sNVHZS1RK36XI, 5656596]
[paragraph, [252.0, 356.0, 184.0, 18.0], shoonya_7sNVHZS1RK36XI, 5656596]
[paragraph, [252.0, 374.0, 184.0, 18.0], shoonya_7sNVHZS1RK36XI, 5656596]
[paragraph, [252.0, 392.0, 184.0, 18.0], shoonya_7sNVHZS1RK36XI, 5656596]
[paragraph, [75.0, 334.0, 173.0, 18.0], shoonya_4sJ3P4275TKUWW, 5656596]
[paragraph, [75.0, 352.0, 173.0, 18.0], shoonya_4sJ3P4275TKUWW, 5656596]
[paragraph, [75.0, 370.0, 173.0, 18.0], shoonya_4sJ3P4275TKUWW, 5656596]
[paragraph, [75.0, 388.0, 173.0, 18.0], shoonya_4sJ3P4275TKUWW, 5656596]
[paragraph, [75.0, 406.0, 173.0, 18.0], shoonya_4sJ3P4275TKUWW, 5656596]
[paragraph, [75.0, 424.0, 173.0, 18.0], shoonya_4sJ3P4275TKUWW, 5656596]
[paragraph, [75.0, 442.0, 173.0, 18.0], shoonya_4sJ3P4275TKUWW, 5656596]
[paragraph, [75.0, 460.0, 173.0, 18.0], shoonya_4sJ3P4275TKUWW, 5656596]
[paragraph, [1073.0, 343.0, 173.0, 18.0], shoonya_8sCJ99BZFZC6B4, 5656596]
[paragraph, [1073.0, 361.0, 173.0, 18.0], shoonya_8sCJ99BZFZC6B4, 5656596]
[paragraph, [1073.0, 379.0, 173.0, 18.0], shoonya_8sCJ99BZFZC6B4, 5656596]
[paragraph, [1073.0, 397.0, 173.0, 18.0], shoonya_8sCJ99BZFZC6B4, 5656596]
[paragraph, [1073.0, 415.0, 173.0, 18.0], shoonya_8sCJ99BZFZC6B4, 5656596]
[paragraph, [1073.0, 433.0, 173.0, 18.0], shoonya_8sCJ99BZFZC6B4, 5656596]
[paragraph, [1073.0, 451.0, 173.0, 18.0], shoonya_8sCJ99BZFZC6B4, 5656596]
[paragraph, [482.0, 410.0, 173.0, 18.0], shoonya_13sS82S3JKI7IY, 5656596]
[paragraph, [482.0, 428.0, 173.0, 18.0], shoonya_13sS82S3JKI7IY, 5656596]
[paragraph, [482.0, 446.0, 173.0, 18.0], shoonya_13sS82S3JKI7IY, 5656596]
[paragraph, [482.0, 464.0, 173.0, 18.0], shoonya_13sS82S3JKI7IY, 5656596]
[paragraph, [482.0, 482.0, 173.0, 18.0], shoonya_13sS82S3JKI7IY, 5656596]
[paragraph, [890.0, 434.0, 174.0, 18.0], shoonya_16sUQ45ATWSD43, 5656596]
[paragraph, [890.0, 452.0, 174.0, 18.0], shoonya_16sUQ45ATWSD43, 5656596]
[paragraph, [890.0, 470.0, 174.0, 18.0], shoonya_16sUQ45ATWSD43, 5656596]
