[1364, 834]
[folio, [612.0, 51.0, 128.0, 18.0], 2cJfiZIE6J, 5782122]
[folio, [612.0, 69.0, 128.0, 18.0], 2cJfiZIE6J, 5782122]
[folio, [612.0, 87.0, 128.0, 18.0], 2cJfiZIE6J, 5782122]
[folio, [272.0, 111.0, 290.0, 18.0], shoonya_3sV9QMCGI931Z1, 5782122]
[ordered-list, [86.0, 147.0, 654.0, 18.0], shoonya_5s05VO2QC4KRVW, 5782122]
[ordered-list, [86.0, 165.0, 654.0, 18.0], shoonya_5s05VO2QC4KRVW, 5782122]
[ordered-list, [86.0, 183.0, 654.0, 18.0], shoonya_5s05VO2QC4KRVW, 5782122]
[ordered-list, [86.0, 201.0, 654.0, 18.0], shoonya_5s05VO2QC4KRVW, 5782122]
[ordered-list, [86.0, 219.0, 654.0, 18.0], shoonya_5s05VO2QC4KRVW, 5782122]
[ordered-list, [71.0, 254.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 272.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 290.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 308.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 326.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 344.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 362.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 380.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 398.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 416.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 434.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 452.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 470.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 488.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 506.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 524.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 542.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 560.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 578.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 596.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 614.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 632.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[ordered-list, [71.0, 650.0, 691.0, 18.0], U4krJ1mWBK, 5782122]
[sub-ordered-list, [80.0, 291.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 309.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 327.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 345.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 363.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 381.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 399.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 417.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 435.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 453.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 471.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 489.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 507.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 525.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 543.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 561.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 579.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 597.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 615.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[sub-ordered-list, [80.0, 633.0, 673.0, 18.0], -MNaGv7di1, 5782122]
[subsub-ordered-list, [94.0, 313.0, 643.0, 18.0], 3rEze0j7WI, 5782122]
[subsub-ordered-list, [94.0, 331.0, 643.0, 18.0], 3rEze0j7WI, 5782122]
[subsub-ordered-list, [94.0, 349.0, 643.0, 18.0], 3rEze0j7WI, 5782122]
[subsub-ordered-list, [94.0, 367.0, 643.0, 18.0], 3rEze0j7WI, 5782122]
[subsub-ordered-list, [94.0, 385.0, 643.0, 18.0], 3rEze0j7WI, 5782122]
[subsub-ordered-list, [94.0, 403.0, 643.0, 18.0], 3rEze0j7WI, 5782122]
[subsub-ordered-list, [94.0, 421.0, 643.0, 18.0], 3rEze0j7WI, 5782122]
[subsub-ordered-list, [94.0, 439.0, 643.0, 18.0], 3rEze0j7WI, 5782122]
[subsub-ordered-list, [94.0, 457.0, 643.0, 18.0], 3rEze0j7WI, 5782122]
[subsub-ordered-list, [94.0, 475.0, 643.0, 18.0], 3rEze0j7WI, 5782122]
[subsub-ordered-list, [94.0, 493.0, 643.0, 18.0], 3rEze0j7WI, 5782122]
[subsub-ordered-list, [94.0, 511.0, 643.0, 18.0], 3rEze0j7WI, 5782122]
[subsub-ordered-list, [99.0, 572.0, 642.0, 18.0], J1qGXIXlaV, 5782122]
[subsub-ordered-list, [99.0, 590.0, 642.0, 18.0], J1qGXIXlaV, 5782122]
[subsub-ordered-list, [99.0, 608.0, 642.0, 18.0], J1qGXIXlaV, 5782122]
[subsub-ordered-list, [99.0, 626.0, 642.0, 18.0], J1qGXIXlaV, 5782122]
[sidebar, [627.0, 1165.0, 115.0, 18.0], atZzKkBPvm, 5782122]
[figure-caption, [124.0, 1182.0, 608.0, 18.0], shoonya_4sET614DUC77W5, 5782122]
[figure-caption, [124.0, 1200.0, 608.0, 18.0], shoonya_4sET614DUC77W5, 5782122]
