[1200, 825]
[paragraph, [143.0, 109.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 127.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 145.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 163.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 181.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 199.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 217.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 235.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 253.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 271.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 289.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 307.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 325.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 343.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 361.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 379.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 397.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 415.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 433.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 451.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 469.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 487.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [143.0, 505.0, 539.0, 18.0], shoonya_2sODI350KJ0X5O, 5690769]
[paragraph, [144.0, 525.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 543.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 561.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 579.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 597.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 615.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 633.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 651.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 669.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 687.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 705.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 723.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 741.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 759.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 777.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 795.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 813.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 831.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 849.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 867.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 885.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 903.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 921.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 939.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 957.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [144.0, 975.0, 536.0, 18.0], shoonya_0sB0YJ9DKPYQ4E, 5690769]
[paragraph, [147.0, 1002.0, 536.0, 18.0], vGuiVbC4-o, 5690769]
[paragraph, [147.0, 1020.0, 536.0, 18.0], vGuiVbC4-o, 5690769]
[paragraph, [147.0, 1038.0, 536.0, 18.0], vGuiVbC4-o, 5690769]
