[2650, 2048]
[section-title, [140.0, 122.0, 1751.0, 79.5], shoonya_8sC8RDR0X4G56R, 6473644]
[paragraph, [87.0, 253.0, 909.0, 46.5], shoonya_5sKNARFUSXXG7T, 6473644]
[paragraph, [87.0, 299.5, 909.0, 46.5], shoonya_5sKNARFUSXXG7T, 6473644]
[paragraph, [87.0, 346.0, 909.0, 46.5], shoonya_5sKNARFUSXXG7T, 6473644]
[paragraph, [87.0, 392.5, 909.0, 46.5], shoonya_5sKNARFUSXXG7T, 6473644]
[paragraph, [87.0, 439.0, 909.0, 46.5], shoonya_5sKNARFUSXXG7T, 6473644]
[paragraph, [1041.0, 261.0, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 307.5, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 354.0, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 400.5, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 447.0, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 493.5, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 540.0, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 586.5, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 633.0, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 679.5, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 726.0, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 772.5, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 819.0, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 865.5, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 912.0, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1041.0, 958.5, 929.0, 46.5], shoonya_2s8OQ0Z128QBIH, 6473644]
[paragraph, [1039.0, 1139.0, 926.0, 46.5], zFgfco0lYT, 6473644]
[paragraph, [1039.0, 1185.5, 926.0, 46.5], zFgfco0lYT, 6473644]
[paragraph, [1039.0, 1232.0, 926.0, 46.5], zFgfco0lYT, 6473644]
[paragraph, [1039.0, 1278.5, 926.0, 46.5], zFgfco0lYT, 6473644]
[paragraph, [1039.0, 1325.0, 926.0, 46.5], zFgfco0lYT, 6473644]
[paragraph, [1039.0, 1371.5, 926.0, 46.5], zFgfco0lYT, 6473644]
[paragraph, [1039.0, 1418.0, 926.0, 46.5], zFgfco0lYT, 6473644]
[paragraph, [1039.0, 1464.5, 926.0, 46.5], zFgfco0lYT, 6473644]
[paragraph, [1039.0, 1511.0, 926.0, 46.5], zFgfco0lYT, 6473644]
[paragraph, [1039.0, 1557.5, 926.0, 46.5], zFgfco0lYT, 6473644]
[paragraph, [80.0, 1143.0, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1189.5, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1236.0, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1282.5, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1329.0, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1375.5, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1422.0, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1468.5, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1515.0, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1561.5, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1608.0, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1654.5, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1701.0, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1747.5, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1794.0, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1840.5, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
