[1565, 1152]
[paragraph, [574.0, 89.0, 483.0, 36.0], shoonya_5s1NZOQLVRYE18, 5722316]
[paragraph, [574.0, 125.0, 483.0, 36.0], shoonya_5s1NZOQLVRYE18, 5722316]
[paragraph, [574.0, 161.0, 483.0, 36.0], shoonya_5s1NZOQLVRYE18, 5722316]
[paragraph, [574.0, 197.0, 483.0, 36.0], shoonya_5s1NZOQLVRYE18, 5722316]
[paragraph, [81.0, 114.0, 482.0, 36.0], shoonya_7sXMPLZLO1SZFY, 5722316]
[paragraph, [81.0, 150.0, 482.0, 36.0], shoonya_7sXMPLZLO1SZFY, 5722316]
[paragraph, [81.0, 186.0, 482.0, 36.0], shoonya_7sXMPLZLO1SZFY, 5722316]
[paragraph, [81.0, 250.0, 485.0, 36.0], shoonya_6sRIT3VDJBNXL0, 5722316]
[paragraph, [81.0, 286.0, 485.0, 36.0], shoonya_6sRIT3VDJBNXL0, 5722316]
[paragraph, [81.0, 322.0, 485.0, 36.0], shoonya_6sRIT3VDJBNXL0, 5722316]
[paragraph, [81.0, 358.0, 485.0, 36.0], shoonya_6sRIT3VDJBNXL0, 5722316]
[paragraph, [575.0, 252.0, 482.0, 36.0], shoonya_1sITA1GZPQC5GO, 5722316]
[paragraph, [575.0, 288.0, 482.0, 36.0], shoonya_1sITA1GZPQC5GO, 5722316]
[paragraph, [575.0, 324.0, 482.0, 36.0], shoonya_1sITA1GZPQC5GO, 5722316]
[paragraph, [575.0, 360.0, 482.0, 36.0], shoonya_1sITA1GZPQC5GO, 5722316]
[paragraph, [575.0, 396.0, 482.0, 36.0], shoonya_1sITA1GZPQC5GO, 5722316]
[paragraph, [575.0, 432.0, 482.0, 36.0], shoonya_1sITA1GZPQC5GO, 5722316]
[paragraph, [82.0, 424.0, 484.0, 36.0], shoonya_0sENBCJ54QKPVA, 5722316]
[paragraph, [82.0, 460.0, 484.0, 36.0], shoonya_0sENBCJ54QKPVA, 5722316]
[paragraph, [82.0, 496.0, 484.0, 36.0], shoonya_0sENBCJ54QKPVA, 5722316]
[paragraph, [82.0, 532.0, 484.0, 36.0], shoonya_0sENBCJ54QKPVA, 5722316]
[paragraph, [82.0, 568.0, 484.0, 36.0], shoonya_0sENBCJ54QKPVA, 5722316]
[paragraph, [82.0, 604.0, 484.0, 36.0], shoonya_0sENBCJ54QKPVA, 5722316]
[paragraph, [82.0, 640.0, 484.0, 36.0], shoonya_0sENBCJ54QKPVA, 5722316]
[paragraph, [82.0, 676.0, 484.0, 36.0], shoonya_0sENBCJ54QKPVA, 5722316]
[paragraph, [82.0, 712.0, 484.0, 36.0], shoonya_0sENBCJ54QKPVA, 5722316]
[paragraph, [82.0, 748.0, 484.0, 36.0], shoonya_0sENBCJ54QKPVA, 5722316]
[paragraph, [574.0, 494.0, 486.0, 36.0], shoonya_2sXMVG82BK8S66, 5722316]
[paragraph, [574.0, 530.0, 486.0, 36.0], shoonya_2sXMVG82BK8S66, 5722316]
[paragraph, [574.0, 566.0, 486.0, 36.0], shoonya_2sXMVG82BK8S66, 5722316]
[paragraph, [574.0, 602.0, 486.0, 36.0], shoonya_2sXMVG82BK8S66, 5722316]
[paragraph, [574.0, 638.0, 486.0, 36.0], shoonya_2sXMVG82BK8S66, 5722316]
[paragraph, [574.0, 674.0, 486.0, 36.0], shoonya_2sXMVG82BK8S66, 5722316]
[paragraph, [574.0, 710.0, 486.0, 36.0], shoonya_2sXMVG82BK8S66, 5722316]
[paragraph, [575.0, 780.0, 483.0, 36.0], shoonya_3sLERSLBESIS6W, 5722316]
[paragraph, [575.0, 816.0, 483.0, 36.0], shoonya_3sLERSLBESIS6W, 5722316]
[paragraph, [575.0, 852.0, 483.0, 36.0], shoonya_3sLERSLBESIS6W, 5722316]
[paragraph, [575.0, 888.0, 483.0, 36.0], shoonya_3sLERSLBESIS6W, 5722316]
[paragraph, [575.0, 924.0, 483.0, 36.0], shoonya_3sLERSLBESIS6W, 5722316]
[paragraph, [575.0, 960.0, 483.0, 36.0], shoonya_3sLERSLBESIS6W, 5722316]
[paragraph, [78.0, 801.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 837.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 873.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 909.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 945.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 981.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 1017.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 1053.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 1089.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 1125.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 1161.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 1197.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 1233.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 1269.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 1305.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 1341.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [78.0, 1377.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
