[681, 511]
[folio, [61.0, 26.0, 123.0, 18.0], ZBvs4dJVn_, 5761389]
[paragraph, [28.0, 55.0, 222.0, 18.0], shoonya_4s1Q3EBEPF235C, 5761389]
[paragraph, [259.0, 55.0, 219.0, 18.0], oYJbS825OW, 5761389]
[paragraph, [259.0, 73.0, 219.0, 18.0], oYJbS825OW, 5761389]
[paragraph, [259.0, 91.0, 219.0, 18.0], oYJbS825OW, 5761389]
[paragraph, [259.0, 109.0, 219.0, 18.0], oYJbS825OW, 5761389]
[paragraph, [259.0, 127.0, 219.0, 18.0], oYJbS825OW, 5761389]
[paragraph, [259.0, 145.0, 219.0, 18.0], oYJbS825OW, 5761389]
[paragraph, [30.0, 88.0, 223.0, 18.0], shoonya_2s3DWAKP75V1AY, 5761389]
[paragraph, [30.0, 106.0, 223.0, 18.0], shoonya_2s3DWAKP75V1AY, 5761389]
[paragraph, [30.0, 124.0, 223.0, 18.0], shoonya_2s3DWAKP75V1AY, 5761389]
[paragraph, [30.0, 142.0, 223.0, 18.0], shoonya_2s3DWAKP75V1AY, 5761389]
[paragraph, [30.0, 160.0, 223.0, 18.0], shoonya_2s3DWAKP75V1AY, 5761389]
[paragraph, [30.0, 178.0, 223.0, 18.0], shoonya_2s3DWAKP75V1AY, 5761389]
[paragraph, [30.0, 196.0, 223.0, 18.0], shoonya_2s3DWAKP75V1AY, 5761389]
[paragraph, [257.0, 179.0, 222.0, 18.0], shoonya_1sFZ4EXQ511L46, 5761389]
[paragraph, [257.0, 197.0, 222.0, 18.0], shoonya_1sFZ4EXQ511L46, 5761389]
[paragraph, [257.0, 215.0, 222.0, 18.0], shoonya_1sFZ4EXQ511L46, 5761389]
[paragraph, [257.0, 233.0, 222.0, 18.0], shoonya_1sFZ4EXQ511L46, 5761389]
[paragraph, [257.0, 251.0, 222.0, 18.0], shoonya_1sFZ4EXQ511L46, 5761389]
[paragraph, [257.0, 269.0, 222.0, 18.0], shoonya_1sFZ4EXQ511L46, 5761389]
[paragraph, [257.0, 287.0, 222.0, 18.0], shoonya_1sFZ4EXQ511L46, 5761389]
[paragraph, [257.0, 305.0, 222.0, 18.0], shoonya_1sFZ4EXQ511L46, 5761389]
[paragraph, [257.0, 323.0, 222.0, 18.0], shoonya_1sFZ4EXQ511L46, 5761389]
[paragraph, [29.0, 233.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 251.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 269.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 287.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 305.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 323.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 341.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 359.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 377.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 395.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 413.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 431.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 449.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 467.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 485.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 503.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 521.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [29.0, 539.0, 223.0, 18.0], shoonya_5sXY4K616D1DLL, 5761389]
[paragraph, [256.0, 378.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [256.0, 396.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
