[2230, 1704]
[section-title, [0.0, 142.0, 227.0, 52.5], QbMcryCFSy, 5653806]
[section-title, [0.0, 194.5, 227.0, 52.5], QbMcryCFSy, 5653806]
[headline, [163.0, 394.0, 1341.0, 67.5], shoonya_7sFP5L2FC6ST4H, 5653806]
[author, [688.0, 538.0, 315.0, 36.0], shoonya_14sAFT18WH3X3G, 5653806]
[sidebar, [865.0, 634.0, 793.0, 36.0], XTQu-46jYO, 5653806]
[sidebar, [865.0, 670.0, 793.0, 36.0], XTQu-46jYO, 5653806]
[sidebar, [865.0, 706.0, 793.0, 36.0], XTQu-46jYO, 5653806]
[sidebar, [865.0, 742.0, 793.0, 36.0], XTQu-46jYO, 5653806]
[sidebar, [865.0, 778.0, 793.0, 36.0], XTQu-46jYO, 5653806]
[sidebar, [865.0, 814.0, 793.0, 36.0], XTQu-46jYO, 5653806]
[sidebar, [865.0, 850.0, 793.0, 36.0], XTQu-46jYO, 5653806]
[sidebar, [865.0, 886.0, 793.0, 36.0], XTQu-46jYO, 5653806]
[sidebar, [865.0, 922.0, 793.0, 36.0], XTQu-46jYO, 5653806]
[sidebar, [865.0, 958.0, 793.0, 36.0], XTQu-46jYO, 5653806]
[sidebar, [865.0, 994.0, 793.0, 36.0], XTQu-46jYO, 5653806]
[sidebar, [865.0, 1030.0, 793.0, 36.0], XTQu-46jYO, 5653806]
[sidebar, [865.0, 1066.0, 793.0, 36.0], XTQu-46jYO, 5653806]
[paragraph, [41.0, 644.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 680.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 716.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 752.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 788.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 824.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 860.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 896.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 932.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 968.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1004.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1040.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1076.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1112.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1148.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1184.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1220.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1256.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1292.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1328.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1364.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1400.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1436.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1472.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1508.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1544.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1580.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1616.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1652.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1688.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1724.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [41.0, 1760.0, 809.0, 36.0], shoonya_0sCU1RUPHJ9LXT, 5653806]
[paragraph, [860.0, 1110.0, 772.0, 36.0], shoonya_1s6LU7FIGWCKV0, 5653806]
[paragraph, [860.0, 1146.0, 772.0, 36.0], shoonya_1s6LU7FIGWCKV0, 5653806]
[paragraph, [860.0, 1182.0, 772.0, 36.0], shoonya_1s6LU7FIGWCKV0, 5653806]
[paragraph, [860.0, 1218.0, 772.0, 36.0], shoonya_1s6LU7FIGWCKV0, 5653806]
[paragraph, [860.0, 1254.0, 772.0, 36.0], shoonya_1s6LU7FIGWCKV0, 5653806]
[paragraph, [860.0, 1290.0, 772.0, 36.0], shoonya_1s6LU7FIGWCKV0, 5653806]
[paragraph, [860.0, 1326.0, 772.0, 36.0], shoonya_1s6LU7FIGWCKV0, 5653806]
[paragraph, [860.0, 1362.0, 772.0, 36.0], shoonya_1s6LU7FIGWCKV0, 5653806]
[paragraph, [860.0, 1398.0, 772.0, 36.0], shoonya_1s6LU7FIGWCKV0, 5653806]
[paragraph, [860.0, 1434.0, 772.0, 36.0], shoonya_1s6LU7FIGWCKV0, 5653806]
[paragraph, [860.0, 1470.0, 772.0, 36.0], shoonya_1s6LU7FIGWCKV0, 5653806]
[paragraph, [860.0, 1506.0, 772.0, 36.0], shoonya_1s6LU7FIGWCKV0, 5653806]
[paragraph, [860.0, 1542.0, 772.0, 36.0], shoonya_1s6LU7FIGWCKV0, 5653806]
[paragraph, [860.0, 1578.0, 778.0, 36.0], shoonya_4s0RHD7UYT0DQV, 5653806]
[paragraph, [860.0, 1614.0, 778.0, 36.0], shoonya_4s0RHD7UYT0DQV, 5653806]
[paragraph, [860.0, 1650.0, 778.0, 36.0], shoonya_4s0RHD7UYT0DQV, 5653806]
[paragraph, [860.0, 1686.0, 778.0, 36.0], shoonya_4s0RHD7UYT0DQV, 5653806]
[paragraph, [860.0, 1722.0, 778.0, 36.0], shoonya_4s0RHD7UYT0DQV, 5653806]
[paragraph, [875.0, 1758.0, 786.0, 36.0], MTEJoQf5JM, 5653806]
[paragraph, [875.0, 1794.0, 786.0, 36.0], MTEJoQf5JM, 5653806]
[paragraph, [875.0, 1830.0, 786.0, 36.0], MTEJoQf5JM, 5653806]
[paragraph, [875.0, 1866.0, 786.0, 36.0], MTEJoQf5JM, 5653806]
[paragraph, [875.0, 1902.0, 786.0, 36.0], MTEJoQf5JM, 5653806]
[paragraph, [875.0, 1938.0, 786.0, 36.0], MTEJoQf5JM, 5653806]
[paragraph, [875.0, 1974.0, 786.0, 36.0], MTEJoQf5JM, 5653806]
[paragraph, [875.0, 2010.0, 786.0, 36.0], MTEJoQf5JM, 5653806]
[paragraph, [875.0, 2046.0, 786.0, 36.0], MTEJoQf5JM, 5653806]
