[947, 612]
[chapter-title, [221.0, 148.0, 70.0, 30.0], shoonya_3sKBIDQZ36KEM3, 6459422]
[paragraph, [66.0, 201.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 219.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 237.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 255.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 273.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 291.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 309.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 327.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 345.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 363.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 381.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 399.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 417.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 435.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 453.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 471.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 489.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [66.0, 507.0, 388.0, 18.0], shoonya_0sQ1FQCDHEUO6Y, 6459422]
[paragraph, [76.0, 537.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
[paragraph, [76.0, 555.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
[paragraph, [76.0, 573.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
[paragraph, [76.0, 591.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
[paragraph, [76.0, 609.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
[paragraph, [76.0, 627.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
[paragraph, [76.0, 645.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
[paragraph, [76.0, 663.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
[paragraph, [76.0, 681.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
[paragraph, [76.0, 699.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
[paragraph, [76.0, 717.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
[paragraph, [76.0, 735.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
[paragraph, [76.0, 753.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
[paragraph, [76.0, 771.0, 377.0, 18.0], shoonya_1s50GE1OZIL6KA, 6459422]
