[2097, 1516]
[folio, [39.0, 20.0, 204.0, 36.0], Jd4Ud_z1ph, 5712472]
[paragraph, [21.0, 92.0, 726.0, 36.0], shoonya_4sBFPH52J10SOC, 5712472]
[paragraph, [21.0, 128.0, 726.0, 36.0], shoonya_4sBFPH52J10SOC, 5712472]
[paragraph, [21.0, 164.0, 726.0, 36.0], shoonya_4sBFPH52J10SOC, 5712472]
[paragraph, [21.0, 200.0, 726.0, 36.0], shoonya_4sBFPH52J10SOC, 5712472]
[paragraph, [21.0, 236.0, 726.0, 36.0], shoonya_4sBFPH52J10SOC, 5712472]
[paragraph, [749.0, 94.0, 718.0, 36.0], shoonya_9sZJ1VLT6935B6, 5712472]
[paragraph, [749.0, 130.0, 718.0, 36.0], shoonya_9sZJ1VLT6935B6, 5712472]
[paragraph, [749.0, 166.0, 718.0, 36.0], shoonya_9sZJ1VLT6935B6, 5712472]
[paragraph, [749.0, 202.0, 718.0, 36.0], shoonya_9sZJ1VLT6935B6, 5712472]
[paragraph, [743.0, 240.0, 719.0, 36.0], shoonya_5sFWRC4INS15D8, 5712472]
[paragraph, [743.0, 276.0, 719.0, 36.0], shoonya_5sFWRC4INS15D8, 5712472]
[paragraph, [743.0, 312.0, 719.0, 36.0], shoonya_5sFWRC4INS15D8, 5712472]
[paragraph, [743.0, 348.0, 719.0, 36.0], shoonya_5sFWRC4INS15D8, 5712472]
[paragraph, [743.0, 384.0, 719.0, 36.0], shoonya_5sFWRC4INS15D8, 5712472]
[paragraph, [743.0, 420.0, 719.0, 36.0], shoonya_5sFWRC4INS15D8, 5712472]
[paragraph, [743.0, 456.0, 719.0, 36.0], shoonya_5sFWRC4INS15D8, 5712472]
[paragraph, [743.0, 492.0, 719.0, 36.0], shoonya_5sFWRC4INS15D8, 5712472]
[paragraph, [743.0, 528.0, 719.0, 36.0], shoonya_5sFWRC4INS15D8, 5712472]
[paragraph, [743.0, 564.0, 719.0, 36.0], shoonya_5sFWRC4INS15D8, 5712472]
[paragraph, [743.0, 600.0, 719.0, 36.0], shoonya_5sFWRC4INS15D8, 5712472]
[paragraph, [18.0, 270.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [18.0, 306.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [18.0, 342.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [18.0, 378.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [18.0, 414.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [18.0, 450.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [18.0, 486.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [18.0, 522.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [18.0, 558.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [18.0, 594.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [18.0, 630.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [18.0, 666.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [18.0, 702.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [18.0, 738.0, 727.0, 36.0], shoonya_8s4QQMO5MJHLPM, 5712472]
[paragraph, [749.0, 642.0, 717.0, 36.0], shoonya_3sNUS172A5NZ5L, 5712472]
[paragraph, [749.0, 678.0, 717.0, 36.0], shoonya_3sNUS172A5NZ5L, 5712472]
[paragraph, [749.0, 714.0, 717.0, 36.0], shoonya_3sNUS172A5NZ5L, 5712472]
[paragraph, [749.0, 750.0, 717.0, 36.0], shoonya_3sNUS172A5NZ5L, 5712472]
[paragraph, [749.0, 786.0, 717.0, 36.0], shoonya_3sNUS172A5NZ5L, 5712472]
[paragraph, [749.0, 822.0, 717.0, 36.0], shoonya_3sNUS172A5NZ5L, 5712472]
[paragraph, [749.0, 858.0, 717.0, 36.0], shoonya_3sNUS172A5NZ5L, 5712472]
[paragraph, [749.0, 894.0, 717.0, 36.0], shoonya_3sNUS172A5NZ5L, 5712472]
[paragraph, [749.0, 930.0, 717.0, 36.0], shoonya_3sNUS172A5NZ5L, 5712472]
[paragraph, [749.0, 966.0, 717.0, 36.0], shoonya_3sNUS172A5NZ5L, 5712472]
[paragraph, [13.0, 775.0, 735.0, 36.0], shoonya_1sE19X2JK399RH, 5712472]
[paragraph, [13.0, 811.0, 735.0, 36.0], shoonya_1sE19X2JK399RH, 5712472]
[paragraph, [13.0, 847.0, 735.0, 36.0], shoonya_1sE19X2JK399RH, 5712472]
[paragraph, [13.0, 883.0, 735.0, 36.0], shoonya_1sE19X2JK399RH, 5712472]
[paragraph, [13.0, 919.0, 735.0, 36.0], shoonya_1sE19X2JK399RH, 5712472]
[paragraph, [13.0, 955.0, 735.0, 36.0], shoonya_1sE19X2JK399RH, 5712472]
[paragraph, [13.0, 991.0, 735.0, 36.0], shoonya_1sE19X2JK399RH, 5712472]
[paragraph, [13.0, 1027.0, 735.0, 36.0], shoonya_1sE19X2JK399RH, 5712472]
[paragraph, [13.0, 1063.0, 735.0, 36.0], shoonya_1sE19X2JK399RH, 5712472]
[paragraph, [13.0, 1099.0, 735.0, 36.0], shoonya_1sE19X2JK399RH, 5712472]
[paragraph, [13.0, 1135.0, 735.0, 36.0], shoonya_1sE19X2JK399RH, 5712472]
[paragraph, [13.0, 1171.0, 735.0, 36.0], shoonya_1sE19X2JK399RH, 5712472]
[paragraph, [13.0, 1207.0, 735.0, 36.0], shoonya_1sE19X2JK399RH, 5712472]
[paragraph, [744.0, 1014.0, 724.0, 36.0], shoonya_6s58WKW5Z29XRF, 5712472]
[paragraph, [744.0, 1050.0, 724.0, 36.0], shoonya_6s58WKW5Z29XRF, 5712472]
[paragraph, [744.0, 1086.0, 724.0, 36.0], shoonya_6s58WKW5Z29XRF, 5712472]
[paragraph, [744.0, 1122.0, 724.0, 36.0], shoonya_6s58WKW5Z29XRF, 5712472]
[paragraph, [744.0, 1158.0, 724.0, 36.0], shoonya_6s58WKW5Z29XRF, 5712472]
[paragraph, [744.0, 1194.0, 724.0, 36.0], shoonya_6s58WKW5Z29XRF, 5712472]
[paragraph, [744.0, 1230.0, 724.0, 36.0], shoonya_6s58WKW5Z29XRF, 5712472]
[paragraph, [744.0, 1266.0, 724.0, 36.0], shoonya_6s58WKW5Z29XRF, 5712472]
[paragraph, [744.0, 1302.0, 724.0, 36.0], shoonya_6s58WKW5Z29XRF, 5712472]
[paragraph, [744.0, 1338.0, 724.0, 36.0], shoonya_6s58WKW5Z29XRF, 5712472]
[paragraph, [744.0, 1374.0, 724.0, 36.0], shoonya_6s58WKW5Z29XRF, 5712472]
[paragraph, [14.0, 1245.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1281.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1317.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1353.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1389.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1425.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1461.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1497.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1533.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1569.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1605.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1641.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1677.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1713.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [14.0, 1749.0, 733.0, 36.0], shoonya_0sQX2F0ULOTI0A, 5712472]
[paragraph, [740.0, 1421.0, 726.0, 36.0], x3meV5owMj, 5712472]
[paragraph, [740.0, 1457.0, 726.0, 36.0], x3meV5owMj, 5712472]
[paragraph, [740.0, 1493.0, 726.0, 36.0], x3meV5owMj, 5712472]
[paragraph, [740.0, 1529.0, 726.0, 36.0], x3meV5owMj, 5712472]
[paragraph, [740.0, 1565.0, 726.0, 36.0], x3meV5owMj, 5712472]
[paragraph, [740.0, 1601.0, 726.0, 36.0], x3meV5owMj, 5712472]
[paragraph, [740.0, 1637.0, 726.0, 36.0], x3meV5owMj, 5712472]
[paragraph, [740.0, 1673.0, 726.0, 36.0], x3meV5owMj, 5712472]
[paragraph, [740.0, 1709.0, 726.0, 36.0], x3meV5owMj, 5712472]
[paragraph, [747.0, 1765.0, 558.0, 36.0], t1vacCsI1Q, 5712472]
[paragraph, [747.0, 1801.0, 558.0, 36.0], t1vacCsI1Q, 5712472]
[paragraph, [747.0, 1837.0, 558.0, 36.0], t1vacCsI1Q, 5712472]
[paragraph, [747.0, 1873.0, 558.0, 36.0], t1vacCsI1Q, 5712472]
[paragraph, [13.0, 1787.0, 732.0, 36.0], shoonya_2sKMLX0BB2SM74, 5712472]
[paragraph, [13.0, 1823.0, 732.0, 36.0], shoonya_2sKMLX0BB2SM74, 5712472]
[paragraph, [13.0, 1859.0, 732.0, 36.0], shoonya_2sKMLX0BB2SM74, 5712472]
[paragraph, [13.0, 1895.0, 732.0, 36.0], shoonya_2sKMLX0BB2SM74, 5712472]
[paragraph, [13.0, 1931.0, 732.0, 36.0], shoonya_2sKMLX0BB2SM74, 5712472]
[paragraph, [13.0, 1967.0, 732.0, 36.0], shoonya_2sKMLX0BB2SM74, 5712472]
[paragraph, [736.0, 1922.0, 575.0, 36.0], LrWmCUD0np, 5712472]
[paragraph, [736.0, 1958.0, 575.0, 36.0], LrWmCUD0np, 5712472]
