[842, 596]
[paragraph, [145.0, 51.0, 380.0, 18.0], shoonya_0sVJK0RGNPU74C, 5658082]
[paragraph, [145.0, 69.0, 380.0, 18.0], shoonya_0sVJK0RGNPU74C, 5658082]
[ordered-list, [70.0, 110.0, 488.0, 18.0], shoonya_3sMALER5JILTFN, 5658082]
[ordered-list, [70.0, 128.0, 488.0, 18.0], shoonya_3sMALER5JILTFN, 5658082]
[ordered-list, [70.0, 146.0, 488.0, 18.0], shoonya_3sMALER5JILTFN, 5658082]
[ordered-list, [70.0, 164.0, 488.0, 18.0], shoonya_3sMALER5JILTFN, 5658082]
[ordered-list, [70.0, 182.0, 488.0, 18.0], shoonya_3sMALER5JILTFN, 5658082]
[ordered-list, [70.0, 200.0, 488.0, 18.0], shoonya_3sMALER5JILTFN, 5658082]
[ordered-list, [70.0, 218.0, 488.0, 18.0], shoonya_3sMALER5JILTFN, 5658082]
[ordered-list, [70.0, 236.0, 488.0, 18.0], shoonya_3sMALER5JILTFN, 5658082]
[ordered-list, [70.0, 254.0, 488.0, 18.0], shoonya_3sMALER5JILTFN, 5658082]
[ordered-list, [70.0, 272.0, 488.0, 18.0], shoonya_3sMALER5JILTFN, 5658082]
[ordered-list, [70.0, 290.0, 488.0, 18.0], shoonya_3sMALER5JILTFN, 5658082]
[ordered-list, [60.0, 311.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 329.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 347.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 365.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 383.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 401.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 419.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 437.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 455.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 473.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 491.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 509.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 527.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 545.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 563.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 581.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 599.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 617.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 635.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 653.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 671.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 689.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 707.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[ordered-list, [60.0, 725.0, 513.0, 18.0], q0jZJF5oGP, 5658082]
[sub-ordered-list, [92.0, 335.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 353.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 371.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 389.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 407.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 425.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 443.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 461.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 479.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 497.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 515.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 533.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 551.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 569.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 587.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 605.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 623.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 641.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 659.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 677.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 695.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[sub-ordered-list, [92.0, 713.0, 461.0, 18.0], g64rm-jnTk, 5658082]
[footnote, [73.0, 774.0, 477.0, 18.0], f41HwtStTE, 5658082]
[footnote, [73.0, 792.0, 477.0, 18.0], f41HwtStTE, 5658082]
